"ID","NAMES","NBLOG2004_AsTheCrowFlies_ACC_0.005"
"TS2149","El Hencha ",10960.4707883297
"TS214A","Menzel Chaker ",18166.6336161924
"TS214B","Ghraiba ",21520.4613034459
"TS214C","Bir ali Ben Kelifa ",14171.2292177066
"TS214D","Skhira ",25408.6549799476
"TS214E","Mahres ",13468.3842082256
"TS214F","Kerkenah ",22320.4727652056
"TS2210","Kairouan Nord  ",0
"TS2211","Kairouan Sud ",0
"TS2212","Echebika ",12165.3948585215
"TS2213","Sbikha ",0
"TS2214","EL Ouslatia ",17304.6069795534
"TS2215","Haffouz ",12718.6934443937
"TS2216","El Alâa ",15058.4681775126
"TS2217","Hajeb el Ayoun ",13617.7768740427
"TS2218","Nasrallah ",13513.5665608358
"TS2219","Echrarda ",15928.4849405872
"TS221A","Bouhajla ",0
"TS2220","Kasserine Nord  ",0
"TS2221","Kasserine Sud ",8740.38193921134
"TS2222","Ezzouhour ",6240.38040548063
"TS2223","Hassi Ferid ",20816.467387336
"TS2224","Sbeitla ",0
"TS2225","Sbiba ",14999.5862125307
"TS2226","Djedeliane ",19223.277509152
"TS2227","El Ayoun ",18724.4439653549
"TS2228","Thala ",16487.2638989344
"TS2229","Hidra ",21342.3267078654
"TS222A","Foussana ",15741.3218433991
"TS222B","Feriana ",20360.9655916375
"TS222C","Majel Bel Abbès ",22512.0081101458
"TS2230","Sidi Bouzid Ouest  ",0
"TS2231","Sidi Bouzid Est ",11288.4529259317
"TS2232","Jilma ",15362.0784665809
"TS2233","Cebalet Ouled Asker ",14411.0729895449
"TS2234","Bir El Hafey ",12785.9587103627
"TS2235","Sidi Ali Ben Aoûn ",20018.8005394638
"TS2236","Menzel Bouzaïenne ",20198.5636718723
"TS2237","Meknassy ",20319.815192945
"TS2238","Souk Jedid ",16031.8543404849
"TS2239","Mezzouna ",23569.1041654014
"TS223A","Regueb ",0
"TS223B","Ouled Haffouz ",15966.8926720576
"TS3110","Gabes Medina  ",254.855701591782
"TS3111","Gabes Ouest ",4399.15555233952
"TS3112","Gabes Sud ",0
"TS3113","Ghanouch ",6315.53686373039
"TS3114","El Metouia ",14451.7208314528
"TS3115","Menzel El Habib ",26704.8167332246
"TS3116","El Hamma ",0
"TS3117","Matmata ",29186.1341939473
"TS3118","Nouvelle Matmata ",16949.6012807363
"TS3119","Mareth ",0
"TS3120","Medenine Nord  ",10101.8766144042
"TS3121","Medenine Sud ",11111.629570983
"TS3122","Beni Khedech ",20024.2660548967
"TS3123","Ben Guerdane ",0
"TS3124","Zarzis ",0
"TS3125","Djerba Houmet Souk ",0
"TS3126","Djerba Midoun ",0
"TS3127","Djerba Ajim ",4642.78095390888
"TS3128","Sidi Makhloulf ",14255.7664820555
"TS3130","Tataouine Nord  ",20113.5313021072
"TS3131","Tataouine Sud ",31053.279669133
"TS3132","Smâr ",22743.0600731583
"TS3133","Bir Lahmar ",20075.7426452332
"TS3134","Ghomrassen ",21081.5884903248
"TS3135","Dhehiba ",81068.3960756752
"TS3136","Remada ",107015.130195739
"TS3210","Gafsa Nord  ",19754.4985316738
"TS3211","Sidi Aïch ",21229.6605071077
"TS3212","El Ksar ",13279.8652620994
"TS3213","Gafsa Sud ",0
"TS3214","Oum El Araies ",19369.2943442009
"TS3215","Redeyef ",21979.440480383
"TS3216","Metlaoui ",15521.6768793813
"TS3217","Mdhila ",20513.1078943878
"TS3218","EL Guetar ",22687.6660405492
"TS3219","Belkhir ",27599.7208475626
"TS321A","Sned ",20829.3866926242
"TS3220","Tozeur  ",16435.8197187813
"TS3221","Degach ",21433.567583755
"TS3222","Tameghza ",35196.6065177649
"TS3223","Nefta ",26936.3985117707
"TS3224","Hazoua ",47108.7127711422
"TS3230","Kebili Sud  ",23012.7691703505
"TS3231","Kebeli Nord ",21396.9905417491
"TS3232","Souk El Ahed ",28863.8284566325
"TS3233","Douz Nord ",38463.4984840647
"TS3234","Douz Sud ",53273.5767013146
"TS3235","Faouar ",63394.3800917086
