"ID","NAMES","NBLOG2004_AsTheCrowFlies_ACC_0.01"
"TS1158","El Haouaria ",14668.9753102288
"TS1159","Takelsa ",14755.2697248649
"TS115A","Soliman ",10914.8373149823
"TS115B","Menzel Bouzelfa ",11099.5129940434
"TS115C","Beni Khalled ",10382.1065438815
"TS115D","Grombalia ",10606.4742994093
"TS115E","Bou Argoub ",9420.70610916266
"TS115F","Hammamet ",0
"TS1160","Zaghouan  ",16885.1485445877
"TS1161","Ez-Zeriba ",18581.978425106
"TS1162","Bir Mchergua ",15726.7538618827
"TS1163","El Fahs ",24083.9916215656
"TS1164","En-Nadhour ",21981.1511958432
"TS1165","Saouaf ",20636.6711967025
"TS1170","Bizerte Nord  ",1248.60795357832
"TS1171","Zarzouna ",6203.08285467334
"TS1172","Bizerte Sud ",13359.6431764872
"TS1173","Sedjnane ",23167.7085287144
"TS1174","Djoumine ",18472.1601344723
"TS1175","Mateur ",14451.6526828522
"TS1176","Ghezala ",18770.0509515385
"TS1177","Menzel Bourguiba ",10734.4587168851
"TS1178","Tinja ",11664.9027168379
"TS1179","Utique ",11473.5782336198
"TS117A","Ghar El Meleh ",10431.7328622851
"TS117B","Menzel Djemil ",6228.22917643181
"TS117C","El Alia ",8626.56800487221
"TS117D","Ras Djebel ",8205.7146395962
"TS1210","Béja Nord  ",13772.4299668665
"TS1211","Béja Sud ",15579.6650221042
"TS1212","Amdoun ",16122.6276749937
"TS1213","Nefza ",20642.1021841295
"TS1214","Teboursouk ",20635.0832439937
"TS1215","Tibar ",17464.1352898968
"TS1216","Testour ",20868.4352886252
"TS1217","Goubellat ",21930.7264529795
"TS1218","Medjez El Bab ",19486.2405219093
"TS1220","Jendouba  ",12289.4074321985
"TS1221","Jendouba Nord ",12647.1776566808
"TS1222","Bou Salem ",14744.5529383637
"TS1223","Tabarka ",22613.9508932438
"TS1224","Ain Draham ",17943.8586206949
"TS1225","Fernana ",14140.7626574663
"TS1226","Ghardimaou ",21610.7376488581
"TS1227","Oued Meliz ",16042.0122169337
"TS1228","Balta - Bou Aouane ",15096.9436074505
"TS1230","Kef Ouest  ",20175.8149940681
"TS1231","Kef Est ",20274.6750496341
"TS1232","Nebeur ",16917.3125798977
"TS1233","Sakiet Sidi Youssef ",24890.8711178538
"TS1234","Tajerouine ",23018.9836730543
"TS1235","Kalâat Snan ",32931.3053821186
"TS1236","Kalâat Khasbah ",27890.5951442365
"TS1237","Djerissa ",24370.9522011262
"TS1238","El Ksour ",24153.1980842602
"TS1239","Dahmani ",21969.6098190368
"TS123A","Es-Sers ",21997.5132504239
"TS1240","Siliana Nord  ",23283.4435805182
"TS1241","Siliana Sud ",23565.3396575877
"TS1242","Bou Arada ",25538.1266156561
"TS1243","Gaâfour ",24422.2768808858
"TS1244","El Krib ",21467.8920397407
"TS1245","Bourouis ",22743.9284107048
"TS1246","Makthar ",23906.5551995975
"TS1247","Er-Rouhia ",24646.2983144857
"TS1248","Kesra ",24079.1704711929
"TS1249","Bargou ",25466.0427297642
"TS124A","El Aroussa ",24252.1239189118
"TS2110","Sousse Medina  ",2049.54213062571
"TS2111","Sousse Riadh ",1189.55761152927
"TS2112","Sousse Jawhara ",891.068593535255
"TS2113","Sousse Sidi Abdelhamid ",2047.42209439363
"TS2114","Hammam Sousse ",2321.51286335654
"TS2115","Akouda ",7329.34254426751
"TS2116","Kalaâ Kebira ",10481.6554916835
"TS2117","Sidi Bou Ali ",12674.0887090895
"TS2118","Hergla ",14938.4623946865
"TS2119","Enfidha ",20135.9907829097
"TS211A","Bouficha ",16119.8106747142
"TS211B","Kondar ",16255.5886574983
"TS211C","Sidi El Héni ",13907.7244067517
"TS211D","M saken ",0
"TS211E","Kalaâ Seghira ",8077.51765375543
"TS2120","Monastir  ",0
"TS2121","Ouerdanine ",4012.01682532482
"TS2122","Sahline ",3140.72271955446
"TS2123","Zermadine ",11300.6855997085
"TS2124","Beni Hassen ",10307.6309680609
"TS2125","Jammel ",5417.1873988943
"TS2126","Bembla ",3685.45015375303
"TS2127","Moknine ",3547.27920688421
"TS2128","Bekalta ",9254.35203729894
"TS2129","Teboulba ",7225.43081141072
"TS212A","Ksar Helal ",4072.09557323921
"TS212B","Ksibet El Mediouni ",3973.11715416437
"TS212C","Sayada-Lamta Bou-Hjar ",5228.98469814541
"TS2130","Mahdia  ",3312.01042217946
"TS2131","Bou Merdès ",12928.6471519587
"TS2132","Ouled Chamekh ",18728.0905874868
"TS2133","Chorbane ",21829.858828349
"TS2134","Hebira ",21278.054074244
"TS2135","Essouassi ",17422.4886952717
"TS2136","El Djem ",14405.5761090979
"TS2137","Chebba ",15990.8493128891
"TS2138","Melloulech ",15258.9910348355
"TS2139","Sidi Alouane ",12933.9533509025
"TS213A","Ksour Essef ",11048.6175263934
"TS2140","Sfax Ville  ",0
"TS2141","Sfax Ouest ",0
"TS2142","Sakiet Ezzit ",1055.07303466358
"TS2143","Sakiet Eddaïer ",0
"TS2144","Sfax Sud ",0
"TS2145","Tina ",2735.75147065705
"TS2146","Agareb ",14213.0167825205
"TS2147","Djebeniana ",14330.9047137023
"TS2148","El Amra ",11060.7704457941
"TS2149","El Hencha ",15969.7475902802
"TS214A","Menzel Chaker ",22390.7792067176
"TS214B","Ghraiba ",29019.335650139
"TS214C","Bir ali Ben Kelifa ",26400.0535091136
"TS214D","Skhira ",33934.9638417489
"TS214E","Mahres ",21322.0417156741
"TS214F","Kerkenah ",28566.726277409
"TS2210","Kairouan Nord  ",11578.1584963526
"TS2211","Kairouan Sud ",12523.3166396365
"TS2212","Echebika ",17188.7620822555
"TS2213","Sbikha ",19442.5767763259
"TS2214","EL Ouslatia ",24128.639006277
"TS2215","Haffouz ",20987.317928649
"TS2216","El Alâa ",22921.0286222481
"TS2217","Hajeb el Ayoun ",21773.0241894821
"TS2218","Nasrallah ",21504.0689423263
"TS2219","Echrarda ",23344.6199675698
"TS221A","Bouhajla ",17874.9423295135
"TS2220","Kasserine Nord  ",17447.9630981146
"TS2221","Kasserine Sud ",19866.5347849425
"TS2222","Ezzouhour ",17487.7904146375
"TS2223","Hassi Ferid ",25907.3828364617
"TS2224","Sbeitla ",20807.5886406589
"TS2225","Sbiba ",23520.9364955735
"TS2226","Djedeliane ",25414.7645999529
"TS2227","El Ayoun ",24353.6220639208
"TS2228","Thala ",25973.3598513921
"TS2229","Hidra ",30545.3509838999
"TS222A","Foussana ",25482.9543262117
"TS222B","Feriana ",29684.5927048292
"TS222C","Majel Bel Abbès ",29948.7796918891
"TS2230","Sidi Bouzid Ouest  ",16745.1924627558
"TS2231","Sidi Bouzid Est ",20374.7042038325
"TS2232","Jilma ",22654.0618050008
"TS2233","Cebalet Ouled Asker ",20947.9761070234
"TS2234","Bir El Hafey ",21303.3396629986
"TS2235","Sidi Ali Ben Aoûn ",27034.2258188708
"TS2236","Menzel Bouzaïenne ",27716.1408990569
"TS2237","Meknassy ",28482.8239005036
"TS2238","Souk Jedid ",22503.2825016446
"TS2239","Mezzouna ",32453.5356351251
"TS223A","Regueb ",23984.7352606594
"TS223B","Ouled Haffouz ",23052.9877531411
"TS3110","Gabes Medina  ",9444.65594684535
"TS3111","Gabes Ouest ",12694.569727203
"TS3112","Gabes Sud ",9605.79613192418
"TS3113","Ghanouch ",13710.1360397029
"TS3114","El Metouia ",22739.0624240439
"TS3115","Menzel El Habib ",34227.568910859
"TS3116","El Hamma ",32377.082424678
"TS3117","Matmata ",35201.8419644346
"TS3118","Nouvelle Matmata ",23636.1818552278
"TS3119","Mareth ",20536.0914876432
"TS3120","Medenine Nord  ",19748.4352383375
"TS3121","Medenine Sud ",22294.3665096568
"TS3122","Beni Khedech ",28601.9780151505
"TS3123","Ben Guerdane ",42555.8316257511
"TS3124","Zarzis ",21250.2748934362
"TS3125","Djerba Houmet Souk ",6998.84897759072
"TS3126","Djerba Midoun ",11835.993188042
"TS3127","Djerba Ajim ",13232.5634236902
"TS3128","Sidi Makhloulf ",22064.5635350952
"TS3130","Tataouine Nord  ",43007.6170481875
"TS3131","Tataouine Sud ",44964.2349434918
"TS3132","Smâr ",36812.8336257683
"TS3133","Bir Lahmar ",27076.4571152152
"TS3134","Ghomrassen ",30646.4739606057
"TS3135","Dhehiba ",98537.1284036372
"TS3136","Remada ",124649.112976093
"TS3210","Gafsa Nord  ",25776.7353894941
"TS3211","Sidi Aïch ",26869.9591741096
"TS3212","El Ksar ",21162.1365001162
"TS3213","Gafsa Sud ",14616.8863061338
"TS3214","Oum El Araies ",26652.6528121121
"TS3215","Redeyef ",32070.4269616451
"TS3216","Metlaoui ",24604.0590696274
"TS3217","Mdhila ",26506.655536251
"TS3218","EL Guetar ",31212.5442442682
"TS3219","Belkhir ",35782.8299273948
"TS321A","Sned ",29472.0545611472
"TS3220","Tozeur  ",40535.7797718313
"TS3221","Degach ",32760.3445316844
"TS3222","Tameghza ",45836.3231724161
"TS3223","Nefta ",52613.4607958154
"TS3224","Hazoua ",69619.3745812822
"TS3230","Kebili Sud  ",44865.3496553939
"TS3231","Kebeli Nord ",40382.5403061039
"TS3232","Souk El Ahed ",39442.8369012463
"TS3233","Douz Nord ",53171.3763142547
"TS3234","Douz Sud ",64838.3926789649
"TS3235","Faouar ",78061.7220270719
