"ID","NAMES","POPTO2004_AsTheCrowFlies_ACC_0.005"
"TS1240","Siliana Nord  ",13699.709138984
"TS1241","Siliana Sud ",13315.451527778
"TS1242","Bou Arada ",16900.8810702964
"TS1243","Gaâfour ",17071.5022682064
"TS1244","El Krib ",14383.9417951819
"TS1245","Bourouis ",15247.4725986594
"TS1246","Makthar ",13829.4465743684
"TS1247","Er-Rouhia ",13463.3119535051
"TS1248","Kesra ",15505.7619021842
"TS1249","Bargou ",19342.6688946773
"TS124A","El Aroussa ",17482.3860659029
"TS2110","Sousse Medina  ",925.611842244057
"TS2111","Sousse Riadh ",0
"TS2112","Sousse Jawhara ",0
"TS2113","Sousse Sidi Abdelhamid ",160.950755695112
"TS2114","Hammam Sousse ",833.66016848033
"TS2115","Akouda ",3158.21554937389
"TS2116","Kalaâ Kebira ",0
"TS2117","Sidi Bou Ali ",8498.83010402228
"TS2118","Hergla ",11446.5809858472
"TS2119","Enfidha ",10761.2865911113
"TS211A","Bouficha ",12089.8586086673
"TS211B","Kondar ",12198.9954243093
"TS211C","Sidi El Héni ",11653.9198137861
"TS211D","M saken ",0
"TS211E","Kalaâ Seghira ",2623.63883597434
"TS2120","Monastir  ",0
"TS2121","Ouerdanine ",1686.07676215695
"TS2122","Sahline ",1331.31515325521
"TS2123","Zermadine ",6581.37523788789
"TS2124","Beni Hassen ",4473.37178730432
"TS2125","Jammel ",0
"TS2126","Bembla ",1205.59421231092
"TS2127","Moknine ",0
"TS2128","Bekalta ",4060.13395655769
"TS2129","Teboulba ",1977.89277995426
"TS212A","Ksar Helal ",669.028929028256
"TS212B","Ksibet El Mediouni ",1204.99531515229
"TS212C","Sayada-Lamta Bou-Hjar ",1900.03466298225
"TS2130","Mahdia  ",0
"TS2131","Bou Merdès ",10254.7070232402
"TS2132","Ouled Chamekh ",12754.0773935788
"TS2133","Chorbane ",13519.4342010234
"TS2134","Hebira ",14380.6326796588
"TS2135","Essouassi ",10209.7497047732
"TS2136","El Djem ",9043.10484631216
"TS2137","Chebba ",11686.8282891273
"TS2138","Melloulech ",10805.3451459192
"TS2139","Sidi Alouane ",9135.67874883412
"TS213A","Ksour Essef ",398.71273018355
"TS2140","Sfax Ville  ",0
"TS2141","Sfax Ouest ",0
"TS2142","Sakiet Ezzit ",0
"TS2143","Sakiet Eddaïer ",0
"TS2144","Sfax Sud ",0
"TS2145","Tina ",244.16775973029
"TS2146","Agareb ",10985.7063428732
"TS2147","Djebeniana ",7763.9849611639
"TS2148","El Amra ",5706.64892511107
"TS2149","El Hencha ",10544.1391240705
"TS214A","Menzel Chaker ",17250.8245679162
"TS214B","Ghraiba ",21286.8373229173
"TS214C","Bir ali Ben Kelifa ",0
"TS214D","Skhira ",22503.7520939623
"TS214E","Mahres ",14824.257879091
"TS214F","Kerkenah ",24842.9657215347
"TS2210","Kairouan Nord  ",0
"TS2211","Kairouan Sud ",0
"TS2212","Echebika ",11399.0741419555
"TS2213","Sbikha ",0
"TS2214","EL Ouslatia ",15118.236588591
"TS2215","Haffouz ",10427.9341535668
"TS2216","El Alâa ",13089.1720845824
"TS2217","Hajeb el Ayoun ",11617.6329919969
"TS2218","Nasrallah ",12175.7843787944
"TS2219","Echrarda ",15034.5893108128
"TS221A","Bouhajla ",0
"TS2220","Kasserine Nord  ",0
"TS2221","Kasserine Sud ",7349.32674205309
"TS2222","Ezzouhour ",5228.74999509021
"TS2223","Hassi Ferid ",20251.2430596761
"TS2224","Sbeitla ",0
"TS2225","Sbiba ",11255.0112681283
"TS2226","Djedeliane ",16976.5425915077
"TS2227","El Ayoun ",16424.9581113303
"TS2228","Thala ",15339.4113338067
"TS2229","Hidra ",21298.5610443233
"TS222A","Foussana ",13549.1371779541
"TS222B","Feriana ",13554.2855447745
"TS222C","Majel Bel Abbès ",21508.9463245161
"TS2230","Sidi Bouzid Ouest  ",0
"TS2231","Sidi Bouzid Est ",7039.5487573521
"TS2232","Jilma ",12367.0681401003
"TS2233","Cebalet Ouled Asker ",13513.9246635672
"TS2234","Bir El Hafey ",12265.0797749223
"TS2235","Sidi Ali Ben Aoûn ",18477.4090658085
"TS2236","Menzel Bouzaïenne ",19804.0773649958
"TS2237","Meknassy ",19601.0488586996
"TS2238","Souk Jedid ",14982.75482579
"TS2239","Mezzouna ",21717.6489608888
"TS223A","Regueb ",0
"TS223B","Ouled Haffouz ",15969.836113318
"TS3110","Gabes Medina  ",405.988846927583
"TS3111","Gabes Ouest ",3937.28636659676
"TS3112","Gabes Sud ",0
"TS3113","Ghanouch ",4903.95927738777
"TS3114","El Metouia ",13630.8113526032
"TS3115","Menzel El Habib ",25282.3226179604
"TS3116","El Hamma ",0
"TS3117","Matmata ",30427.1738370044
"TS3118","Nouvelle Matmata ",17912.2413381806
"TS3119","Mareth ",0
"TS3120","Medenine Nord  ",10281.4516079985
"TS3121","Medenine Sud ",10382.100057144
"TS3122","Beni Khedech ",21647.7851255531
"TS3123","Ben Guerdane ",0
"TS3124","Zarzis ",0
"TS3125","Djerba Houmet Souk ",0
"TS3126","Djerba Midoun ",0
"TS3127","Djerba Ajim ",6624.196242404
"TS3128","Sidi Makhloulf ",14798.2664911445
"TS3130","Tataouine Nord  ",0
"TS3131","Tataouine Sud ",31151.7188161748
"TS3132","Smâr ",21424.0793579356
"TS3133","Bir Lahmar ",20563.0602169018
"TS3134","Ghomrassen ",22854.0814374788
"TS3135","Dhehiba ",79029.9582841501
"TS3136","Remada ",105010.085710199
"TS3210","Gafsa Nord  ",18593.6087961988
"TS3211","Sidi Aïch ",20871.1248319947
"TS3212","El Ksar ",12477.3909852688
"TS3213","Gafsa Sud ",0
"TS3214","Oum El Araies ",17357.9613467229
"TS3215","Redeyef ",20587.886209553
"TS3216","Metlaoui ",13640.380693695
"TS3217","Mdhila ",19525.1920878337
"TS3218","EL Guetar ",21695.6998268257
"TS3219","Belkhir ",26052.7221634048
"TS321A","Sned ",18754.6288780754
"TS3220","Tozeur  ",15048.6414141041
"TS3221","Degach ",20543.0941525186
"TS3222","Tameghza ",33988.1893840405
"TS3223","Nefta ",25374.5641919078
"TS3224","Hazoua ",45006.4260173518
"TS3230","Kebili Sud  ",19392.393292284
"TS3231","Kebeli Nord ",18640.4491518832
"TS3232","Souk El Ahed ",26753.6374272307
"TS3233","Douz Nord ",34152.2287777793
"TS3234","Douz Sud ",51344.0366055205
"TS3235","Faouar ",61150.6335954599
