"ID","NAMES","intermediaires_AsTheCowRolls_ACC_0.005"
"78043","Bailly",5.40788204537303
"78048","Bazainville",13.2018073783622
"78049","Bazemont",10.1900337389903
"78050","Bazoches-sur-Guyonne",9.10297485847304
"78053","Behoust",14.3388252084814
"78057","Bennecourt",12.1183104250327
"78062","Beynes",9.4285511428588
"78068","Blaru",16.319432487246
"78070","Boinville-en-Mantois",10.690782688591
"78071","Boinville-le-Gaillard",15.8605856009638
"78072","Boinvilliers",11.5444463851911
"78073","Bois-d'Arcy",5.04056283364736
"78076","Boissets",18.3280084786607
"78077","La Boissiere-Ecole",21.0377825759423
"78082","Boissy-Mauvoisin",13.0777792240209
"78084","Boissy-sans-Avoir",11.2183940307042
"78087","Bonnelles",10.4809192404545
"78089","Bonnieres-sur-Seine",12.7670730422311
"78090","Bouafle",6.46847263038628
"78092","Bougival",3.94286485186463
"78096","Bourdonne",15.8864285264871
"78104","Breuil-Bois-Robert",8.1218284873808
"78107","Breval",15.6985251721602
"78108","Les Breviaires",11.7911137564161
"78113","Brueil-en-Vexin",9.02904342679034
"78117","Buc",5.51970698863879
"78118","Buchelay",6.75395479906644
"78120","Bullion",11.2190394002663
"78123","Carrieres-sous-Poissy",3.74073477958688
"78124","Carrieres-sur-Seine",1.97624517796338
"78125","La Celle-les-Bordes",12.0688398591567
"78126","La Celle-Saint-Cloud",4.52585359400402
"78128","Cernay-la-Ville",10.586685247732
"78133","Chambourcy",5.83471995004367
"78138","Chanteloup-les-Vignes",5.05795671636896
"78140","Chapet",7.30522527357564
"78143","Chateaufort",6.17186599619556
"78146","Chatou",1.74721488270738
"78147","Chaufour-les-Bonnieres",12.9230181745407
"78152","Chavenay",6.82938891133883
"78158","Le Chesnay",2.37639823209244
"78160","Chevreuse",9.70859805099546
"78162","Choisel",10.4403002122128
"78163","Civry-la-Foret",16.0253315193183
"78164","Clairefontaine-en-Yvelines",11.1622172934301
"78165","Les Clayes-sous-Bois",5.61905418433482
"78168","Coignieres",6.43000023542138
"78171","Conde-sur-Vesgre",16.7631067340704
"78172","Conflans-Sainte-Honorine",3.55568068663522
"78185","Courgent",11.9951685284359
"78188","Cravent",15.9496016547528
"78189","Crespieres",9.3230909742832
"78190","Croissy-sur-Seine",4.24930836025087
"78192","Dammartin-en-Serve",14.3058499651987
"78193","Dampierre-en-Yvelines",9.57081382635307
"78194","Dannemarie",16.7291258476078
"78196","Davron",8.99637949055308
"78202","Drocourt",9.79262223101522
"78206","Ecquevilly",7.09169648242806
"78208","Elancourt",4.75305548881727
"78209","Emance",19.1322957091301
"78217","Epone",6.34359761341677
"78220","Les Essarts-le-Roi",7.59916621922652
"78224","L'Etang-la-Ville",5.34144059306184
"78227","Evecquemont",6.05253896664327
"78230","La Falaise",7.17837278010798
"78231","Favrieux",9.05824372114254
"78233","Feucherolles",7.06351623982153
"78234","Flacourt",12.0396716155878
"78236","Flexanville",14.994103777824
"78237","Flins-Neuve-Eglise",15.9644525025653
"78238","Flins-sur-Seine",6.05684703650237
"78239","Follainville-Dennemont",9.69331578984184
"78242","Fontenay-le-Fleury",4.92913656567417
"78245","Fontenay-Mauvoisin",9.09040695252067
"78246","Fontenay-Saint-Pere",9.08700641346209
"78251","Fourqueux",5.51392787370354
"78255","Freneuse",12.8253268529619
"78261","Gaillon-sur-Montcient",6.8508157213783
"78262","Galluis",10.2753863123238
"78263","Gambais",15.0307707568292
"78264","Gambaiseuil",15.3559530044122
"78265","Garancieres",12.4888940101379
"78267","Gargenville",6.68693176092952
"78269","Gazeran",14.1234999362734
"78276","Gommecourt",17.232699594932
"78278","Goupillieres",13.3573903418289
"78281","Goussonville",11.5618015418199
"78283","Grandchamp",21.1677468022468
"78285","Gressey",17.2279455125212
"78289","Grosrouvre",13.7522175155603
"78290","Guernes",13.7391219433961
"78291","Guerville",9.78558892415296
"78296","Guitrancourt",8.23478088633785
"78297","Guyancourt",4.76319869986256
"78299","Hardricourt",5.81641109988659
"78300","Hargeville",12.6747361604465
"78302","La Hauteville",21.5198046186776
"78305","Herbeville",10.8158823188892
"78307","Hermeray",20.1203301008332
"78310","Houdan",15.3336625149698
"78311","Houilles",1.05754778779092
"78314","Issou",6.2966417697943
"78317","Jambville",11.1015361955729
"78320","Jeufosse",11.1173143613618
"78321","Jouars-Pontchartrain",6.68425292758345
"78322","Jouy-en-Josas",5.39797420534903
"78324","Jouy-Mauvoisin",8.24913134752046
"78325","Jumeauville",11.9837266301823
"78327","Juziers",6.96391864622595
"78329","Lainville-en-Vexin",11.3767260840241
"78334","Levis-Saint-Nom",10.0324670168837
"78335","Limay",4.72262083477804
"78337","Limetz-Villez",15.7084888888511
