"ID","NAMES","total_AsTheCrowFlies_POT_10000"
"77090","La Chapelle-Saint-Sulpice",13269.37638676
"77091","Les Chapelles-Bourbon",41099.27317871
"77093","La Chapelle-Moutils",6076.05831683
"77094","Charmentray",94624.13311837
"77095","Charny",86848.49235698
"77096","Chartrettes",71441.98364643
"77097","Chartronges",10515.14507675
"77098","Chateaubleau",11082.77869371
"77099","Chateau-Landon",8239.38057621
"77100","Le Chatelet-en-Brie",40579.5269266
"77101","Chatenay-sur-Seine",12942.55746781
"77102","Chatenoy",15051.092526
"77103","Chatillon-la-Borde",30912.6057995
"77104","Chatres",37594.80427377
"77106","Chauffry",21050.78026932
"77107","Chaumes-en-Brie",26037.01766823
"77108","Chelles",614290.85797298
"77109","Chenoise",9724.0473782
"77110","Chenou",9294.30887069
"77111","Chessy",139749.08936339
"77112","Chevrainvilliers",14077.43677245
"77113","Chevru",12272.98136969
"77114","Chevry-Cossigny",135795.48587162
"77115","Chevry-en-Sereine",6989.34205032
"77116","Choisy-en-Brie",14828.50861391
"77117","Citry",10956.2700614
"77118","Claye-Souilly",209373.51726528
"77119","Clos-Fontaine",13284.88636398
"77120","Cocherel",16748.17279036
"77121","Collegien",299226.21540567
"77122","Combs-la-Ville",206713.77907881
"77123","Compans",145059.62824536
"77124","Conches-sur-Gondoire",214587.40211691
"77125","Conde-Sainte-Libiaire",96101.95940993
"77126","Congis-sur-Therouanne",38416.62857978
"77127","Coubert",73184.00781141
"77128","Couilly-Pont-aux-Dames",83734.17663224
"77129","Coulombs-en-Valois",6642.8181472
"77130","Coulommes",64247.08828926
"77131","Coulommiers",24653.98506656
"77132","Coupvray",119101.27191225
"77133","Courcelles-en-Bassee",15900.76965737
"77134","Courchamp",8569.802334
"77135","Courpalay",17254.1374543
"77136","Courquetaine",51653.06901479
"77137","Courtacon",6948.62656223
"77138","Courtomer",21285.89924312
"77139","Courtry",493326.98617924
"77140","Coutencon",16613.46862378
"77141","Coutevroult",83541.37414354
"77142","Crecy-la-Chapelle",52907.40003784
"77143","Cregy-les-Meaux",62841.0216853
"77144","Crevecoeur-en-Brie",28306.95389264
"77145","Crisenoy",57130.79073804
"77146","Croissy-Beaubourg",348872.11540197
"77147","La Croix-en-Brie",11166.79657417
"77148","Crouy-sur-Ourcq",7102.21011744
"77149","Cucharmoy",11733.86630792
"77150","Cuisy",47155.36203723
"77151","Dagny",11137.70471129
"77152","Dammarie-les-Lys",96131.70281584
"77153","Dammartin-en-Goele",48281.85214816
"77154","Dammartin-sur-Tigeaux",43790.09014248
"77155","Dampmart",159519.14795195
"77156","Darvault",22610.30653566
"77157","Dhuisy",10204.06435179
"77158","Diant",9909.87185101
"77159","Donnemarie-Dontilly",11898.97586323
"77161","Dormelles",21561.73338758
"77162","Doue",22058.88921225
"77163","Douy-la-Ramee",25657.42251897
"77164","Echouboulains",22276.59900051
"77165","Les Ecrennes",23255.20500962
"77166","Ecuelles",34281.91943925
"77167","Egligny",11462.64816319
"77168","Egreville",6034.61971421
"77169","Emerainville",528914.57743599
"77170","Episy",31644.56314521
"77171","Esbly",106237.58485119
"77172","Esmans",20040.52218923
"77173","Etrepilly",32386.43057919
"77174","Everly",11131.73809121
"77175","Evry-Gregy-sur-Yerre",125218.20653126
"77176","Faremoutiers",24908.39328153
"77177","Favieres",104054.69820883
"77178","Fay-les-Nemours",16933.79154157
"77179","Fericy",41455.05662831
"77180","Ferolles-Attilly",213927.9750662
"77181","Ferrieres-en-Brie",223838.27420576
"77182","La Ferte-Gaucher",10128.07873112
"77183","La Ferte-sous-Jouarre",20545.10177553
"77184","Flagy",18792.57513183
"77185","Fleury-en-Biere",39772.91236937
"77186","Fontainebleau",40432.37777419
"77187","Fontaine-Fourches",2986.89910629
"77188","Fontaine-le-Port",53097.5857735
"77190","Fontains",13298.08154478
"77191","Fontenailles",16027.5704235
"77192","Fontenay-Tresigny",26470.1354746
"77193","Forfry",30004.26156618
"77194","Forges",24632.62264126
"77195","Fouju",50046.21415575
"77196","Fresnes-sur-Marne",124706.31618831
"77197","Fretoy",9070.77785183
"77198","Fromont",6395.20797386
"77199","Fublaines",61660.49458044
"77200","Garentreville",9345.70479543
"77201","Gastins",12980.53581624
"77202","La Genevraye",29302.06697457
"77203","Germigny-l'Eveque",50170.46316708
"77204","Germigny-sous-Coulombs",6830.82944624
"77205","Gesvres-le-Chapitre",38574.59627205
"77206","Giremoutiers",31641.23607608
"77207","Gironville",3140.76752156
"77208","Gouaix",11631.78607296
"77209","Gouvernes",267315.39085546
"77210","La Grande-Paroisse",31643.18756323
"77211","Grandpuits-Bailly-Carrois",14765.16752834
"77212","Gravon",9829.10255935
"77214","Gressy",182052.06487215
"77215","Gretz-Armainvilliers",111192.86207867
"77216","Grez-sur-Loing",24488.02740767
"77217","Grisy-Suisnes",101377.71464472
"77218","Grisy-sur-Seine",7670.87523871
"77219","Guerard",36224.74125503
"77220","Guercheville",10638.39806547
"77221","Guermantes",227978.67850147
"77222","Guignes",31096.14367997
"77223","Gurcy-le-Chatel",12573.95081857
"77224","Hautefeuille",24855.35520508
"77225","La Haute-Maison",41785.12158104
"77226","Hericy",43462.71126987
"77227","Herme",9997.64576553
"77228","Hondevilliers",8234.82062973
"77229","La Houssaye-en-Brie",36150.98986351
"77230","Ichy",6005.53557521
"77231","Isles-les-Meldeuses",36519.55143636
"77232","Isles-les-Villenoy",95076.16393764
"77233","Iverny",60182.97346068
"77234","Jablines",135762.18070241
"77235","Jaignes",25758.51358508
"77236","Jaulnes",6823.78411836
"77237","Jossigny",143642.54953552
"77238","Jouarre",24940.72535738
"77239","Jouy-le-Chatel",8325.16375888
"77240","Jouy-sur-Morin",12519.18440971
"77241","Juilly",61657.99451837
"77242","Jutigny",13679.8842021
"77243","Lagny-sur-Marne",229287.92319352
"77244","Larchant",15558.37882658
"77245","Laval-en-Brie",19502.83867266
"77246","Lechelle",8670.25598654
"77247","Lescherolles",7062.03131953
"77248","Lesches",111297.42936209
"77249","Lesigny",305357.26824396
"77250","Leudon-en-Brie",8828.061464
"77251","Lieusaint",212559.51367162
"77252","Limoges-Fourches",99948.01212882
"77253","Lissy",79338.33424513
"77254","Liverdy-en-Brie",43343.90230903
"77255","Livry-sur-Seine",80880.93494515
"77256","Lizines",13332.68781335
"77257","Lizy-sur-Ourcq",23148.41645108
"77258","Lognes",447445.20197311
"77259","Longperrier",60545.22982497
"77260","Longueville",14385.86485837
"77261","Lorrez-le-Bocage-Preaux",9414.55181135
"77262","Louan-Villegruis-Fontaine",2166.61335887
"77263","Luisetaines",11375.41494515
"77264","Lumigny-Nesles-Ormeaux",19639.06265639
"77265","Luzancy",14752.19467475
"77266","Machault",35630.30464447
"77267","La Madeleine-sur-Loing",15839.3214562
"77268","Magny-le-Hongre",105238.7465995
"77269","Maincy",82278.66214511
"77270","Maisoncelles-en-Brie",38949.4583237
"77271","Maisoncelles-en-Gatinais",9824.62371679
"77272","Maison-Rouge",12698.68048712
"77273","Marchemoret",33525.44399926
"77274","Marcilly",37846.41573847
"77275","Les Marets",6416.6008238
"77276","Mareuil-les-Meaux",81162.55731285
"77277","Marles-en-Brie",25792.01752419
"77278","Marolles-en-Brie",19234.74009708
"77279","Marolles-sur-Seine",17113.42250915
"77280","Mary-sur-Marne",27225.39351253
"77281","Mauperthuis",23067.67869408
"77282","Mauregard",164150.243797
"77283","May-en-Multien",12283.6197766
"77284","Meaux",65335.78549267
"77285","Le Mee-sur-Seine",109392.166907
"77286","Meigneux",12130.05021772
"77287","Meilleray",4699.76585395
"77288","Melun",100674.94345194
"77289","Melz-sur-Seine",7443.97005995
"77290","Mery-sur-Marne",13234.98820397
"77291","Le Mesnil-Amelot",167431.0550293
"77292","Messy",127893.58004209
"77293","Misy-sur-Yonne",10751.00438395
"77294","Mitry-Mory",246729.72650349
"77295","Moisenay",65277.78719909
"77296","Moissy-Cramayel",164699.35327327
"77297","Mondreville",5246.40882258
"77298","Mons-en-Montois",12129.06896569
"77299","Montarlot",31432.48685641
"77300","Montceaux-les-Meaux",49413.12413414
"77301","Montceaux-les-Provins",2479.79645587
"77302","Montcourt-Fromonville",25409.47629763
"77303","Montdauphin",3984.92765841
"77304","Montenils",1943.58167255
"77305","Montereau-Fault-Yonne",23675.13432434
"77306","Montereau-sur-le-Jard",102010.56046995
"77307","Montevrain",164333.82552919
"77308","Montge-en-Goele",45586.59343239
"77309","Monthyon",51304.95097847
"77310","Montigny-le-Guesdier",4955.67273708
"77311","Montigny-Lencoup",14771.50579792
"77312","Montigny-sur-Loing",34201.22919125
"77313","Montmachoux",15079.22926669
"77314","Montolivet",3887.29172606
"77315","Montry",102130.71733266
"77316","Moret-sur-Loing",36286.89884562
"77317","Mormant",20317.4103723
"77318","Mortcerf",35177.76993201
"77319","Mortery",12334.33595429
"77320","Mouroux",27324.25173192
"77321","Mousseaux-les-Bray",6262.80760557
"77322","Moussy-le-Neuf",63562.06923762
"77323","Moussy-le-Vieux",81780.06606782
"77325","Mouy-sur-Seine",8857.14176467
"77326","Nandy",173580.11459189
"77327","Nangis",12873.52966158
"77328","Nanteau-sur-Essonne",7820.91790529
"77329","Nanteau-sur-Lunain",17530.76294968
"77330","Nanteuil-les-Meaux",72364.95720114
"77331","Nanteuil-sur-Marne",11415.74554743
"77332","Nantouillet",83252.68468768
"77333","Nemours",20489.42129726
"77335","Chauconin-Neufmontiers",70341.27429427
"77336","Neufmoutiers-en-Brie",59879.02950872
"77337","Noisiel",516543.59646298
"77338","Noisy-Rudignon",22408.97667583
"77339","Noisy-sur-Ecole",15238.28002617
"77340","Nonville",24108.6791702
"77341","Noyen-sur-Seine",7600.50813238
"77342","Obsonville",8881.03526563
"77343","Ocquerre",18331.63211094
"77344","Oissery",23382.98546542
"77345","Orly-sur-Morin",15893.69967035
"77347","Les Ormes-sur-Voulzie",11396.79544018
"77348","Ormesson",17437.33303485
"77349","Othis",38406.99262797
"77350","Ozoir-la-Ferriere",194969.8662412
"77352","Ozouer-le-Voulgis",38288.77810033
"77353","Paley",12767.85897511
"77354","Pamfou",29054.31763593
"77355","Paroy",12719.88206275
"77356","Passy-sur-Seine",5726.96402353
"77357","Pecy",10079.8659257
"77358","Penchard",59299.62336335
"77359","Perthes",68348.47925066
"77360","Pezarches",20928.79101669
"77361","Pierre-Levee",36534.29809237
"77363","Le Pin",402601.22424295
"77364","Le Plessis-aux-Bois",57650.40711311
"77365","Le Plessis-Feu-Aussoux",15644.35124751
"77366","Le Plessis-l'Eveque",53429.7209046
"77367","Le Plessis-Placy",21074.81111451
"77368","Poigny",13840.45724151
"77369","Poincy",57989.99907718
"77370","Poligny",18304.2491914
"77371","Pommeuse",29385.25227113
"77372","Pomponne",303903.31979369
"77373","Pontault-Combault",421824.84373732
"77374","Pontcarre",198198.45779776
"77376","Precy-sur-Marne",114089.75803212
"77377","Presles-en-Brie",70981.6495313
"77378","Pringy",106543.9614471
"77379","Provins",13098.55607321
"77380","Puisieux",22630.14595993
"77381","Quiers",16424.14769958
"77382","Quincy-Voisins",81315.22933077
"77383","Rampillon",11915.81064646
"77384","Reau",135860.81673056
"77385","Rebais",16774.51966866
"77386","Recloses",24704.13484658
"77387","Remauville",13183.83802088
"77388","Reuil-en-Brie",17381.43599024
"77389","La Rochette",87237.95351312
"77390","Roissy-en-Brie",285511.33116453
"77391","Rouilly",11938.18421095
"77392","Rouvres",33773.48316855
"77393","Rozay-en-Brie",16947.42017412
"77394","Rubelles",95845.06280095
"77395","Rumont",6508.79944469
"77396","Rupereux",7711.76389984
"77397","Saacy-sur-Marne",13896.12480539
"77398","Sablonnieres",10790.11326979
"77399","Saint-Ange-le-Viel",12688.73482538
"77400","Saint-Augustin",25117.13808626
"77401","Sainte-Aulde",13131.63273296
"77402","Saint-Barthelemy",7368.82583329
"77403","Saint-Brice",11533.9198001
"77404","Sainte-Colombe",14300.66640166
"77405","Saint-Cyr-sur-Morin",19547.00688131
"77406","Saint-Denis-les-Rebais",20006.27075499
"77407","Saint-Fargeau-Ponthierry",130981.71964057
"77408","Saint-Fiacre",59836.76526639
"77409","Saint-Germain-Laval",20329.83938225
"77410","Saint-Germain-Laxis",82123.593736
"77411","Saint-Germain-sous-Doue",24238.87698154
"77412","Saint-Germain-sur-Ecole",56353.50203909
"77413","Saint-Germain-sur-Morin",92980.07421431
"77414","Saint-Hilliers",9824.39186331
"77415","Saint-Jean-les-Deux-Jumeaux",40963.80176871
"77416","Saint-Just-en-Brie",9844.10640395
"77417","Saint-Leger",13452.67303739
"77418","Saint-Loup-de-Naud",14310.63512403
"77419","Saint-Mammes",38125.13009351
"77420","Saint-Mard",52364.76356444
"77421","Saint-Mars-Vieux-Maisons",7437.50693416
"77423","Saint-Martin-des-Champs",8538.58974596
"77424","Saint-Martin-du-Boschet",3368.79092609
"77425","Saint-Martin-en-Biere",39213.46021456
"77426","Saint-Mery",26491.44386094
"77427","Saint-Mesmes",91749.60397416
"77428","Saint-Ouen-en-Brie",16917.7837349
"77429","Saint-Ouen-sur-Morin",17762.77071337
"77430","Saint-Pathus",23635.49586083
"77431","Saint-Pierre-les-Nemours",19437.64761754
"77432","Saint-Remy-la-Vanne",15697.44923302
"77433","Saints",22041.5634587
"77434","Saint-Sauveur-les-Bray",9800.21286346
"77435","Saint-Sauveur-sur-Ecole",85638.53342422
"77436","Saint-Simeon",19368.93461266
"77437","Saint-Soupplets",37854.69197202
"77438","Saint-Thibault-des-Vignes",316003.8202408
"77439","Salins",17843.76612876
"77440","Sammeron",28696.01326069
"77441","Samois-sur-Seine",52154.92144783
"77442","Samoreau",43279.08071286
"77443","Sancy",52161.3736994
"77444","Sancy-les-Provins",4109.19267353
"77445","Savigny-le-Temple",164416.90499931
"77446","Savins",14003.9720791
"77447","Seine-Port",141459.5505168
"77448","Sept-Sorts",23813.05604142
"77449","Serris",121827.25843815
"77450","Servon",268825.09198003
"77451","Signy-Signets",31684.38865189
"77452","Sigy",11801.8381593
"77453","Sivry-Courtry",59408.12013005
"77454","Sognolles-en-Montois",12924.07459103
"77455","Soignolles-en-Brie",70075.80206999
"77456","Soisy-Bouy",13307.00641494
"77457","Solers",58726.33335278
"77458","Souppes-sur-Loing",13305.41381491
"77459","Sourdun",10725.86001421
"77460","Tancrou",22247.64830278
"77461","Thenisy",12791.96661146
"77462","Thieux",103885.96708184
"77463","Thomery",41035.34416723
"77464","Thorigny-sur-Marne",212444.51789551
"77465","Thoury-Ferottes",14935.62165091
"77466","Tigeaux",51425.80313599
"77467","La Tombe",12183.13814564
"77468","Torcy",394516.5282108
"77469","Touquin",18625.04657422
"77470","Tournan-en-Brie",64021.22792612
"77471","Tousson",10647.11341589
"77472","La Tretoire",14888.91270528
"77473","Treuzy-Levelay",20938.31512616
"77474","Trilbardou",88559.86678825
"77475","Trilport",54168.79605689
"77476","Trocy-en-Multien",28571.19258643
"77477","Ury",19161.07984941
"77478","Ussy-sur-Marne",26462.83071399
"77479","Vaires-sur-Marne",449969.36685741
"77480","Valence-en-Brie",28851.13244208
"77481","Vanville",11991.72071768
"77482","Varennes-sur-Seine",26497.2363853
"77483","Varreddes",48231.43774598
"77484","Vaucourtois",57448.76158103
"77485","Le Vaudoue",12696.01456335
"77486","Vaudoy-en-Brie",12272.54164455
"77487","Vaux-le-Penil",81877.91628972
"77489","Vaux-sur-Lunain",5062.56137445
"77490","Vendrest",12800.98454526
"77491","Veneux-les-Sablons",38629.76527164
"77492","Verdelot",5829.7292317
"77493","Verneuil-l'Etang",25699.05526484
"77494","Vernou-la-Celle-sur-Seine",36500.37658576
"77495","Vert-Saint-Denis",124963.8242976
"77496","Vieux-Champagne",11140.13085749
"77498","Vignely",94080.84999721
"77500","Villebeon",5438.88785329
"77501","Villecerf",27636.33093102
"77504","Villemarechal",15186.38328681
"77505","Villemareuil",51934.41375804
"77506","Villemer",24074.15765236
"77507","Villenauxe-la-Petite",4986.50992565
"77508","Villeneuve-le-Comte",72422.34234622
"77509","Villeneuve-les-Bordes",13742.28413531
"77510","Villeneuve-Saint-Denis",104756.35535642
"77511","Villeneuve-sous-Dammartin",98967.87381652
"77512","Villeneuve-sur-Bellot",7990.93926337
"77513","Villenoy",80477.39897082
"77514","Villeparisis",354350.32791285
"77515","Villeroy",70048.01834461
"77516","Ville-Saint-Jacques",26963.63985295
"77517","Villevaude",302813.79899788
"77518","Villiers-en-Biere",86897.10441217
"77519","Villiers-Saint-Georges",4109.3764148
"77520","Villiers-sous-Grez",21662.33405158
"77521","Villiers-sur-Morin",72537.62587118
"77522","Villiers-sur-Seine",5682.92740064
"77523","Villuis",3900.56417578
"77524","Vimpelles",10489.18355457
"77525","Vinantes",63530.66863496
"77526","Vincy-Manoeuvre",15501.63824466
"77527","Voinsles",13641.78104568
"77528","Voisenon",105226.49286862
"77529","Voulangis",60661.00705096
"77530","Voulton",9414.89397923
"77531","Voulx",11056.82087918
"77532","Vulaines-les-Provins",13630.72714838
"77533","Vulaines-sur-Seine",44982.95160975
"77534","Yebles",40182.78314885
"78003","Ablis",13253.76247397
"78005","Acheres",417819.70599032
"78006","Adainville",11712.91209438
"78007","Aigremont",262086.01817479
"78009","Allainville",9728.10402749
"78010","Les Alluets-le-Roi",122097.57485209
"78013","Andelu",59967.32140582
"78015","Andresy",312880.42815936
"78020","Arnouville-les-Mantes",55918.88276886
"78029","Aubergenville",99201.21156871
"78030","Auffargis",61181.38416925
"78031","Auffreville-Brasseuil",70305.73528117
"78033","Aulnay-sur-Mauldre",85786.23600571
"78034","Auteuil",58318.84453774
"78036","Autouillet",47917.70744713
"78043","Bailly",466864.23441576
"78048","Bazainville",17007.93395825
"78049","Bazemont",100384.36150545
"78050","Bazoches-sur-Guyonne",85169.29422661
"78053","Behoust",26801.24257868
"78057","Bennecourt",28508.37733482
"78062","Beynes",87936.95094627
"78068","Blaru",10641.44326489
"78070","Boinville-en-Mantois",69157.50031034
"78071","Boinville-le-Gaillard",10761.90787817
"78072","Boinvilliers",49133.58626345
"78073","Bois-d'Arcy",267064.6754668
"78076","Boissets",13855.07493168
"78077","La Boissiere-Ecole",11241.45262087
"78082","Boissy-Mauvoisin",39380.62703655
"78084","Boissy-sans-Avoir",49024.25100205
"78087","Bonnelles",46133.85220784
"78089","Bonnieres-sur-Seine",34883.22453731
"78090","Bouafle",122286.88181458
"78092","Bougival",839129.20872857
"78096","Bourdonne",12639.77110701
"78104","Breuil-Bois-Robert",69303.36905895
"78107","Breval",23841.4999226
"78108","Les Breviaires",48727.79006224
"78113","Brueil-en-Vexin",79308.37854187
"78117","Buc",454730.01003903
"78118","Buchelay",67161.9702795
"78120","Bullion",39286.14489346
"78123","Carrieres-sous-Poissy",286668.47849258
"78124","Carrieres-sur-Seine",1085310.69633079
"78125","La Celle-les-Bordes",42330.90382769
"78126","La Celle-Saint-Cloud",796302.65020122
"78128","Cernay-la-Ville",64658.12808749
"78133","Chambourcy",308608.5205307
"78138","Chanteloup-les-Vignes",284023.2883469
"78140","Chapet",160221.64689934
"78143","Chateaufort",271194.9603651
"78146","Chatou",943118.64827276
"78147","Chaufour-les-Bonnieres",12832.07965423
"78152","Chavenay",218015.65691962
"78158","Le Chesnay",706203.89614751
"78160","Chevreuse",145904.36471674
"78162","Choisel",84857.33914246
"78163","Civry-la-Foret",18370.76326596
"78164","Clairefontaine-en-Yvelines",31277.69411372
"78165","Les Clayes-sous-Bois",220951.9431507
"78168","Coignieres",121824.59240074
"78171","Conde-sur-Vesgre",13607.88681861
"78172","Conflans-Sainte-Honorine",372514.3409245
"78185","Courgent",36467.58020732
"78188","Cravent",12862.61782116
"78189","Crespieres",126593.67842309
"78190","Croissy-sur-Seine",823614.58983886
"78192","Dammartin-en-Serve",33615.27335561
"78193","Dampierre-en-Yvelines",109564.33332176
"78194","Dannemarie",9689.32963783
"78196","Davron",161452.04746677
"78202","Drocourt",58661.19344047
"78206","Ecquevilly",135696.34903356
"78208","Elancourt",177969.06950588
"78209","Emance",12577.37458036
"78217","Epone",86402.04903758
"78220","Les Essarts-le-Roi",83994.54457174
"78224","L'Etang-la-Ville",406550.01589743
"78227","Evecquemont",153422.45364679
"78230","La Falaise",84997.86524875
"78231","Favrieux",53333.65659124
"78233","Feucherolles",201387.99558271
"78234","Flacourt",49076.94435979
"78236","Flexanville",34432.26503497
"78237","Flins-Neuve-Eglise",18094.77381094
"78238","Flins-sur-Seine",109390.87303819
"78239","Follainville-Dennemont",67282.73795773
"78242","Fontenay-le-Fleury",334342.39539726
"78245","Fontenay-Mauvoisin",59149.69082439
"78246","Fontenay-Saint-Pere",71540.51517302
"78251","Fourqueux",384221.35219491
"78255","Freneuse",38121.64528758
"78261","Gaillon-sur-Montcient",108637.82892445
"78262","Galluis",46830.88238328
"78263","Gambais",16297.56809667
"78264","Gambaiseuil",22745.08099771
"78265","Garancieres",33815.43808523
"78267","Gargenville",91129.63674656
"78269","Gazeran",22981.6587084
"78276","Gommecourt",25792.55006364
"78278","Goupillieres",47562.96263508
"78281","Goussonville",69160.98528706
"78283","Grandchamp",7441.52679742
"78285","Gressey",12996.71334083
"78289","Grosrouvre",32297.9136393
"78290","Guernes",57240.09268347
"78291","Guerville",76487.16149741
"78296","Guitrancourt",82822.71247575
"78297","Guyancourt",323396.97226612
"78299","Hardricourt",111916.75823487
"78300","Hargeville",51206.21237663
"78302","La Hauteville",7585.51271554
"78305","Herbeville",101179.10452981
"78307","Hermeray",12713.77507939
"78310","Houdan",10565.70369221
"78311","Houilles",1071477.17582952
"78314","Issou",88316.16924208
"78317","Jambville",71352.73696398
"78320","Jeufosse",22192.29394149
"78321","Jouars-Pontchartrain",132572.11474703
"78322","Jouy-en-Josas",584165.6447018
"78324","Jouy-Mauvoisin",60752.82536353
"78325","Jumeauville",62674.21376154
"78327","Juziers",95824.00550903
"78329","Lainville-en-Vexin",54361.54212988
"78334","Levis-Saint-Nom",117027.06463182
"78335","Limay",78825.18403805
"78337","Limetz-Villez",20124.93636269
"78343","Les Loges-en-Josas",468229.27228547
"78344","Lommoye",20083.27768429
"78346","Longnes",27164.97111719
"78349","Longvilliers",29435.94574579
"78350","Louveciennes",666200.14341827
"78354","Magnanville",68593.33605237
"78356","Magny-les-Hameaux",220800.79077128
"78358","Maisons-Laffitte",709196.53020656
"78361","Mantes-la-Jolie",69870.3958841
"78362","Mantes-la-Ville",74190.79549481
"78364","Marcq",59688.35589125
"78366","Mareil-le-Guyon",85860.37483987
"78367","Mareil-Marly",470495.48992483
"78368","Mareil-sur-Mauldre",89162.25689833
"78372","Marly-le-Roi",541346.20656601
"78380","Maule",76337.9894787
"78381","Maulette",11301.8805011
"78382","Maurecourt",296480.50477703
"78383","Maurepas",141034.81566951
"78384","Medan",214189.51824446
"78385","Menerville",42568.64644107
"78389","Mere",63490.24375527
"78391","Mericourt",46375.6641487
"78396","Le Mesnil-le-Roi",650620.26299091
"78397","Le Mesnil-Saint-Denis",151759.59765659
"78398","Les Mesnuls",68485.83694999
"78401","Meulan-en-Yvelines",132261.41795646
"78402","Mezieres-sur-Seine",83624.0963681
"78403","Mezy-sur-Seine",104992.32134625
"78404","Millemont",24945.95797265
"78406","Milon-la-Chapelle",191873.07255443
"78407","Mittainville",6540.45021886
"78410","Moisson",40007.77161862
"78413","Mondreville",16955.97783306
"78415","Montainville",74805.26163631
