"ID","NAMES","population_AsTheCowRolls_POT_0"
"91363","Marcoussis",7987
"91374","Marolles-en-Beauce",212
"91376","Marolles-en-Hurepoix",4870
"91377","Massy",43006
"91378","Mauchamps",283
"91386","Mennecy",13344
"91390","Mereville",3191
"91393","Merobert",559
"91399","Mespuits",202
"91405","Milly-la-Foret",4765
"91408","Moigny-sur-Ecole",1300
"91411","Les Molieres",1971
"91412","Mondeville",687
"91414","Monnerville",400
"91421","Montgeron",22941
"91425","Montlhery",7019
"91432","Morangis",12592
"91433","Morigny-Champigny",4305
"91434","Morsang-sur-Orge",21043
"91435","Morsang-sur-Seine",524
"91441","Nainville-les-Roches",463
"91457","La Norville",4048
"91458","Nozay",4736
"91461","Ollainville",4560
"91463","Oncy-sur-Ecole",973
"91468","Ormoy",1894
"91469","Ormoy-la-Riviere",943
"91471","Orsay",15903
"91473","Orveau",196
"91477","Palaiseau",30316
"91479","Paray-Vieille-Poste",7171
"91482","Pecqueuse",626
"91494","Le Plessis-Pate",4158
"91495","Plessis-Saint-Benoist",308
"91507","Prunay-sur-Essonne",314
"91508","Puiselet-le-Marais",276
"91511","Pussay",1982
"91514","Quincy-sous-Senart",8209
"91519","Richarville",406
"91521","Ris-Orangis",26988
"91525","Roinville",1243
"91526","Roinvilliers",91
"91533","Saclas",1805
"91534","Saclay",3439
"91538","Saint-Aubin",695
"91540","Saint-Cheron",4817
"91544","Saint-Cyr-la-Riviere",505
"91546","Saint-Cyr-sous-Dourdan",1007
"91547","Saint-Escobille",452
"91549","Sainte-Genevieve-des-Bois",34771
"91552","Saint-Germain-les-Arpajon",9324
"91553","Saint-Germain-les-Corbeil",7242
"91556","Saint-Hilaire",393
"91560","Saint-Jean-de-Beauregard",279
"91568","Saint-Maurice-Montcouronne",1626
"91570","Saint-Michel-sur-Orge",20224
"91573","Saint-Pierre-du-Perray",8618
"91577","Saintry-sur-Seine",5140
"91578","Saint-Sulpice-de-Favieres",324
"91579","Saint-Vrain",2850
"91581","Saint-Yon",899
"91587","Saulx-les-Chartreux",5065
"91589","Savigny-sur-Orge",37132
"91593","Sermaise",1666
"91599","Soisy-sur-Ecole",1346
"91600","Soisy-sur-Seine",6922
"91602","Souzy-la-Briche",393
"91613","Congerville-Thionville",227
"91617","Tigery",2918
"91619","Torfou",272
"91629","Valpuiseaux",620
"91630","Le Val-Saint-Germain",1448
"91631","Varennes-Jarcy",2360
"91634","Vaugrigneuse",1288
"91635","Vauhallan",1969
"91639","Vayres-sur-Essonne",893
"91645","Verrieres-le-Buisson",15534
"91648","Vert-le-Grand",2404
"91649","Vert-le-Petit",2682
"91654","Videlles",647
"91657","Vigneux-sur-Seine",28289
"91659","Villabe",5010
"91661","Villebon-sur-Yvette",9742
"91662","Villeconin",731
"91665","La Ville-du-Bois",7118
"91666","Villejust",2252
"91667","Villemoisson-sur-Orge",6977
"91671","Villeneuve-sur-Auvers",598
"91679","Villiers-le-Bacle",1231
"91685","Villiers-sur-Orge",3886
"91687","Viry-Chatillon",31655
"91689","Wissous",6093
"91691","Yerres",28933
"91692","Les Ulis",24641
"92002","Antony",62012
"92004","Asnieres-sur-Seine",83376
"92007","Bagneux",38002
"92009","Bois-Colombes",28927
"92012","Boulogne-Billancourt",116220
"92014","Bourg-la-Reine",19982
"92019","Chatenay-Malabry",32083
"92020","Chatillon",33405
"92022","Chaville",18852
"92023","Clamart",52731
"92024","Clichy",59458
"92025","Colombes",85102
"92026","Courbevoie",88530
"92032","Fontenay-aux-Roses",23288
"92033","Garches",18118
"92035","La Garenne-Colombes",28297
"92036","Gennevilliers",41930
"92040","Issy-les-Moulineaux",65326
"92044","Levallois-Perret",64629
"92046","Malakoff",30768
"92047","Marnes-la-Coquette",1659
"92048","Meudon",45010
"92049","Montrouge",48710
"92050","Nanterre",89476
"92051","Neuilly-sur-Seine",61797
"92060","Le Plessis-Robinson",28113
"92062","Puteaux",44683
"92063","Rueil-Malmaison",79855
"92064","Saint-Cloud",29194
"92071","Sceaux",19930
"92072","Sevres",23278
"92073","Suresnes",46876
"92075","Vanves",27022
"92076","Vaucresson",8612
"92077","Ville-d'Avray",10733
"92078","Villeneuve-la-Garenne",25644
"93001","Aubervilliers",75598
"93005","Aulnay-sous-Bois",81880
"93006","Bagnolet",34513
"93007","Le Blanc-Mesnil",51916
"93008","Bobigny",47224
"93010","Bondy",53051
"93013","Le Bourget",14978
"93014","Clichy-sous-Bois",29835
"93015","Coubron",4712
"93027","La Courneuve",38789
"93029","Drancy",66635
"93030","Dugny",10783
"93031","Epinay-sur-Seine",54540
"93032","Gagny",39378
"93033","Gournay-sur-Marne",6485
"93039","L'Ile-Saint-Denis",7037
"93045","Les Lilas",22505
"93046","Livry-Gargan",42036
"93047","Montfermeil",25963
"93048","Montreuil",103068
"93049","Neuilly-Plaisance",20703
"93050","Neuilly-sur-Marne",34005
"93051","Noisy-le-Grand",62970
"93053","Noisy-le-Sec",40232
"93055","Pantin",53797
"93057","Les Pavillons-sous-Bois",22117
"93059","Pierrefitte-sur-Seine",28026
"93061","Le Pre-Saint-Gervais",18075
"93062","Le Raincy",13928
"93063","Romainville",25512
"93064","Rosny-sous-Bois",41254
"93066","Saint-Denis",107762
"93070","Saint-Ouen",47783
"93071","Sevran",50053
"93072","Stains",34830
"93073","Tremblay-en-France",34452
"93074","Vaujours",6643
"93077","Villemomble",28368
"93078","Villepinte",35850
"93079","Villetaneuse",12642
"94001","Ablon-sur-Seine",5221
"94002","Alfortville",44550
"94003","Arcueil",20100
"94004","Boissy-Saint-Leger",16354
"94011","Bonneuil-sur-Marne",16237
"94015","Bry-sur-Marne",15987
"94016","Cachan",28404
"94017","Champigny-sur-Marne",75800
"94018","Charenton-le-Pont",29562
"94019","Chennevieres-sur-Marne",17963
"94021","Chevilly-Larue",18532
"94022","Choisy-le-Roi",41355
"94028","Creteil",90528
"94033","Fontenay-sous-Bois",52723
"94034","Fresnes",26371
"94037","Gentilly",16892
"94038","L'Hay-les-Roses",30574
"94041","Ivry-sur-Seine",58185
"94042","Joinville-le-Pont",17953
"94043","Le Kremlin-Bicetre",26131
"94044","Limeil-Brevannes",20663
"94046","Maisons-Alfort",53265
"94047","Mandres-les-Roses",4415
"94048","Marolles-en-Brie",4916
"94052","Nogent-sur-Marne",31795
"94053","Noiseau",4679
"94054","Orly",21312
"94055","Ormesson-sur-Marne",9921
"94056","Perigny",2352
"94058","Le Perreux-sur-Marne",33214
"94059","Le Plessis-Trevise",19095
"94060","La Queue-en-Brie",11506
"94065","Rungis",5681
"94067","Saint-Mande",22292
"94068","Saint-Maur-des-Fosses",74818
"94069","Saint-Maurice",14586
"94070","Santeny",3688
"94071","Sucy-en-Brie",25655
"94073","Thiais",29229
"94074","Valenton",11940
"94075","Villecresnes",9712
"94076","Villejuif",55923
"94077","Villeneuve-le-Roi",18610
"94078","Villeneuve-Saint-Georges",32767
"94079","Villiers-sur-Marne",27222
"94080","Vincennes",48649
"94081","Vitry-sur-Seine",86375
"95002","Ableiges",933
"95008","Aincourt",967
"95011","Ambleville",424
"95012","Amenucourt",207
"95014","Andilly",2520
"95018","Argenteuil",104282
"95019","Arnouville",13737
"95023","Arronville",656
"95024","Arthies",304
"95026","Asnieres-sur-Oise",2531
"95028","Attainville",1825
"95039","Auvers-sur-Oise",6789
"95040","Avernes",827
"95042","Baillet-en-France",2001
"95046","Banthelu",125
"95051","Beauchamp",8713
"95052","Beaumont-sur-Oise",9228
"95054","Le Bellay-en-Vexin",248
"95055","Bellefontaine",433
"95056","Belloy-en-France",2017
"95058","Bernes-sur-Oise",2389
"95059","Berville",335
"95060","Bessancourt",6811
"95061","Bethemont-la-Foret",425
"95063","Bezons",28330
"95074","Boisemont",746
"95078","Boissy-l'Aillerie",1769
"95088","Bonneuil-en-France",712
"95091","Bouffemont",5942
"95094","Bouqueval",338
"95101","Bray-et-Lu",971
"95102","Breancon",362
"95110","Brignancourt",202
"95116","Bruyeres-sur-Oise",3761
"95119","Buhy",310
"95120","Butry-sur-Oise",2057
"95127","Cergy",58341
"95134","Champagne-sur-Oise",4685
"95139","La Chapelle-en-Vexin",331
"95141","Charmont",27
"95142","Chars",1862
"95144","Chatenay-en-France",71
"95149","Chaumontel",3298
"95150","Chaussy",627
"95151","Chauvry",304
"95154","Chennevieres-les-Louvres",336
"95157","Cherence",153
"95166","Clery-en-Vexin",404
"95169","Commeny",384
"95170","Condecourt",557
"95176","Cormeilles-en-Parisis",23497
"95177","Cormeilles-en-Vexin",1133
"95181","Courcelles-sur-Viosne",307
"95183","Courdimanche",6533
"95197","Deuil-la-Barre",21638
"95199","Domont",14996
"95203","Eaubonne",24300
"95205","Ecouen",7313
"95210","Enghien-les-Bains",11560
"95211","Ennery",2268
"95212","Epiais-les-Louvres",98
"95213","Epiais-Rhus",649
"95214","Epinay-Champlatreux",68
"95218","Eragny",16912
"95219","Ermont",27304
"95229","Ezanville",9262
"95241","Fontenay-en-Parisis",1894
"95250","Fosses",9574
"95252","Franconville",33512
"95253","Fremainville",492
"95254","Fremecourt",539
"95256","Frepillon",2820
"95257","La Frette-sur-Seine",4574
"95258","Frouville",364
"95259","Gadancourt",93
"95268","Garges-les-Gonesse",39730
"95270","Genainville",564
"95271","Genicourt",490
"95277","Gonesse",26516
"95280","Goussainville",31129
"95282","Gouzangrez",176
"95287","Grisy-les-Platres",617
"95288","Groslay",8620
"95295","Guiry-en-Vexin",159
"95298","Haravilliers",548
"95301","Haute-Isle",314
"95303","Le Heaulme",198
"95304","Hedouville",246
"95306","Herblay",26422
"95308","Herouville",607
"95309","Hodent",241
"95313","L'Isle-Adam",11880
"95316","Jagny-sous-Bois",250
"95323","Jouy-le-Moutier",16376
"95328","Labbeville",567
"95331","Lassy",185
"95341","Livilliers",386
"95348","Longuesse",532
"95351","Louvres",9553
"95352","Luzarches",4362
"95353","Maffliers",1691
"95355","Magny-en-Vexin",5858
"95365","Mareil-en-France",700
"95369","Margency",2872
"95370","Marines",3313
"95371","Marly-la-Ville",5502
"95379","Maudetour-en-Vexin",199
"95387","Menouville",91
"95388","Menucourt",5363
"95392","Meriel",4756
"95394","Mery-sur-Oise",9290
"95395","Le Mesnil-Aubry",897
"95409","Moisselles",1256
"95422","Montgeroult",416
"95424","Montigny-les-Cormeilles",19442
"95426","Montlignon",2607
"95427","Montmagny",14003
"95428","Montmorency",20945
"95429","Montreuil-sur-Epte",442
"95430","Montsoult",3393
"95436","Mours",1340
"95438","Moussy",145
"95445","Nerville-la-Foret",642
"95446","Nesles-la-Vallee",1808
"95447","Neuilly-en-Vexin",199
"95450","Neuville-sur-Oise",1994
"95452","Nointel",846
"95456","Noisy-sur-Oise",688
"95459","Nucourt",722
"95462","Omerville",306
"95476","Osny",16333
"95480","Parmain",5553
"95483","Le Perchay",556
"95487","Persan",10790
"95488","Pierrelaye",8012
"95489","Piscop",725
"95491","Le Plessis-Bouchard",7763
"95492","Le Plessis-Gassot",69
"95493","Le Plessis-Luzarches",135
"95500","Pontoise",29885
"95504","Presles",3745
"95509","Puiseux-en-France",3277
"95510","Puiseux-Pontoise",422
"95523","La Roche-Guyon",458
"95527","Roissy-en-France",2869
"95529","Ronquerolles",860
"95535","Sagy",1155
"95539","Saint-Brice-sous-Foret",14361
"95541","Saint-Clair-sur-Epte",958
"95543","Saint-Cyr-en-Arthies",231
"95554","Saint-Gervais",961
"95555","Saint-Gratien",20453
"95563","Saint-Leu-la-Foret",14800
"95566","Saint-Martin-du-Tertre",2649
"95572","Saint-Ouen-l'Aumone",23731
"95574","Saint-Prix",7243
"95580","Saint-Witz",2603
"95582","Sannois",26707
"95584","Santeuil",623
"95585","Sarcelles",58398
"95592","Seraincourt",1320
"95594","Seugy",1030
"95598","Soisy-sous-Montmorency",17531
"95604","Survilliers",3943
"95607","Taverny",26195
"95610","Themericourt",268
"95611","Theuville",27
"95612","Le Thillay",4124
"95625","Us",1327
"95627","Vallangoujard",634
"95628","Valmondois",1207
"95633","Vaudherland",79
"95637","Vaureal",16223
"95641","Vemars",2201
"95651","Vetheuil",901
"95652","Viarmes",5084
"95656","Vienne-en-Arthies",417
"95658","Vigny",1072
"95660","Villaines-sous-Bois",682
"95675","Villeron",844
"95676","Villers-en-Arthies",470
"95678","Villiers-Adam",828
"95680","Villiers-le-Bel",27428
"95682","Villiers-le-Sec",182
"95690","Wy-dit-Joli-Village",322
