"ID","NAMES","employe_AsTheCowRolls_POT_20"
"77060","Buthiers",7139.11827422
"77061","Cannes-Ecluse",13490.25923465
"77062","Carnetin",184252.88980052
"77063","La Celle-sur-Morin",27866.04174773
"77065","Cely",89121.9862845
"77066","Cerneux",5169.20326693
"77067","Cesson",116667.78752623
"77068","Cessoy-en-Montois",6905.82345724
"77069","Chailly-en-Biere",76188.3542981
"77070","Chailly-en-Brie",16584.74476527
"77071","Chaintreaux",8865.06164697
"77072","Chalautre-la-Grande",2596.89030048
"77073","Chalautre-la-Petite",6127.48298738
"77075","Chalifert",160987.00901646
"77076","Chalmaison",6307.92533474
"77077","Chambry",57600.84095568
"77078","Chamigny",15889.28790651
"77079","Champagne-sur-Seine",24252.97517727
"77080","Champcenest",5837.10835286
"77081","Champdeuil",79187.37118777
"77082","Champeaux",38570.51080143
"77083","Champs-sur-Marne",479024.59434117
"77084","Changis-sur-Marne",37132.15241111
"77085","Chanteloup-en-Brie",230899.09163033
"77086","La Chapelle-Gauthier",29122.33628972
"77087","La Chapelle-Iger",13814.75764867
"77088","La Chapelle-la-Reine",27242.97093226
"77089","La Chapelle-Rablais",11749.509523
"77090","La Chapelle-Saint-Sulpice",8032.65649351
"77091","Les Chapelles-Bourbon",59468.94286844
"77093","La Chapelle-Moutils",3704.07216972
"77094","Charmentray",107858.71062227
"77095","Charny",104308.96649103
"77096","Chartrettes",44228.21397484
"77097","Chartronges",6791.73424867
"77098","Chateaubleau",7519.89517115
"77099","Chateau-Landon",6095.31602995
"77100","Le Chatelet-en-Brie",42900.93952439
"77101","Chatenay-sur-Seine",8402.20577563
"77102","Chatenoy",10050.69928875
"77103","Chatillon-la-Borde",38852.49590624
"77104","Chatres",76185.78214595
"77106","Chauffry",9598.27462303
"77107","Chaumes-en-Brie",46084.31517019
"77108","Chelles",440448.84584832
"77109","Chenoise",8371.1349167
"77110","Chenou",5536.48564939
"77111","Chessy",186815.80066384
"77112","Chevrainvilliers",10176.19270417
"77113","Chevru",9223.82457408
"77114","Chevry-Cossigny",176407.50367376
"77115","Chevry-en-Sereine",7245.59393353
"77116","Choisy-en-Brie",9586.51329633
"77117","Citry",7029.30441532
"77118","Claye-Souilly",290699.09220034
"77119","Clos-Fontaine",9752.51908806
"77120","Cocherel",15230.06566046
"77121","Collegien",398400.42521708
"77122","Combs-la-Ville",189006.57543731
"77123","Compans",243425.87398603
"77124","Conches-sur-Gondoire",242265.39332052
"77125","Conde-Sainte-Libiaire",90811.81505866
"77126","Congis-sur-Therouanne",20824.64623083
"77127","Coubert",133647.49087062
"77128","Couilly-Pont-aux-Dames",145309.33864324
"77129","Coulombs-en-Valois",6957.23786987
"77130","Coulommes",70193.29241229
"77131","Coulommiers",21885.14875457
"77132","Coupvray",136911.51256646
"77133","Courcelles-en-Bassee",9004.32912144
"77134","Courchamp",5818.27534282
"77135","Courpalay",18127.44205896
"77136","Courquetaine",63574.20644993
"77137","Courtacon",7683.75506684
"77138","Courtomer",16848.43945227
"77139","Courtry",358611.60526491
"77140","Coutencon",9685.48031133
"77141","Coutevroult",113091.14957751
"77142","Crecy-la-Chapelle",76818.6037091
"77143","Cregy-les-Meaux",81047.90835232
"77144","Crevecoeur-en-Brie",46857.32024066
"77145","Crisenoy",80468.6614735
"77146","Croissy-Beaubourg",432031.02934513
"77147","La Croix-en-Brie",7875.10546812
"77148","Crouy-sur-Ourcq",7545.6774131
"77149","Cucharmoy",7073.1405246
"77150","Cuisy",50432.22569232
"77151","Dagny",11352.72041015
"77152","Dammarie-les-Lys",77305.50255451
"77153","Dammartin-en-Goele",125439.17245243
"77154","Dammartin-sur-Tigeaux",49468.58490924
"77155","Dampmart",180817.47213008
"77156","Darvault",18683.26903942
"77157","Dhuisy",14217.5221544
"77158","Diant",7093.31649811
"77159","Donnemarie-Dontilly",8653.1237774
"77161","Dormelles",12330.26751044
"77162","Doue",11739.58222886
"77163","Douy-la-Ramee",18158.85921107
"77164","Echouboulains",12925.57104235
"77165","Les Ecrennes",27377.4117606
"77166","Ecuelles",19854.04804345
"77167","Egligny",7018.84640416
"77168","Egreville",8395.50200185
"77169","Emerainville",451673.57142384
"77170","Episy",22180.22149391
"77171","Esbly",112472.24177357
"77172","Esmans",13715.30059064
"77173","Etrepilly",28379.4570043
"77174","Everly",6364.12536352
"77175","Evry-Gregy-sur-Yerre",171026.50085949
"77176","Faremoutiers",26554.21138537
"77177","Favieres",112544.81795492
"77178","Fay-les-Nemours",10523.18500463
"77179","Fericy",26132.61343354
"77180","Ferolles-Attilly",239124.48855804
"77181","Ferrieres-en-Brie",378232.09939409
"77182","La Ferte-Gaucher",7621.12537636
"77183","La Ferte-sous-Jouarre",25426.84584457
"77184","Flagy",11084.82305709
"77185","Fleury-en-Biere",82566.62492998
"77186","Fontainebleau",40645.69061145
"77187","Fontaine-Fourches",3461.78519927
"77188","Fontaine-le-Port",34672.35040262
"77190","Fontains",9364.8251176
"77191","Fontenailles",19105.81480235
"77192","Fontenay-Tresigny",50905.80341118
"77193","Forfry",25039.07774996
"77194","Forges",17332.75744587
"77195","Fouju",51946.27844766
"77196","Fresnes-sur-Marne",195395.30454147
"77197","Fretoy",8334.07127859
"77198","Fromont",7954.3405174
"77199","Fublaines",43711.19080158
"77200","Garentreville",6531.73845769
"77201","Gastins",10746.28081577
"77202","La Genevraye",18205.93446756
"77203","Germigny-l'Eveque",29168.73525739
"77204","Germigny-sous-Coulombs",6181.03494486
"77205","Gesvres-le-Chapitre",30039.78490701
"77206","Giremoutiers",26929.99255781
"77207","Gironville",5161.9871134
"77208","Gouaix",5333.08591272
"77209","Gouvernes",300158.92761722
"77210","La Grande-Paroisse",14409.65139052
"77211","Grandpuits-Bailly-Carrois",15026.61934064
"77212","Gravon",7656.48813317
"77214","Gressy",239927.47515843
"77215","Gretz-Armainvilliers",169573.99009023
"77216","Grez-sur-Loing",20432.60997711
"77217","Grisy-Suisnes",151995.29787028
"77218","Grisy-sur-Seine",5301.68510281
"77219","Guerard",43152.79528898
"77220","Guercheville",9227.34623232
"77221","Guermantes",280100.72742803
"77222","Guignes",63184.63652237
"77223","Gurcy-le-Chatel",8647.27303171
"77224","Hautefeuille",22106.9494294
"77225","La Haute-Maison",37009.59845815
"77226","Hericy",30565.62760329
"77227","Herme",5958.81849854
"77228","Hondevilliers",7724.98633811
"77229","La Houssaye-en-Brie",56484.89436053
"77230","Ichy",5480.82043415
"77231","Isles-les-Meldeuses",23787.00542193
"77232","Isles-les-Villenoy",86849.45519147
"77233","Iverny",80223.00826825
"77234","Jablines",114871.52599548
"77235","Jaignes",20131.48943178
"77236","Jaulnes",6426.51921147
"77237","Jossigny",260385.0514867
"77238","Jouarre",20946.28954673
"77239","Jouy-le-Chatel",13600.73468279
"77240","Jouy-sur-Morin",7760.5080171
"77241","Juilly",101935.33616024
"77242","Jutigny",7420.55635948
"77243","Lagny-sur-Marne",282603.88623136
"77244","Larchant",15039.18403236
"77245","Laval-en-Brie",13888.8442367
"77246","Lechelle",4596.4159973
"77247","Lescherolles",5112.14738174
"77248","Lesches",116464.36502385
"77249","Lesigny",306964.16779194
"77250","Leudon-en-Brie",6455.64007045
"77251","Lieusaint",195259.07772686
"77252","Limoges-Fourches",140685.61382115
"77253","Lissy",110493.7018135
"77254","Liverdy-en-Brie",67329.36354704
"77255","Livry-sur-Seine",62916.02196742
"77256","Lizines",7306.45042373
"77257","Lizy-sur-Ourcq",20159.63817439
"77258","Lognes",467665.12544854
"77259","Longperrier",120620.39785863
"77260","Longueville",7295.49924966
"77261","Lorrez-le-Bocage-Preaux",9173.34693595
"77262","Louan-Villegruis-Fontaine",1846.29061199
"77263","Luisetaines",6905.72554409
"77264","Lumigny-Nesles-Ormeaux",35514.65495318
"77265","Luzancy",13605.15766928
"77266","Machault",24815.02882137
"77267","La Madeleine-sur-Loing",9128.04498683
"77268","Magny-le-Hongre",144550.92303815
"77269","Maincy",83054.77628672
"77270","Maisoncelles-en-Brie",36739.53494624
"77271","Maisoncelles-en-Gatinais",6137.67567465
"77272","Maison-Rouge",8790.5788637
"77273","Marchemoret",68079.32567491
"77274","Marcilly",35469.3321076
"77275","Les Marets",4923.38131035
"77276","Mareuil-les-Meaux",81219.03044973
"77277","Marles-en-Brie",47047.18245706
"77278","Marolles-en-Brie",11202.57726079
"77279","Marolles-sur-Seine",12559.93983588
"77280","Mary-sur-Marne",19500.83466909
"77281","Mauperthuis",18272.03494209
"77282","Mauregard",211588.93005738
"77283","May-en-Multien",15418.02126538
"77284","Meaux",89791.9271874
"77285","Le Mee-sur-Seine",95095.06985951
"77286","Meigneux",7377.7773508
"77287","Meilleray",2463.29431231
"77288","Melun",102335.1852746
"77289","Melz-sur-Seine",4592.25457892
"77290","Mery-sur-Marne",11653.16701868
"77291","Le Mesnil-Amelot",245533.25628598
"77292","Messy",217136.14546268
"77293","Misy-sur-Yonne",8916.25319859
"77294","Mitry-Mory",325414.15489269
"77295","Moisenay",60519.47095338
"77296","Moissy-Cramayel",164916.99503767
"77297","Mondreville",3970.25964043
"77298","Mons-en-Montois",6843.54678137
"77299","Montarlot",17926.77491274
"77300","Montceaux-les-Meaux",61482.08813667
"77301","Montceaux-les-Provins",3576.71874433
"77302","Montcourt-Fromonville",18112.6781524
"77303","Montdauphin",2263.13680867
"77304","Montenils",1623.19739618
"77305","Montereau-Fault-Yonne",16964.33049774
"77306","Montereau-sur-le-Jard",119869.3065844
"77307","Montevrain",213899.92473146
"77308","Montge-en-Goele",65401.55736044
"77309","Monthyon",52891.96203079
"77310","Montigny-le-Guesdier",4891.1893019
"77311","Montigny-Lencoup",11992.97272281
"77312","Montigny-sur-Loing",20457.43697602
"77313","Montmachoux",9286.41887692
"77314","Montolivet",2476.42348989
"77315","Montry",118846.10786568
"77316","Moret-sur-Loing",20646.38779867
"77317","Mormant",25306.66531701
"77318","Mortcerf",51736.9853019
"77319","Mortery",6404.56589037
"77320","Mouroux",24836.45664006
"77321","Mousseaux-les-Bray",6989.49934832
"77322","Moussy-le-Neuf",127231.36078136
"77323","Moussy-le-Vieux",93338.89514496
"77325","Mouy-sur-Seine",7329.3891604
"77326","Nandy",135855.05026687
"77327","Nangis",14135.23429569
"77328","Nanteau-sur-Essonne",7532.51590845
"77329","Nanteau-sur-Lunain",11506.62813809
"77330","Nanteuil-les-Meaux",76426.3273049
"77331","Nanteuil-sur-Marne",8777.7477004
"77332","Nantouillet",109721.57714733
"77333","Nemours",19718.33822341
"77335","Chauconin-Neufmontiers",86326.58943064
"77336","Neufmoutiers-en-Brie",76575.42292889
"77337","Noisiel",454231.57207918
"77338","Noisy-Rudignon",13714.89186627
"77339","Noisy-sur-Ecole",22124.62645986
"77340","Nonville",14927.74353273
"77341","Noyen-sur-Seine",5575.60492086
"77342","Obsonville",6184.46519577
"77343","Ocquerre",14058.61336036
"77344","Oissery",29084.71312142
"77345","Orly-sur-Morin",7580.82840281
"77347","Les Ormes-sur-Voulzie",7353.01233319
"77348","Ormesson",12917.96956953
"77349","Othis",65423.56554972
"77350","Ozoir-la-Ferriere",227922.73698973
"77352","Ozouer-le-Voulgis",60852.42950776
"77353","Paley",9401.55497908
"77354","Pamfou",25246.4656036
"77355","Paroy",7745.55924605
"77356","Passy-sur-Seine",3992.39977185
"77357","Pecy",11446.07933482
"77358","Penchard",71172.65099014
"77359","Perthes",102774.2085554
"77360","Pezarches",27691.30311163
"77361","Pierre-Levee",49606.37338896
"77363","Le Pin",327693.97318937
"77364","Le Plessis-aux-Bois",60517.55859465
"77365","Le Plessis-Feu-Aussoux",16756.73128463
"77366","Le Plessis-l'Eveque",72372.80602835
"77367","Le Plessis-Placy",18335.51382789
"77368","Poigny",6761.6839249
"77369","Poincy",48280.25181996
"77370","Poligny",9919.61317435
"77371","Pommeuse",28528.60732153
"77372","Pomponne",275214.78075136
"77373","Pontault-Combault",386362.67806941
"77374","Pontcarre",310798.76028109
"77376","Precy-sur-Marne",121995.02800604
"77377","Presles-en-Brie",105827.36036328
"77378","Pringy",88968.71741969
"77379","Provins",7327.67795066
"77380","Puisieux",20926.86987659
"77381","Quiers",12653.54282093
"77382","Quincy-Voisins",106161.87093628
"77383","Rampillon",8817.69196254
"77384","Reau",160737.08842586
"77385","Rebais",11426.57080788
"77386","Recloses",22983.97233839
"77387","Remauville",8985.11563942
"77388","Reuil-en-Brie",21766.40500187
"77389","La Rochette",67583.98157137
"77390","Roissy-en-Brie",288721.81983284
"77391","Rouilly",5779.98122159
"77392","Rouvres",111579.13127324
"77393","Rozay-en-Brie",32969.12770093
"77394","Rubelles",92916.0560008
"77395","Rumont",7174.47714234
"77396","Rupereux",4378.55136222
"77397","Saacy-sur-Marne",10390.03188519
"77398","Sablonnieres",7439.31018545
"77399","Saint-Ange-le-Viel",9238.15887764
"77400","Saint-Augustin",17001.81039235
"77401","Sainte-Aulde",14186.13913108
"77402","Saint-Barthelemy",4515.89316147
"77403","Saint-Brice",6252.18592479
"77404","Sainte-Colombe",7313.63650349
"77405","Saint-Cyr-sur-Morin",11909.14259906
"77406","Saint-Denis-les-Rebais",11427.30637902
"77407","Saint-Fargeau-Ponthierry",131672.52459844
"77408","Saint-Fiacre",51850.40955469
"77409","Saint-Germain-Laval",14967.31688434
"77410","Saint-Germain-Laxis",89394.48288002
"77411","Saint-Germain-sous-Doue",10786.89313112
"77412","Saint-Germain-sur-Ecole",67394.04184334
"77413","Saint-Germain-sur-Morin",123611.95113464
"77414","Saint-Hilliers",5651.53762664
"77415","Saint-Jean-les-Deux-Jumeaux",46029.4875719
"77416","Saint-Just-en-Brie",5987.39737664
"77417","Saint-Leger",7661.31733646
"77418","Saint-Loup-de-Naud",7218.32425938
"77419","Saint-Mammes",23778.21109902
"77420","Saint-Mard",160244.17501392
"77421","Saint-Mars-Vieux-Maisons",5814.54514456
"77423","Saint-Martin-des-Champs",5709.66277813
"77424","Saint-Martin-du-Boschet",2993.82850403
"77425","Saint-Martin-en-Biere",58129.70816176
"77426","Saint-Mery",29930.1446692
"77427","Saint-Mesmes",143062.64573131
"77428","Saint-Ouen-en-Brie",21182.15601476
"77429","Saint-Ouen-sur-Morin",11330.24858153
"77430","Saint-Pathus",38260.02077892
"77431","Saint-Pierre-les-Nemours",17596.53318588
"77432","Saint-Remy-la-Vanne",10061.43015846
"77433","Saints",15636.94625839
"77434","Saint-Sauveur-les-Bray",6238.60486615
"77435","Saint-Sauveur-sur-Ecole",69056.87917378
"77436","Saint-Simeon",11130.41687494
"77437","Saint-Soupplets",52865.04613915
"77438","Saint-Thibault-des-Vignes",326143.73810779
"77439","Salins",13065.7562883
"77440","Sammeron",45133.90082254
"77441","Samois-sur-Seine",29168.43384394
"77442","Samoreau",34874.95675327
"77443","Sancy",49065.79371631
"77444","Sancy-les-Provins",4067.50346728
"77445","Savigny-le-Temple",142614.49039337
"77446","Savins",7390.53957159
"77447","Seine-Port",102296.88543726
"77448","Sept-Sorts",30837.94562322
"77449","Serris",191461.24851531
"77450","Servon",304878.63551052
"77451","Signy-Signets",27987.89416667
"77452","Sigy",7713.5242833
"77453","Sivry-Courtry",55734.64370127
"77454","Sognolles-en-Montois",6944.00499546
"77455","Soignolles-en-Brie",109678.7796556
"77456","Soisy-Bouy",5676.87257585
"77457","Solers",98554.80389082
"77458","Souppes-sur-Loing",10106.90225445
"77459","Sourdun",6629.72204028
"77460","Tancrou",18067.46974885
"77461","Thenisy",7613.1091116
"77462","Thieux",173594.0827539
"77463","Thomery",24352.94616069
"77464","Thorigny-sur-Marne",216712.40420368
"77465","Thoury-Ferottes",10004.93943896
"77466","Tigeaux",68146.65045763
"77467","La Tombe",10910.20580612
"77468","Torcy",399400.75635124
"77469","Touquin",23809.34133507
"77470","Tournan-en-Brie",129887.10687129
"77471","Tousson",16401.97559471
"77472","La Tretoire",8383.21901713
"77473","Treuzy-Levelay",12881.96927147
"77474","Trilbardou",125321.64995606
"77475","Trilport",51627.3495983
"77476","Trocy-en-Multien",22589.04138904
"77477","Ury",36570.96883527
"77478","Ussy-sur-Marne",41488.92867082
"77479","Vaires-sur-Marne",322858.51063577
"77480","Valence-en-Brie",22205.44508084
"77481","Vanville",8906.27721268
"77482","Varennes-sur-Seine",17364.97471478
"77483","Varreddes",43671.36536465
"77484","Vaucourtois",52624.55679532
"77485","Le Vaudoue",18619.34021217
"77486","Vaudoy-en-Brie",18245.49311042
"77487","Vaux-le-Penil",68453.72461983
"77489","Vaux-sur-Lunain",6261.33846987
"77490","Vendrest",9287.96015531
"77491","Veneux-les-Sablons",22041.25134601
"77492","Verdelot",4638.93933619
"77493","Verneuil-l'Etang",39242.64068032
"77494","Vernou-la-Celle-sur-Seine",18316.1109375
"77495","Vert-Saint-Denis",134220.90078234
"77496","Vieux-Champagne",6757.39279564
"77498","Vignely",108900.00826267
"77500","Villebeon",6206.4137883
"77501","Villecerf",17961.76974804
"77504","Villemarechal",10793.14313841
"77505","Villemareuil",53902.47891809
"77506","Villemer",16856.77732811
"77507","Villenauxe-la-Petite",5262.60006437
"77508","Villeneuve-le-Comte",177174.69434449
"77509","Villeneuve-les-Bordes",10309.54596129
"77510","Villeneuve-Saint-Denis",186030.7327626
"77511","Villeneuve-sous-Dammartin",135931.84267889
"77512","Villeneuve-sur-Bellot",4443.86966019
"77513","Villenoy",106943.35479429
"77514","Villeparisis",394025.10851782
"77515","Villeroy",92118.20110768
"77516","Ville-Saint-Jacques",16558.32978726
"77517","Villevaude",298329.07268474
"77518","Villiers-en-Biere",71108.44653761
"77519","Villiers-Saint-Georges",3904.9871662
"77520","Villiers-sous-Grez",19739.91672856
"77521","Villiers-sur-Morin",125982.3323559
"77522","Villiers-sur-Seine",4996.54383851
"77523","Villuis",4251.02912855
"77524","Vimpelles",6769.08326046
"77525","Vinantes",55832.37069164
"77526","Vincy-Manoeuvre",11646.93427584
"77527","Voinsles",18317.06944405
"77528","Voisenon",112675.96880143
"77529","Voulangis",85138.56856975
"77530","Voulton",4564.10257943
"77531","Voulx",8703.30218105
"77532","Vulaines-les-Provins",7907.91123322
"77533","Vulaines-sur-Seine",32830.79568263
"77534","Yebles",63100.85544297
"78003","Ablis",21404.49966226
"78005","Acheres",229213.42357246
"78006","Adainville",7500.03776484
"78007","Aigremont",313327.53175037
"78009","Allainville",17697.89439769
"78010","Les Alluets-le-Roi",125150.72171897
"78013","Andelu",43215.76977175
"78015","Andresy",206937.22963085
"78020","Arnouville-les-Mantes",31228.88359643
"78029","Aubergenville",138435.86061808
"78030","Auffargis",62306.13373862
"78031","Auffreville-Brasseuil",53271.947483
"78033","Aulnay-sur-Mauldre",75378.9809771
"78034","Auteuil",54605.5596025
"78036","Autouillet",39603.59516821
"78043","Bailly",372656.17128225
"78048","Bazainville",35907.71844177
"78049","Bazemont",61465.84521008
"78050","Bazoches-sur-Guyonne",100127.71284792
"78053","Behoust",29439.62759308
"78057","Bennecourt",25841.91265315
"78062","Beynes",79045.12309496
"78068","Blaru",15556.2777891
"78070","Boinville-en-Mantois",38266.16153479
"78071","Boinville-le-Gaillard",14767.62959394
"78072","Boinvilliers",28701.86701313
"78073","Bois-d'Arcy",338395.78681867
"78076","Boissets",9831.90529179
"78077","La Boissiere-Ecole",5122.9038734
"78082","Boissy-Mauvoisin",22627.52826984
"78084","Boissy-sans-Avoir",59213.41180891
"78087","Bonnelles",63550.25680032
"78089","Bonnieres-sur-Seine",24172.9463126
"78090","Bouafle",165599.90336055
"78092","Bougival",477562.3499039
"78096","Bourdonne",17437.99247245
"78104","Breuil-Bois-Robert",45732.47885143
"78107","Breval",15971.7061365
"78108","Les Breviaires",32832.82732835
"78113","Brueil-en-Vexin",59628.07771736
"78117","Buc",303697.97022326
"78118","Buchelay",56824.73851441
"78120","Bullion",47958.95658647
"78123","Carrieres-sous-Poissy",265654.69624069
"78124","Carrieres-sur-Seine",522773.53832388
"78125","La Celle-les-Bordes",33683.99056453
"78126","La Celle-Saint-Cloud",504110.792916
"78128","Cernay-la-Ville",54441.65411595
"78133","Chambourcy",316119.30034536
"78138","Chanteloup-les-Vignes",195596.03701274
"78140","Chapet",169299.00689604
"78143","Chateaufort",233686.61892687
"78146","Chatou",518037.84114348
"78147","Chaufour-les-Bonnieres",24528.51647355
"78152","Chavenay",185900.4006766
"78158","Le Chesnay",464973.61022024
"78160","Chevreuse",94067.15986056
"78162","Choisel",70943.21504623
"78163","Civry-la-Foret",15328.959998
"78164","Clairefontaine-en-Yvelines",43950.22326817
"78165","Les Clayes-sous-Bois",198910.2986503
"78168","Coignieres",123786.43142973
"78171","Conde-sur-Vesgre",12764.80143925
"78172","Conflans-Sainte-Honorine",303052.19536593
"78185","Courgent",27146.89945499
"78188","Cravent",16290.81686313
"78189","Crespieres",135403.54435753
"78190","Croissy-sur-Seine",435621.91186115
"78192","Dammartin-en-Serve",19189.33294995
"78193","Dampierre-en-Yvelines",77556.84154579
"78194","Dannemarie",13793.78698326
"78196","Davron",150808.11628729
"78202","Drocourt",40037.21945948
"78206","Ecquevilly",170347.07978377
"78208","Elancourt",160972.06380898
"78209","Emance",7646.56367161
"78217","Epone",111709.92705697
"78220","Les Essarts-le-Roi",88915.92005059
"78224","L'Etang-la-Ville",309495.36668823
"78227","Evecquemont",122909.13783772
"78230","La Falaise",93715.68419947
"78231","Favrieux",39735.44148138
"78233","Feucherolles",208909.63508237
"78234","Flacourt",26455.21730046
"78236","Flexanville",22477.64665845
"78237","Flins-Neuve-Eglise",15415.91756106
"78238","Flins-sur-Seine",161045.64073103
"78239","Follainville-Dennemont",32722.63837786
"78242","Fontenay-le-Fleury",285329.20999256
"78245","Fontenay-Mauvoisin",39582.78705236
"78246","Fontenay-Saint-Pere",38259.61491392
"78251","Fourqueux",291312.58278454
"78255","Freneuse",23087.59227507
"78261","Gaillon-sur-Montcient",107581.3188934
"78262","Galluis",85802.07675099
"78263","Gambais",26327.87411915
"78264","Gambaiseuil",20585.7652035
"78265","Garancieres",42342.8838748
"78267","Gargenville",95853.2976762
"78269","Gazeran",18697.26772381
"78276","Gommecourt",12752.81005146
"78278","Goupillieres",28151.65950757
"78281","Goussonville",38421.27980713
"78283","Grandchamp",4226.65150294
"78285","Gressey",12048.50261711
"78289","Grosrouvre",32674.77338142
"78290","Guernes",20607.75166926
"78291","Guerville",37104.80565821
"78296","Guitrancourt",50457.13428403
"78297","Guyancourt",262145.46927544
"78299","Hardricourt",132222.72545192
"78300","Hargeville",28759.59334732
"78302","La Hauteville",3984.624714
"78305","Herbeville",74605.54358492
"78307","Hermeray",6552.34905125
"78310","Houdan",23494.89395664
"78311","Houilles",543982.88256258
"78314","Issou",88882.47464377
"78317","Jambville",52918.75354651
"78320","Jeufosse",29916.15524823
"78321","Jouars-Pontchartrain",160841.07883112
"78322","Jouy-en-Josas",416235.34372462
"78324","Jouy-Mauvoisin",46584.4156003
"78325","Jumeauville",36765.03954507
"78327","Juziers",82204.2220397
"78329","Lainville-en-Vexin",46721.32539263
"78334","Levis-Saint-Nom",67002.37834084
"78335","Limay",55423.98611669
"78337","Limetz-Villez",16548.92581228
"78343","Les Loges-en-Josas",325916.94383715
"78344","Lommoye",13052.75451835
"78346","Longnes",24745.09065525
"78349","Longvilliers",79247.14882294
"78350","Louveciennes",467834.39572574
"78354","Magnanville",62690.23975396
"78356","Magny-les-Hameaux",137185.88875109
"78358","Maisons-Laffitte",384174.13657566
"78361","Mantes-la-Jolie",68723.46084708
"78362","Mantes-la-Ville",69356.20989176
"78364","Marcq",47208.70138741
"78366","Mareil-le-Guyon",89483.78633388
"78367","Mareil-Marly",308791.46856628
"78368","Mareil-sur-Mauldre",95906.38943249
"78372","Marly-le-Roi",412047.67730954
"78380","Maule",79166.20200343
"78381","Maulette",30037.71345179
"78382","Maurecourt",220655.82892721
"78383","Maurepas",173084.70134368
"78384","Medan",214556.82979288
"78385","Menerville",28898.6892129
"78389","Mere",74369.5365774
"78391","Mericourt",22503.00731967
"78396","Le Mesnil-le-Roi",349127.21698055
"78397","Le Mesnil-Saint-Denis",119456.16296981
"78398","Les Mesnuls",65450.8084323
"78401","Meulan-en-Yvelines",145342.12818665
"78402","Mezieres-sur-Seine",105156.60704083
"78403","Mezy-sur-Seine",102927.92811501
"78404","Millemont",47591.10322588
"78406","Milon-la-Chapelle",110348.82673376
"78407","Mittainville",5337.05326094
"78410","Moisson",12065.83253596
"78413","Mondreville",18268.93371982
"78415","Montainville",57801.55349362
"78416","Montalet-le-Bois",52680.34163371
