"ID","NAMES","intermediaires_AsTheCowRolls_POT_5"
"77253","Lissy",555.478235
"77254","Liverdy-en-Brie",473.5913443
"77255","Livry-sur-Seine",4175.21762412
"77256","Lizines",171.77609743
"77257","Lizy-sur-Ourcq",672.88312562
"77258","Lognes",10203.88956943
"77259","Longperrier",2217.91199628
"77260","Longueville",563.36383317
"77261","Lorrez-le-Bocage-Preaux",304.19185272
"77262","Louan-Villegruis-Fontaine",53.76255497
"77263","Luisetaines",139.41499224
"77264","Lumigny-Nesles-Ormeaux",417.01338144
"77265","Luzancy",614.69805545
"77266","Machault",539.31004431
"77267","La Madeleine-sur-Loing",183.64463854
"77268","Magny-le-Hongre",4285.08782244
"77269","Maincy",4552.75199487
"77270","Maisoncelles-en-Brie",251.77000583
"77271","Maisoncelles-en-Gatinais",110.71549871
"77272","Maison-Rouge",219.10101851
"77273","Marchemoret",961.25324996
"77274","Marcilly",356.53699445
"77275","Les Marets",25.50153047
"77276","Mareuil-les-Meaux",1744.72480942
"77277","Marles-en-Brie",798.31907089
"77278","Marolles-en-Brie",251.82018441
"77279","Marolles-sur-Seine",453.15183566
"77280","Mary-sur-Marne",724.30425889
"77281","Mauperthuis",795.98169318
"77282","Mauregard",571.53713082
"77283","May-en-Multien",184.84690362
"77284","Meaux",7511.54067423
"77285","Le Mee-sur-Seine",8442.18767365
"77286","Meigneux",103.41228529
"77287","Meilleray",89.73512931
"77288","Melun",10569.25886497
"77289","Melz-sur-Seine",69.63448138
"77290","Mery-sur-Marne",530.1328339
"77291","Le Mesnil-Amelot",284.98035728
"77292","Messy",2294.81804636
"77293","Misy-sur-Yonne",233.67822538
"77294","Mitry-Mory",3549.16695637
"77295","Moisenay",552.20762213
"77296","Moissy-Cramayel",3528.65916002
"77297","Mondreville",51.94127752
"77298","Mons-en-Montois",265.64783551
"77299","Montarlot",476.69870045
"77300","Montceaux-les-Meaux",689.49293069
"77301","Montceaux-les-Provins",113.33364981
"77302","Montcourt-Fromonville",1122.29766933
"77303","Montdauphin",30.04500093
"77304","Montenils",16.32349968
"77305","Montereau-Fault-Yonne",1909.6063993
"77306","Montereau-sur-le-Jard",403.89997058
"77307","Montevrain",5678.29409144
"77308","Montge-en-Goele",431.36468672
"77309","Monthyon",720.64489131
"77310","Montigny-le-Guesdier",123.29817441
"77311","Montigny-Lencoup",367.91484919
"77312","Montigny-sur-Loing",544.19138441
"77313","Montmachoux",136.98096323
"77314","Montolivet",40.63073689
"77315","Montry",4096.56410925
"77316","Moret-sur-Loing",1960.55711231
"77317","Mormant",723.30270599
"77318","Mortcerf",609.23691288
"77319","Mortery",67.23793423
"77320","Mouroux",2048.58733347
"77321","Mousseaux-les-Bray",392.86392974
"77322","Moussy-le-Neuf",1075.31864964
"77323","Moussy-le-Vieux",1216.68036897
"77325","Mouy-sur-Seine",438.70086728
"77326","Nandy",6236.03573438
"77327","Nangis",979.1473503
"77328","Nanteau-sur-Essonne",140.76986778
"77329","Nanteau-sur-Lunain",278.3959519
"77330","Nanteuil-les-Meaux",2037.18254515
"77331","Nanteuil-sur-Marne",420.7955816
"77332","Nantouillet",657.99695792
"77333","Nemours",2050.47040407
"77335","Chauconin-Neufmontiers",1763.70286833
"77336","Neufmoutiers-en-Brie",264.41024063
"77337","Noisiel",15350.35972412
"77338","Noisy-Rudignon",257.13190945
"77339","Noisy-sur-Ecole",585.61682986
"77340","Nonville",387.93863902
"77341","Noyen-sur-Seine",125.59145074
"77342","Obsonville",118.64179887
"77343","Ocquerre",379.4317712
"77344","Oissery",1414.70916904
"77345","Orly-sur-Morin",296.18861676
"77347","Les Ormes-sur-Voulzie",337.50229624
"77348","Ormesson",1116.80822507
"77349","Othis",1618.789896
"77350","Ozoir-la-Ferriere",4789.08818596
"77352","Ozouer-le-Voulgis",713.20671328
"77353","Paley",263.07273547
"77354","Pamfou",472.61689907
"77355","Paroy",312.51207831
"77356","Passy-sur-Seine",70.79245376
"77357","Pecy",237.72726583
"77358","Penchard",1905.80390902
"77359","Perthes",1017.71347223
"77360","Pezarches",458.75516382
"77361","Pierre-Levee",162.37741992
"77363","Le Pin",4156.24132308
"77364","Le Plessis-aux-Bois",452.93551697
"77365","Le Plessis-Feu-Aussoux",247.92065569
"77366","Le Plessis-l'Eveque",399.34426888
"77367","Le Plessis-Placy",224.25804199
"77368","Poigny",721.38631851
"77369","Poincy",3868.96124889
"77370","Poligny",237.91664785
"77371","Pommeuse",1482.39427572
"77372","Pomponne",7783.61056145
"77373","Pontault-Combault",7989.62819272
"77374","Pontcarre",3981.75650961
"77376","Precy-sur-Marne",330.42579018
"77377","Presles-en-Brie",978.15769723
"77378","Pringy",1169.13519471
"77379","Provins",1379.42936022
"77380","Puisieux",82.316095
"77381","Quiers",311.43932614
"77382","Quincy-Voisins",1912.45015157
"77383","Rampillon",204.94254081
"77384","Reau",2209.58352213
"77385","Rebais",420.02823487
"77386","Recloses",219.46247185
"77387","Remauville",302.11746769
"77388","Reuil-en-Brie",1262.55069843
"77389","La Rochette",4264.43112789
"77390","Roissy-en-Brie",6197.85805013
"77391","Rouilly",493.30829084
"77392","Rouvres",626.60864415
"77393","Rozay-en-Brie",550.5945158
"77394","Rubelles",4958.98420882
"77395","Rumont",77.42158104
"77396","Rupereux",49.55572186
"77397","Saacy-sur-Marne",493.70383243
"77398","Sablonnieres",188.96944545
"77399","Saint-Ange-le-Viel",201.9080925
"77400","Saint-Augustin",703.37008526
"77401","Sainte-Aulde",273.19834042
"77402","Saint-Barthelemy",111.04463278
"77403","Saint-Brice",979.16253794
"77404","Sainte-Colombe",798.76023496
"77405","Saint-Cyr-sur-Morin",459.55470178
"77406","Saint-Denis-les-Rebais",423.87066591
"77407","Saint-Fargeau-Ponthierry",2549.55143935
"77408","Saint-Fiacre",505.12457622
"77409","Saint-Germain-Laval",1242.60649083
"77410","Saint-Germain-Laxis",1146.2665434
"77411","Saint-Germain-sous-Doue",311.68747233
"77412","Saint-Germain-sur-Ecole",629.92352411
"77413","Saint-Germain-sur-Morin",3300.96086714
"77414","Saint-Hilliers",91.07255127
"77415","Saint-Jean-les-Deux-Jumeaux",885.63879651
"77416","Saint-Just-en-Brie",72.40710177
"77417","Saint-Leger",207.94382213
"77418","Saint-Loup-de-Naud",377.7677808
"77419","Saint-Mammes",2452.62663765
"77420","Saint-Mard",1419.27832469
"77421","Saint-Mars-Vieux-Maisons",130.37466096
"77423","Saint-Martin-des-Champs",366.75740972
"77424","Saint-Martin-du-Boschet",28.23521046
"77425","Saint-Martin-en-Biere",417.6363954
"77426","Saint-Mery",390.41923331
"77427","Saint-Mesmes",967.8736647
"77428","Saint-Ouen-en-Brie",640.74724416
"77429","Saint-Ouen-sur-Morin",477.36572739
"77430","Saint-Pathus",1553.65257228
"77431","Saint-Pierre-les-Nemours",1958.44103199
"77432","Saint-Remy-la-Vanne",374.28353949
"77433","Saints",585.87119006
"77434","Saint-Sauveur-les-Bray",170.49015859
"77435","Saint-Sauveur-sur-Ecole",688.47299578
"77436","Saint-Simeon",381.32387375
"77437","Saint-Soupplets",988.87005546
"77438","Saint-Thibault-des-Vignes",10203.9261697
"77439","Salins",616.26359519
"77440","Sammeron",1078.27521813
"77441","Samois-sur-Seine",624.65084234
"77442","Samoreau",1760.36164511
"77443","Sancy",326.04410903
"77444","Sancy-les-Provins",134.93227946
"77445","Savigny-le-Temple",6557.49558705
"77446","Savins",310.48165426
"77447","Seine-Port",1922.28173229
"77448","Sept-Sorts",1125.17363229
"77449","Serris",2982.19314892
"77450","Servon",3229.86777745
"77451","Signy-Signets",355.09833354
"77452","Sigy",255.86565295
"77453","Sivry-Courtry",977.28898354
"77454","Sognolles-en-Montois",187.31793766
"77455","Soignolles-en-Brie",992.65646515
"77456","Soisy-Bouy",254.00233165
"77457","Solers",1079.87509199
"77458","Souppes-sur-Loing",627.74597337
"77459","Sourdun",644.68652804
"77460","Tancrou",386.0480542
"77461","Thenisy",283.84118138
"77462","Thieux",667.53131472
"77463","Thomery",1707.78981815
"77464","Thorigny-sur-Marne",5201.48371552
"77465","Thoury-Ferottes",372.55748847
"77466","Tigeaux",367.53055749
"77467","La Tombe",351.85758004
"77468","Torcy",12508.93258425
"77469","Touquin",406.26337608
"77470","Tournan-en-Brie",2092.6154635
"77471","Tousson",219.69246808
"77472","La Tretoire",235.4786651
"77473","Treuzy-Levelay",345.92270004
"77474","Trilbardou",874.73904509
"77475","Trilport",4132.53785623
"77476","Trocy-en-Multien",342.33852885
"77477","Ury",505.18527532
"77478","Ussy-sur-Marne",681.95344231
"77479","Vaires-sur-Marne",7229.50199642
"77480","Valence-en-Brie",375.13644528
"77481","Vanville",182.59230276
"77482","Varennes-sur-Seine",1430.15683767
"77483","Varreddes",2742.51833322
"77484","Vaucourtois",382.78374459
"77485","Le Vaudoue",341.65959298
"77486","Vaudoy-en-Brie",247.63699097
"77487","Vaux-le-Penil",6025.1528987
"77489","Vaux-sur-Lunain",169.78416086
"77490","Vendrest",143.36214362
"77491","Veneux-les-Sablons",1621.28885781
"77492","Verdelot",174.15541314
"77493","Verneuil-l'Etang",1092.90210897
"77494","Vernou-la-Celle-sur-Seine",989.10375135
"77495","Vert-Saint-Denis",7826.74925317
"77496","Vieux-Champagne",141.15856826
"77498","Vignely",1090.73610275
"77500","Villebeon",129.12552346
"77501","Villecerf",502.85052597
"77504","Villemarechal",269.6751334
"77505","Villemareuil",416.28014843
"77506","Villemer",363.05838285
"77507","Villenauxe-la-Petite",219.5006373
"77508","Villeneuve-le-Comte",886.07299303
"77509","Villeneuve-les-Bordes",225.28230166
"77510","Villeneuve-Saint-Denis",853.35165426
"77511","Villeneuve-sous-Dammartin",1351.49444557
"77512","Villeneuve-sur-Bellot",188.59431599
"77513","Villenoy",2432.61450055
"77514","Villeparisis",6129.52702599
"77515","Villeroy",629.20556733
"77516","Ville-Saint-Jacques",358.88850308
"77517","Villevaude",1475.23880906
"77518","Villiers-en-Biere",1185.3732625
"77519","Villiers-Saint-Georges",136.92684129
"77520","Villiers-sous-Grez",269.48874594
"77521","Villiers-sur-Morin",1961.78033048
"77522","Villiers-sur-Seine",95.0741557
"77523","Villuis",129.43600547
"77524","Vimpelles",76.9103757
"77525","Vinantes",300.96850751
"77526","Vincy-Manoeuvre",38.09946956
"77527","Voinsles",277.44359735
"77528","Voisenon",3092.29419534
"77529","Voulangis",928.28104437
"77530","Voulton",39.95526945
"77531","Voulx",388.55605977
"77532","Vulaines-les-Provins",375.60057526
"77533","Vulaines-sur-Seine",1483.75253215
"77534","Yebles",775.37142817
"78003","Ablis",633.21620245
"78005","Acheres",4670.19750976
"78006","Adainville",280.02990128
"78007","Aigremont",3627.99359742
"78009","Allainville",214.00963308
"78010","Les Alluets-le-Roi",616.24078468
"78013","Andelu",696.86719865
"78015","Andresy",6723.1753543
"78020","Arnouville-les-Mantes",398.28280798
"78029","Aubergenville",4216.38094195
"78030","Auffargis",1220.78405118
"78031","Auffreville-Brasseuil",4376.70179453
"78033","Aulnay-sur-Mauldre",1886.60510799
"78034","Auteuil",623.60982114
"78036","Autouillet",535.07357581
"78043","Bailly",4362.75193179
"78048","Bazainville",615.1093084
"78049","Bazemont",1077.47042044
"78050","Bazoches-sur-Guyonne",1074.97401805
"78053","Behoust",831.9654584
"78057","Bennecourt",652.96958084
"78062","Beynes",2001.68472596
"78068","Blaru",187.85794268
"78070","Boinville-en-Mantois",491.03935884
"78071","Boinville-le-Gaillard",395.35220063
"78072","Boinvilliers",350.98784952
"78073","Bois-d'Arcy",7481.65565784
"78076","Boissets",177.01212696
"78077","La Boissiere-Ecole",202.73778571
"78082","Boissy-Mauvoisin",396.526046
"78084","Boissy-sans-Avoir",740.44902543
"78087","Bonnelles",1295.58670861
"78089","Bonnieres-sur-Seine",615.75999169
"78090","Bouafle",3448.78463212
"78092","Bougival",9590.47171806
"78096","Bourdonne",621.81887563
"78104","Breuil-Bois-Robert",2328.05570043
"78107","Breval",680.08744194
"78108","Les Breviaires",356.19156259
"78113","Brueil-en-Vexin",976.47565944
"78117","Buc",4585.17619318
"78118","Buchelay",4580.70877044
"78120","Bullion",769.10528946
"78123","Carrieres-sous-Poissy",9668.28084594
"78124","Carrieres-sur-Seine",16389.86069482
"78125","La Celle-les-Bordes",438.08086272
"78126","La Celle-Saint-Cloud",8360.59743742
"78128","Cernay-la-Ville",601.81329426
"78133","Chambourcy",3710.23817991
"78138","Chanteloup-les-Vignes",7499.74626919
"78140","Chapet",1300.09305148
"78143","Chateaufort",2309.79205815
"78146","Chatou",14771.05451582
"78147","Chaufour-les-Bonnieres",225.8240781
"78152","Chavenay",1810.55443478
"78158","Le Chesnay",12292.81792578
"78160","Chevreuse",1788.40684126
"78162","Choisel",1311.66549679
"78163","Civry-la-Foret",233.51767585
"78164","Clairefontaine-en-Yvelines",440.55025499
"78165","Les Clayes-sous-Bois",5394.87201048
"78168","Coignieres",4113.6139128
"78171","Conde-sur-Vesgre",473.22958356
"78172","Conflans-Sainte-Honorine",8945.91496682
"78185","Courgent",618.15074239
"78188","Cravent",177.77285611
"78189","Crespieres",664.77209754
"78190","Croissy-sur-Seine",9011.84287452
"78192","Dammartin-en-Serve",555.39166151
"78193","Dampierre-en-Yvelines",965.8358968
"78194","Dannemarie",302.11415741
"78196","Davron",396.41355356
"78202","Drocourt",611.40777273
"78206","Ecquevilly",2094.09796924
"78208","Elancourt",7993.29623713
"78209","Emance",197.60303619
"78217","Epone",4133.13150003
"78220","Les Essarts-le-Roi",1823.93448254
"78224","L'Etang-la-Ville",5875.57511527
"78227","Evecquemont",3950.30406433
"78230","La Falaise",3075.34963246
"78231","Favrieux",1317.580167
"78233","Feucherolles",841.64639825
"78234","Flacourt",234.77120058
"78236","Flexanville",433.73716331
"78237","Flins-Neuve-Eglise",336.88481297
"78238","Flins-sur-Seine",4507.6872676
"78239","Follainville-Dennemont",787.83024478
"78242","Fontenay-le-Fleury",7890.43388907
"78245","Fontenay-Mauvoisin",1390.70480862
"78246","Fontenay-Saint-Pere",1008.3363165
"78251","Fourqueux",4911.70383613
"78255","Freneuse",751.96731602
"78261","Gaillon-sur-Montcient",4031.53852128
"78262","Galluis",969.36881996
"78263","Gambais",672.71607875
"78264","Gambaiseuil",264.36955814
"78265","Garancieres",875.19950869
"78267","Gargenville",3270.36164928
"78269","Gazeran",578.54525275
"78276","Gommecourt",280.03797035
"78278","Goupillieres",382.45859093
"78281","Goussonville",337.68252981
"78283","Grandchamp",77.64206062
"78285","Gressey",246.49708371
"78289","Grosrouvre",327.29475772
"78290","Guernes",202.8441345
"78291","Guerville",831.99733716
"78296","Guitrancourt",1300.25960708
"78297","Guyancourt",7951.04522073
"78299","Hardricourt",5707.84931277
"78300","Hargeville",381.74926523
"78302","La Hauteville",74.87250867
"78305","Herbeville",653.44540542
"78307","Hermeray",247.49144232
"78310","Houdan",650.25502503
"78311","Houilles",18912.85751319
"78314","Issou",4380.03678917
"78317","Jambville",460.92328703
"78320","Jeufosse",513.08795986
"78321","Jouars-Pontchartrain",2182.50802923
"78322","Jouy-en-Josas",3864.72059553
"78324","Jouy-Mauvoisin",1913.8204319
"78325","Jumeauville",226.04006075
"78327","Juziers",2926.36314737
"78329","Lainville-en-Vexin",389.33256587
"78334","Levis-Saint-Nom",883.9143475
"78335","Limay",8149.65810108
"78337","Limetz-Villez",428.27764241
"78343","Les Loges-en-Josas",2121.46674498
"78344","Lommoye",192.58873257
"78346","Longnes",639.75523003
"78349","Longvilliers",1041.85740698
"78350","Louveciennes",6935.19513136
"78354","Magnanville",6742.65854455
"78356","Magny-les-Hameaux",2130.99834436
"78358","Maisons-Laffitte",8572.41747205
"78361","Mantes-la-Jolie",10000.41488719
"78362","Mantes-la-Ville",8653.78107544
"78364","Marcq",1094.50237459
"78366","Mareil-le-Guyon",1312.90259107
"78367","Mareil-Marly",6226.21997631
"78368","Mareil-sur-Mauldre",1794.91380329
"78372","Marly-le-Roi",8492.37333296
"78380","Maule",1591.20477231
"78381","Maulette",878.49670705
"78382","Maurecourt",6582.44877753
"78383","Maurepas",8848.22291827
"78384","Medan",3398.87758707
"78385","Menerville",479.42718687
"78389","Mere",826.70018958
"78391","Mericourt",745.42797027
"78396","Le Mesnil-le-Roi",7107.60904134
"78397","Le Mesnil-Saint-Denis",3076.2333239
"78398","Les Mesnuls",793.53089781
"78401","Meulan-en-Yvelines",6438.83603791
"78402","Mezieres-sur-Seine",3272.07105494
"78403","Mezy-sur-Seine",3816.37540247
"78404","Millemont",692.86575776
"78406","Milon-la-Chapelle",1817.39161643
"78407","Mittainville",202.10701167
"78410","Moisson",260.45154385
"78413","Mondreville",340.05433519
"78415","Montainville",904.16410485
"78416","Montalet-le-Bois",669.3221862
"78417","Montchauvet",392.15762064
"78418","Montesson",14512.86272224
"78420","Montfort-l'Amaury",941.48366909
"78423","Montigny-le-Bretonneux",10252.9623587
"78431","Morainvilliers",1022.32251734
"78437","Mousseaux-sur-Seine",358.38415622
"78439","Mulcent",451.28065775
"78440","Les Mureaux",7220.71046847
"78442","Neauphle-le-Chateau",2520.20681069
"78443","Neauphle-le-Vieux",1673.04668009
"78444","Neauphlette",468.05848018
"78451","Nezel",3779.33520086
"78455","Noisy-le-Roi",3432.38361628
"78460","Oinville-sur-Montcient",1387.62951396
"78464","Orcemont",202.03392668
"78465","Orgerus",610.57699997
"78466","Orgeval",1381.31241725
"78470","Orphin",231.11949861
"78472","Orsonville",344.04462886
"78474","Orvilliers",539.54728282
"78475","Osmoy",345.98982521
"78478","Paray-Douaville",267.2826809
"78481","Le Pecq",11821.16713448
