"ID","NAMES","ouvrier_AsTheCrowFlies_POT_5000"
"77089","La Chapelle-Rablais",596.23495856
"77090","La Chapelle-Saint-Sulpice",674.61951825
"77091","Les Chapelles-Bourbon",1315.58082841
"77093","La Chapelle-Moutils",567.4882911
"77094","Charmentray",1695.60072521
"77095","Charny",1253.10479307
"77096","Chartrettes",2940.14463563
"77097","Chartronges",842.33159857
"77098","Chateaubleau",454.37007487
"77099","Chateau-Landon",694.81783248
"77100","Le Chatelet-en-Brie",893.10715402
"77101","Chatenay-sur-Seine",543.73942221
"77102","Chatenoy",912.99194846
"77103","Chatillon-la-Borde",774.58136569
"77104","Chatres",1667.77409605
"77106","Chauffry",1422.89182055
"77107","Chaumes-en-Brie",1767.27750216
"77108","Chelles",26941.83604917
"77109","Chenoise",414.35336141
"77110","Chenou",556.92196848
"77111","Chessy",5864.23519227
"77112","Chevrainvilliers",567.10445705
"77113","Chevru",492.45621524
"77114","Chevry-Cossigny",3671.9379302
"77115","Chevry-en-Sereine",305.92018134
"77116","Choisy-en-Brie",744.26709464
"77117","Citry",653.5095009
"77118","Claye-Souilly",5126.59446264
"77119","Clos-Fontaine",915.81047562
"77120","Cocherel",801.24659372
"77121","Collegien",11865.18312808
"77122","Combs-la-Ville",7888.84293307
"77123","Compans",4406.0987128
"77124","Conches-sur-Gondoire",8792.53745756
"77125","Conde-Sainte-Libiaire",3728.4146751
"77126","Congis-sur-Therouanne",1724.39795253
"77127","Coubert",1499.89557868
"77128","Couilly-Pont-aux-Dames",3154.28935322
"77129","Coulombs-en-Valois",430.89488703
"77130","Coulommes",2304.62340295
"77131","Coulommiers",3063.78327117
"77132","Coupvray",4511.66175337
"77133","Courcelles-en-Bassee",1013.45448368
"77134","Courchamp",275.48791043
"77135","Courpalay",849.92358838
"77136","Courquetaine",1399.04420468
"77137","Courtacon",288.63035508
"77138","Courtomer",1455.0433782
"77139","Courtry",22202.281507
"77140","Coutencon",499.01603401
"77141","Coutevroult",2846.85954006
"77142","Crecy-la-Chapelle",1344.21513899
"77143","Cregy-les-Meaux",7458.81300009
"77144","Crevecoeur-en-Brie",720.12369678
"77145","Crisenoy",962.05335106
"77146","Croissy-Beaubourg",14265.17980392
"77147","La Croix-en-Brie",621.82659221
"77148","Crouy-sur-Ourcq",567.63729263
"77149","Cucharmoy",489.60200637
"77150","Cuisy",1506.70847086
"77151","Dagny",446.73134955
"77152","Dammarie-les-Lys",9948.09072298
"77153","Dammartin-en-Goele",2646.13060761
"77154","Dammartin-sur-Tigeaux",1008.57009862
"77155","Dampmart",5780.99619535
"77156","Darvault",2528.15309998
"77157","Dhuisy",353.17434533
"77158","Diant",335.69302296
"77159","Donnemarie-Dontilly",695.48973532
"77161","Dormelles",586.15548903
"77162","Doue",1017.35323914
"77163","Douy-la-Ramee",712.17518135
"77164","Echouboulains",551.78952797
"77165","Les Ecrennes",675.13546943
"77166","Ecuelles",1674.54548399
"77167","Egligny",649.21611773
"77168","Egreville",445.21853858
"77169","Emerainville",22635.45500142
"77170","Episy",1055.18374404
"77171","Esbly",3644.95394971
"77172","Esmans",2086.76569787
"77173","Etrepilly",926.57387834
"77174","Everly",881.66678323
"77175","Evry-Gregy-sur-Yerre",4225.57807414
"77176","Faremoutiers",1356.3645406
"77177","Favieres",2444.55900661
"77178","Fay-les-Nemours",1843.81539307
"77179","Fericy",1271.05932788
"77180","Ferolles-Attilly",5271.97445044
"77181","Ferrieres-en-Brie",7610.51779632
"77182","La Ferte-Gaucher",1308.00801964
"77183","La Ferte-sous-Jouarre",1820.54024125
"77184","Flagy",618.91921736
"77185","Fleury-en-Biere",630.37538824
"77186","Fontainebleau",1624.55583013
"77187","Fontaine-Fourches",171.38744645
"77188","Fontaine-le-Port",1154.09809746
"77190","Fontains",1086.00699321
"77191","Fontenailles",733.23581874
"77192","Fontenay-Tresigny",1431.31014474
"77193","Forfry",1188.92253728
"77194","Forges",2587.3421416
"77195","Fouju",840.1817157
"77196","Fresnes-sur-Marne",2209.07103447
"77197","Fretoy",472.31360288
"77198","Fromont",193.01327661
"77199","Fublaines",6807.0331064
"77200","Garentreville",195.90962194
"77201","Gastins",572.62485357
"77202","La Genevraye",1135.90991447
"77203","Germigny-l'Eveque",4317.37545637
"77204","Germigny-sous-Coulombs",270.78687414
"77205","Gesvres-le-Chapitre",1381.63369659
"77206","Giremoutiers",1442.18789547
"77207","Gironville",169.748785
"77208","Gouaix",817.09134138
"77209","Gouvernes",10982.14539762
"77210","La Grande-Paroisse",2637.78509334
"77211","Grandpuits-Bailly-Carrois",1273.82411354
"77212","Gravon",372.19449404
"77214","Gressy",5267.07133362
"77215","Gretz-Armainvilliers",4144.43596428
"77216","Grez-sur-Loing",1549.21828389
"77217","Grisy-Suisnes",2269.59375235
"77218","Grisy-sur-Seine",584.60138825
"77219","Guerard",1243.79000556
"77220","Guercheville",267.45496761
"77221","Guermantes",9238.20185515
"77222","Guignes",1542.77403717
"77223","Gurcy-le-Chatel",634.14333644
"77224","Hautefeuille",918.14739692
"77225","La Haute-Maison",628.1178022
"77226","Hericy",2153.32998702
"77227","Herme",570.32669371
"77228","Hondevilliers",434.38000506
"77229","La Houssaye-en-Brie",854.06147612
"77230","Ichy",142.95193375
"77231","Isles-les-Meldeuses",1520.85358234
"77232","Isles-les-Villenoy",4154.02907132
"77233","Iverny",1414.14197988
"77234","Jablines",3817.15004416
"77235","Jaignes",1292.82565592
"77236","Jaulnes",747.84311267
"77237","Jossigny",4416.16910193
"77238","Jouarre",1215.62400938
"77239","Jouy-le-Chatel",430.777365
"77240","Jouy-sur-Morin",1331.08559061
"77241","Juilly",2170.36757018
"77242","Jutigny",1032.9418139
"77243","Lagny-sur-Marne",9022.50222306
"77244","Larchant",668.2160611
"77245","Laval-en-Brie",818.97591268
"77246","Lechelle",454.11141905
"77247","Lescherolles",752.51095572
"77248","Lesches",3190.31330691
"77249","Lesigny",8246.19809449
"77250","Leudon-en-Brie",493.33154582
"77251","Lieusaint",9586.85326182
"77252","Limoges-Fourches",2071.31457228
"77253","Lissy",1149.62389046
"77254","Liverdy-en-Brie",1609.75889123
"77255","Livry-sur-Seine",6784.02449706
"77256","Lizines",714.83013646
"77257","Lizy-sur-Ourcq",1336.44933511
"77258","Lognes",18813.04984998
"77259","Longperrier",2737.47229845
"77260","Longueville",1421.96400981
"77261","Lorrez-le-Bocage-Preaux",377.3088824
"77262","Louan-Villegruis-Fontaine",89.61571706
"77263","Luisetaines",733.20713674
"77264","Lumigny-Nesles-Ormeaux",737.48450028
"77265","Luzancy",1313.58805473
"77266","Machault",1415.11981859
"77267","La Madeleine-sur-Loing",1707.23375938
"77268","Magny-le-Hongre",3941.00292602
"77269","Maincy",6344.72823286
"77270","Maisoncelles-en-Brie",1015.19794469
"77271","Maisoncelles-en-Gatinais",376.06057758
"77272","Maison-Rouge",502.65073255
"77273","Marchemoret",1984.13260241
"77274","Marcilly",1133.54918697
"77275","Les Marets",228.17864666
"77276","Mareuil-les-Meaux",6863.55218078
"77277","Marles-en-Brie",1079.82294354
"77278","Marolles-en-Brie",1102.75047305
"77279","Marolles-sur-Seine",1919.58992165
"77280","Mary-sur-Marne",1360.93187542
"77281","Mauperthuis",1577.2354219
"77282","Mauregard",3993.71523289
"77283","May-en-Multien",941.20374702
"77284","Meaux",8758.68393847
"77285","Le Mee-sur-Seine",12028.83976059
"77286","Meigneux",626.21629645
"77287","Meilleray",299.19165868
"77288","Melun",11337.08310542
"77289","Melz-sur-Seine",292.79407664
"77290","Mery-sur-Marne",1044.84689229
"77291","Le Mesnil-Amelot",4744.78430506
"77292","Messy",2635.22049498
"77293","Misy-sur-Yonne",342.62536303
"77294","Mitry-Mory",9954.92970629
"77295","Moisenay",2126.43998909
"77296","Moissy-Cramayel",7230.04219807
"77297","Mondreville",197.54409646
"77298","Mons-en-Montois",717.11990004
"77299","Montarlot",1381.32870871
"77300","Montceaux-les-Meaux",2124.4708647
"77301","Montceaux-les-Provins",158.0926426
"77302","Montcourt-Fromonville",2074.78156319
"77303","Montdauphin",238.17004972
"77304","Montenils",96.8527193
"77305","Montereau-Fault-Yonne",3558.13238366
"77306","Montereau-sur-le-Jard",3806.75464065
"77307","Montevrain",6919.37683705
"77308","Montge-en-Goele",1916.05208279
"77309","Monthyon",1984.13035631
"77310","Montigny-le-Guesdier",569.43428419
"77311","Montigny-Lencoup",634.14393522
"77312","Montigny-sur-Loing",1061.91143532
"77313","Montmachoux",793.35144798
"77314","Montolivet",223.38496483
"77315","Montry",3732.27539698
"77316","Moret-sur-Loing",2015.19349021
"77317","Mormant",1240.20121761
"77318","Mortcerf",753.28072976
"77319","Mortery",1400.68758361
"77320","Mouroux",2713.88356522
"77321","Mousseaux-les-Bray",730.88670386
"77322","Moussy-le-Neuf",2070.35676362
"77323","Moussy-le-Vieux",2503.83876074
"77325","Mouy-sur-Seine",883.73445926
"77326","Nandy",8734.69478645
"77327","Nangis",1369.1256102
"77328","Nanteau-sur-Essonne",278.13017778
"77329","Nanteau-sur-Lunain",546.71294721
"77330","Nanteuil-les-Meaux",7812.554578
"77331","Nanteuil-sur-Marne",739.8974201
"77332","Nantouillet",2067.21141298
"77333","Nemours",2798.954452
"77335","Chauconin-Neufmontiers",4683.17595726
"77336","Neufmoutiers-en-Brie",1077.87197215
"77337","Noisiel",22040.73942677
"77338","Noisy-Rudignon",1567.96061696
"77339","Noisy-sur-Ecole",482.90621238
"77340","Nonville",1215.99248945
"77341","Noyen-sur-Seine",466.92900674
"77342","Obsonville",201.71534156
"77343","Ocquerre",1193.30668507
"77344","Oissery",1278.12065237
"77345","Orly-sur-Morin",855.81762672
"77347","Les Ormes-sur-Voulzie",845.11787615
"77348","Ormesson",1877.67536507
"77349","Othis",2039.76844629
"77350","Ozoir-la-Ferriere",7274.71294962
"77352","Ozouer-le-Voulgis",1522.23829865
"77353","Paley",395.6891623
"77354","Pamfou",734.20787576
"77355","Paroy",843.48759049
"77356","Passy-sur-Seine",371.82859119
"77357","Pecy",403.67066198
"77358","Penchard",5054.00958516
"77359","Perthes",1651.82743035
"77360","Pezarches",803.59981434
"77361","Pierre-Levee",643.75123661
"77363","Le Pin",14936.81108244
"77364","Le Plessis-aux-Bois",1331.60019135
"77365","Le Plessis-Feu-Aussoux",536.01069073
"77366","Le Plessis-l'Eveque",1427.06898847
"77367","Le Plessis-Placy",1120.46539483
"77368","Poigny",2297.44644783
"77369","Poincy",7780.31140999
"77370","Poligny",1961.67829803
"77371","Pommeuse",1889.42144416
"77372","Pomponne",11109.30173031
"77373","Pontault-Combault",14955.7994087
"77374","Pontcarre",6730.61353784
"77376","Precy-sur-Marne",2342.67631876
"77377","Presles-en-Brie",2381.71160655
"77378","Pringy",4100.75099328
"77379","Provins",2146.27903329
"77380","Puisieux",526.81360755
"77381","Quiers",906.7586744
"77382","Quincy-Voisins",4120.86162336
"77383","Rampillon",867.27704465
"77384","Reau",6228.24687264
"77385","Rebais",856.36159608
"77386","Recloses",608.73369581
"77387","Remauville",536.7751131
"77388","Reuil-en-Brie",1782.33588836
"77389","La Rochette",8966.37117382
"77390","Roissy-en-Brie",10877.94922292
"77391","Rouilly",1617.51994891
"77392","Rouvres",2220.76827011
"77393","Rozay-en-Brie",784.58300397
"77394","Rubelles",8006.95184557
"77395","Rumont",255.90351274
"77396","Rupereux",231.73209601
"77397","Saacy-sur-Marne",1055.14243559
"77398","Sablonnieres",675.8871715
"77399","Saint-Ange-le-Viel",429.91800489
"77400","Saint-Augustin",2196.30062274
"77401","Sainte-Aulde",766.40937753
"77402","Saint-Barthelemy",706.95652752
"77403","Saint-Brice",1578.35311071
"77404","Sainte-Colombe",2106.69993047
"77405","Saint-Cyr-sur-Morin",1293.51695309
"77406","Saint-Denis-les-Rebais",1041.02783516
"77407","Saint-Fargeau-Ponthierry",4223.20771928
"77408","Saint-Fiacre",4304.78326355
"77409","Saint-Germain-Laval",2839.69434224
"77410","Saint-Germain-Laxis",2864.17414953
"77411","Saint-Germain-sous-Doue",1703.11967556
"77412","Saint-Germain-sur-Ecole",981.82912679
"77413","Saint-Germain-sur-Morin",3427.38157372
"77414","Saint-Hilliers",447.38796798
"77415","Saint-Jean-les-Deux-Jumeaux",1117.78583918
"77416","Saint-Just-en-Brie",395.10016817
"77417","Saint-Leger",966.91316061
"77418","Saint-Loup-de-Naud",1411.03352363
"77419","Saint-Mammes",2609.80372931
"77420","Saint-Mard",2478.9130836
"77421","Saint-Mars-Vieux-Maisons",541.85965609
"77423","Saint-Martin-des-Champs",1167.34313369
"77424","Saint-Martin-du-Boschet",156.73118389
"77425","Saint-Martin-en-Biere",513.11030555
"77426","Saint-Mery",901.86582253
"77427","Saint-Mesmes",1780.14187903
"77428","Saint-Ouen-en-Brie",1052.74739798
"77429","Saint-Ouen-sur-Morin",998.81727619
"77430","Saint-Pathus",1328.95745045
"77431","Saint-Pierre-les-Nemours",2408.25956084
"77432","Saint-Remy-la-Vanne",1201.67163207
"77433","Saints",1471.37364884
"77434","Saint-Sauveur-les-Bray",800.90269629
"77435","Saint-Sauveur-sur-Ecole",2244.29579708
"77436","Saint-Simeon",1189.08731361
"77437","Saint-Soupplets",1550.31415092
"77438","Saint-Thibault-des-Vignes",12848.08131095
"77439","Salins",1310.5153305
"77440","Sammeron",1544.82346164
"77441","Samois-sur-Seine",1674.47089083
"77442","Samoreau",2909.25705372
"77443","Sancy",1095.30867147
"77444","Sancy-les-Provins",215.23859981
"77445","Savigny-le-Temple",8312.25810719
"77446","Savins",1016.40190191
"77447","Seine-Port",7014.69272811
"77448","Sept-Sorts",1815.6023207
"77449","Serris",4266.74192619
"77450","Servon",6018.801235
"77451","Signy-Signets",1088.9652714
"77452","Sigy",751.60790977
"77453","Sivry-Courtry",1864.92541342
"77454","Sognolles-en-Montois",702.23664659
"77455","Soignolles-en-Brie",1173.31974788
"77456","Soisy-Bouy",1395.94540628
"77457","Solers",1246.61047325
"77458","Souppes-sur-Loing",1233.84273738
"77459","Sourdun",843.64150358
"77460","Tancrou",1113.06612279
"77461","Thenisy",823.15937069
"77462","Thieux",3124.39753336
"77463","Thomery",3100.76158347
"77464","Thorigny-sur-Marne",7327.28459343
"77465","Thoury-Ferottes",536.63292119
"77466","Tigeaux",1303.30829368
"77467","La Tombe",462.86936467
"77468","Torcy",16158.1829327
"77469","Touquin",687.47683318
"77470","Tournan-en-Brie",2194.09323591
"77471","Tousson",366.67416657
"77472","La Tretoire",798.93130489
"77473","Treuzy-Levelay",840.18552027
"77474","Trilbardou",2769.80473003
"77475","Trilport",4920.05578276
"77476","Trocy-en-Multien",1148.43382064
"77477","Ury",541.91526428
"77478","Ussy-sur-Marne",1534.70317681
"77479","Vaires-sur-Marne",18549.85691132
"77480","Valence-en-Brie",830.26489482
"77481","Vanville",515.57665364
"77482","Varennes-sur-Seine",3101.59292736
"77483","Varreddes",3551.24879602
"77484","Vaucourtois",1760.63823396
"77485","Le Vaudoue",451.81819012
"77486","Vaudoy-en-Brie",430.09985761
"77487","Vaux-le-Penil",7784.57929723
"77489","Vaux-sur-Lunain",227.1220415
"77490","Vendrest",684.30028011
"77491","Veneux-les-Sablons",2661.30959021
"77492","Verdelot",390.06002803
"77493","Verneuil-l'Etang",1727.12883532
"77494","Vernou-la-Celle-sur-Seine",2210.00748315
"77495","Vert-Saint-Denis",10317.76279193
"77496","Vieux-Champagne",424.39587414
"77498","Vignely",3620.41190256
"77500","Villebeon",350.5029
"77501","Villecerf",799.69809813
"77504","Villemarechal",383.89232343
"77505","Villemareuil",1736.53225655
"77506","Villemer",535.66681892
"77507","Villenauxe-la-Petite",424.86986545
"77508","Villeneuve-le-Comte",1444.14771979
"77509","Villeneuve-les-Bordes",566.49714824
"77510","Villeneuve-Saint-Denis",2213.00946143
"77511","Villeneuve-sous-Dammartin",3002.04805674
"77512","Villeneuve-sur-Bellot",523.34431996
"77513","Villenoy",7069.73511168
"77514","Villeparisis",14357.84729908
"77515","Villeroy",1361.57249976
"77516","Ville-Saint-Jacques",1420.64095697
"77517","Villevaude",9353.13794074
"77518","Villiers-en-Biere",5484.7011497
"77519","Villiers-Saint-Georges",224.69731682
"77520","Villiers-sous-Grez",886.46661665
"77521","Villiers-sur-Morin",2326.41196699
"77522","Villiers-sur-Seine",280.67018508
"77523","Villuis",231.66877099
"77524","Vimpelles",669.84527414
"77525","Vinantes",1470.40945209
"77526","Vincy-Manoeuvre",541.65248307
"77527","Voinsles",601.87967897
"77528","Voisenon",8595.16478252
"77529","Voulangis",1723.51550654
"77530","Voulton",539.06174521
"77531","Voulx",413.17370509
"77532","Vulaines-les-Provins",1427.53566825
"77533","Vulaines-sur-Seine",2585.44000378
"77534","Yebles",1391.53265412
"78003","Ablis",568.92828191
"78005","Acheres",12185.60729343
"78006","Adainville",238.13317885
"78007","Aigremont",4876.10655138
"78009","Allainville",300.08539702
"78010","Les Alluets-le-Roi",1736.43814116
"78013","Andelu",1183.93848165
"78015","Andresy",12612.83791963
"78020","Arnouville-les-Mantes",1289.02228994
"78029","Aubergenville",6147.73421043
"78030","Auffargis",1271.0570976
"78031","Auffreville-Brasseuil",7717.8145912
"78033","Aulnay-sur-Mauldre",3274.10443147
"78034","Auteuil",991.98971109
"78036","Autouillet",844.22711195
"78043","Bailly",7257.25641929
"78048","Bazainville",749.5165701
"78049","Bazemont",3592.7237101
"78050","Bazoches-sur-Guyonne",1762.06384048
"78053","Behoust",661.75575349
"78057","Bennecourt",1750.72049976
"78062","Beynes",1353.06846372
"78068","Blaru",443.24770807
"78070","Boinville-en-Mantois",2844.28209305
"78071","Boinville-le-Gaillard",496.05345332
"78072","Boinvilliers",1373.61598669
"78073","Bois-d'Arcy",11620.28596591
"78076","Boissets",369.18868507
"78077","La Boissiere-Ecole",204.77142806
"78082","Boissy-Mauvoisin",1428.57006548
"78084","Boissy-sans-Avoir",818.78750277
"78087","Bonnelles",932.50671313
"78089","Bonnieres-sur-Seine",2031.81333149
"78090","Bouafle",7273.02610038
"78092","Bougival",12810.92676341
"78096","Bourdonne",420.17982433
"78104","Breuil-Bois-Robert",5611.63649092
"78107","Breval",755.0660299
"78108","Les Breviaires",939.10465868
"78113","Brueil-en-Vexin",2918.44573734
"78117","Buc",6202.16767015
"78118","Buchelay",9910.02762664
"78120","Bullion",485.96682787
"78123","Carrieres-sous-Poissy",9282.1946561
"78124","Carrieres-sur-Seine",32455.80488083
"78125","La Celle-les-Bordes",342.36686676
"78126","La Celle-Saint-Cloud",11101.814434
"78128","Cernay-la-Ville",424.12476564
"78133","Chambourcy",5117.38420508
"78138","Chanteloup-les-Vignes",11269.93170195
"78140","Chapet",8071.27652668
"78143","Chateaufort",3843.46827783
"78146","Chatou",21848.12008435
"78147","Chaufour-les-Bonnieres",509.24259144
"78152","Chavenay",4342.64004178
"78158","Le Chesnay",9732.28030188
"78160","Chevreuse",1889.04951783
"78162","Choisel",822.17317013
"78163","Civry-la-Foret",478.79646386
"78164","Clairefontaine-en-Yvelines",616.82505019
"78165","Les Clayes-sous-Bois",9616.05993417
"78168","Coignieres",5287.07399674
"78171","Conde-sur-Vesgre",274.75079466
"78172","Conflans-Sainte-Honorine",15548.52897724
"78185","Courgent",623.14600055
"78188","Cravent",395.02766647
"78189","Crespieres",1049.54405183
"78190","Croissy-sur-Seine",14110.35059665
"78192","Dammartin-en-Serve",645.85513782
"78193","Dampierre-en-Yvelines",1484.96556756
"78194","Dannemarie",511.94796062
"78196","Davron",2203.71309391
"78202","Drocourt",1611.68086657
"78206","Ecquevilly",5387.23550739
"78208","Elancourt",11905.829905
"78209","Emance",189.01737677
"78217","Epone",4439.55730799
"78220","Les Essarts-le-Roi",1945.97175597
"78224","L'Etang-la-Ville",4601.16251252
"78227","Evecquemont",7431.11733493
"78230","La Falaise",3733.96169014
"78231","Favrieux",2738.10485741
"78233","Feucherolles",2304.94702034
"78234","Flacourt",1663.85304388
"78236","Flexanville",648.60661444
"78237","Flins-Neuve-Eglise",437.7972484
"78238","Flins-sur-Seine",7421.16708791
"78239","Follainville-Dennemont",8271.19337163
"78242","Fontenay-le-Fleury",8784.55804106
"78245","Fontenay-Mauvoisin",5251.21256029
"78246","Fontenay-Saint-Pere",5531.0148463
"78251","Fourqueux",5055.78857299
"78255","Freneuse",1926.50820861
"78261","Gaillon-sur-Montcient",4816.28078126
"78262","Galluis",680.33409942
"78263","Gambais",544.16208795
"78264","Gambaiseuil",344.34713219
"78265","Garancieres",672.97653512
"78267","Gargenville",5729.74872063
"78269","Gazeran",1399.88738789
"78276","Gommecourt",1233.39373611
"78278","Goupillieres",736.07873815
"78281","Goussonville",2307.17289924
"78283","Grandchamp",167.41488177
"78285","Gressey",624.25206254
"78289","Grosrouvre",514.73231083
"78290","Guernes",5958.94733978
"78291","Guerville",6971.82202757
"78296","Guitrancourt",6404.27480773
"78297","Guyancourt",8340.46377959
"78299","Hardricourt",6873.16421316
"78300","Hargeville",805.72163711
"78302","La Hauteville",169.24078369
"78305","Herbeville",1392.52671619
"78307","Hermeray",212.31887288
"78310","Houdan",660.48299771
"78311","Houilles",36519.76697207
"78314","Issou",6932.87410527
"78317","Jambville",1511.50019432
"78320","Jeufosse",1427.24501007
"78321","Jouars-Pontchartrain",6699.13330551
"78322","Jouy-en-Josas",5890.89086389
"78324","Jouy-Mauvoisin",6645.04341024
"78325","Jumeauville",1470.41667048
"78327","Juziers",5919.93716561
"78329","Lainville-en-Vexin",828.68117387
"78334","Levis-Saint-Nom",3722.44047808
"78335","Limay",10744.26631624
"78337","Limetz-Villez",1258.59086919
"78343","Les Loges-en-Josas",5012.46312291
"78344","Lommoye",898.2865747
"78346","Longnes",657.41480755
"78349","Longvilliers",1325.48675793
"78350","Louveciennes",8928.41562656
"78354","Magnanville",9325.16601467
"78356","Magny-les-Hameaux",5609.0516673
"78358","Maisons-Laffitte",20213.26896329
"78361","Mantes-la-Jolie",10755.07404161
"78362","Mantes-la-Ville",10870.9466721
"78364","Marcq",1044.74495276
"78366","Mareil-le-Guyon",1745.95487691
"78367","Mareil-Marly",5765.11655701
"78368","Mareil-sur-Mauldre",1217.40700916
"78372","Marly-le-Roi",6604.30968757
"78380","Maule",1934.47353452
"78381","Maulette",694.60192827
"78382","Maurecourt",14908.23184371
"78383","Maurepas",8104.88964331
"78384","Medan",8162.10323855
"78385","Menerville",1486.30007047
"78389","Mere",896.0618168
"78391","Mericourt",2893.6126085
"78396","Le Mesnil-le-Roi",14043.242777
"78397","Le Mesnil-Saint-Denis",7032.6461061
"78398","Les Mesnuls",1050.24734222
"78401","Meulan-en-Yvelines",7691.41528116
"78402","Mezieres-sur-Seine",5499.70333431
"78403","Mezy-sur-Seine",7055.71355388
"78404","Millemont",638.51131549
"78406","Milon-la-Chapelle",3965.21466486
"78407","Mittainville",134.20175672
"78410","Moisson",1155.98125492
"78413","Mondreville",466.66974809
"78415","Montainville",1210.72906983
"78416","Montalet-le-Bois",1323.2731783
"78417","Montchauvet",544.04587256
"78418","Montesson",18611.68048252
"78420","Montfort-l'Amaury",651.51892735
"78423","Montigny-le-Bretonneux",11815.32495552
"78431","Morainvilliers",4312.48173379
"78437","Mousseaux-sur-Seine",2298.27642165
"78439","Mulcent",562.99338108
"78440","Les Mureaux",8405.53042746
"78442","Neauphle-le-Chateau",5077.34170952
"78443","Neauphle-le-Vieux",1907.64889263
"78444","Neauphlette",611.76296983
"78451","Nezel",4256.74094132
"78455","Noisy-le-Roi",5390.23092908
