"ID","NAMES","artisans_AsTheCrowFlies_POT_0"
"78033","Aulnay-sur-Mauldre",40
"78034","Auteuil",40
"78036","Autouillet",4
"78043","Bailly",66
"78048","Bazainville",66
"78049","Bazemont",36
"78050","Bazoches-sur-Guyonne",37
"78053","Behoust",36
"78057","Bennecourt",56
"78062","Beynes",152
"78068","Blaru",28
"78070","Boinville-en-Mantois",24
"78071","Boinville-le-Gaillard",16
"78072","Boinvilliers",4
"78073","Bois-d'Arcy",288
"78076","Boissets",0
"78077","La Boissiere-Ecole",31
"78082","Boissy-Mauvoisin",24
"78084","Boissy-sans-Avoir",32
"78087","Bonnelles",44
"78089","Bonnieres-sur-Seine",94
"78090","Bouafle",64
"78092","Bougival",179
"78096","Bourdonne",32
"78104","Breuil-Bois-Robert",39
"78107","Breval",58
"78108","Les Breviaires",37
"78113","Brueil-en-Vexin",12
"78117","Buc",92
"78118","Buchelay",68
"78120","Bullion",60
"78123","Carrieres-sous-Poissy",295
"78124","Carrieres-sur-Seine",351
"78125","La Celle-les-Bordes",8
"78126","La Celle-Saint-Cloud",471
"78128","Cernay-la-Ville",68
"78133","Chambourcy",160
"78138","Chanteloup-les-Vignes",180
"78140","Chapet",31
"78143","Chateaufort",57
"78146","Chatou",730
"78147","Chaufour-les-Bonnieres",20
"78152","Chavenay",65
"78158","Le Chesnay",627
"78160","Chevreuse",165
"78162","Choisel",20
"78163","Civry-la-Foret",16
"78164","Clairefontaine-en-Yvelines",36
"78165","Les Clayes-sous-Bois",277
"78168","Coignieres",48
"78171","Conde-sur-Vesgre",52
"78172","Conflans-Sainte-Honorine",646
"78185","Courgent",16
"78188","Cravent",25
"78189","Crespieres",80
"78190","Croissy-sur-Seine",285
"78192","Dammartin-en-Serve",30
"78193","Dampierre-en-Yvelines",47
"78194","Dannemarie",0
"78196","Davron",19
"78202","Drocourt",17
"78206","Ecquevilly",104
"78208","Elancourt",383
"78209","Emance",8
"78217","Epone",140
"78220","Les Essarts-le-Roi",159
"78224","L'Etang-la-Ville",129
"78227","Evecquemont",24
"78230","La Falaise",21
"78231","Favrieux",8
"78233","Feucherolles",88
"78234","Flacourt",16
"78236","Flexanville",24
"78237","Flins-Neuve-Eglise",4
"78238","Flins-sur-Seine",49
"78239","Follainville-Dennemont",76
"78242","Fontenay-le-Fleury",210
"78245","Fontenay-Mauvoisin",8
"78246","Fontenay-Saint-Pere",40
"78251","Fourqueux",120
"78255","Freneuse",64
"78261","Gaillon-sur-Montcient",20
"78262","Galluis",16
"78263","Gambais",106
"78264","Gambaiseuil",12
"78265","Garancieres",92
"78267","Gargenville",160
"78269","Gazeran",20
"78276","Gommecourt",20
"78278","Goupillieres",0
"78281","Goussonville",32
"78283","Grandchamp",32
"78285","Gressey",20
"78289","Grosrouvre",41
"78290","Guernes",60
"78291","Guerville",79
"78296","Guitrancourt",28
"78297","Guyancourt",360
"78299","Hardricourt",56
"78300","Hargeville",12
"78302","La Hauteville",4
"78305","Herbeville",24
"78307","Hermeray",53
"78310","Houdan",104
"78311","Houilles",615
"78314","Issou",98
"78317","Jambville",21
"78320","Jeufosse",8
"78321","Jouars-Pontchartrain",174
"78322","Jouy-en-Josas",191
"78324","Jouy-Mauvoisin",16
"78325","Jumeauville",35
"78327","Juziers",104
"78329","Lainville-en-Vexin",24
"78334","Levis-Saint-Nom",32
"78335","Limay",247
"78337","Limetz-Villez",52
"78343","Les Loges-en-Josas",36
"78344","Lommoye",24
"78346","Longnes",60
"78349","Longvilliers",29
"78350","Louveciennes",200
"78354","Magnanville",59
"78356","Magny-les-Hameaux",148
"78358","Maisons-Laffitte",495
"78361","Mantes-la-Jolie",562
"78362","Mantes-la-Ville",296
"78364","Marcq",19
"78366","Mareil-le-Guyon",17
"78367","Mareil-Marly",140
"78368","Mareil-sur-Mauldre",52
"78372","Marly-le-Roi",363
"78380","Maule",176
"78381","Maulette",42
"78382","Maurecourt",84
"78383","Maurepas",284
"78384","Medan",89
"78385","Menerville",0
"78389","Mere",65
"78391","Mericourt",8
"78396","Le Mesnil-le-Roi",180
"78397","Le Mesnil-Saint-Denis",140
"78398","Les Mesnuls",33
"78401","Meulan-en-Yvelines",238
"78402","Mezieres-sur-Seine",115
"78403","Mezy-sur-Seine",66
"78404","Millemont",0
"78406","Milon-la-Chapelle",17
"78407","Mittainville",37
"78410","Moisson",36
"78413","Mondreville",15
"78415","Montainville",41
"78416","Montalet-le-Bois",16
"78417","Montchauvet",12
"78418","Montesson",373
"78420","Montfort-l'Amaury",117
"78423","Montigny-le-Bretonneux",402
"78431","Morainvilliers",93
"78437","Mousseaux-sur-Seine",24
"78439","Mulcent",13
"78440","Les Mureaux",383
"78442","Neauphle-le-Chateau",68
"78443","Neauphle-le-Vieux",25
"78444","Neauphlette",12
"78451","Nezel",20
"78455","Noisy-le-Roi",246
"78460","Oinville-sur-Montcient",24
"78464","Orcemont",12
"78465","Orgerus",113
"78466","Orgeval",226
"78470","Orphin",40
"78472","Orsonville",8
"78474","Orvilliers",30
"78475","Osmoy",8
"78478","Paray-Douaville",4
"78481","Le Pecq",387
"78484","Perdreauville",13
"78486","Le Perray-en-Yvelines",144
"78490","Plaisir",522
"78497","Poigny-la-Foret",38
"78498","Poissy",591
"78499","Ponthevrard",16
"78501","Porcheville",61
"78502","Le Port-Marly",109
"78503","Port-Villez",4
"78505","Prunay-le-Temple",20
"78506","Prunay-en-Yvelines",24
"78513","La Queue-les-Yvelines",44
"78516","Raizeux",19
"78517","Rambouillet",428
"78518","Rennemoulin",12
"78520","Richebourg",52
"78522","Rochefort-en-Yvelines",63
"78524","Rocquencourt",104
"78528","Rolleboise",4
"78530","Rosay",24
"78531","Rosny-sur-Seine",78
"78536","Sailly",20
"78537","Saint-Arnoult-en-Yvelines",217
"78545","Saint-Cyr-l'Ecole",243
"78548","Saint-Forget",20
"78550","Saint-Germain-de-la-Grange",32
"78551","Saint-Germain-en-Laye",862
"78557","Saint-Hilarion",36
"78558","Saint-Illiers-la-Ville",8
"78559","Saint-Illiers-le-Bois",16
"78561","Saint-Lambert",34
"78562","Saint-Leger-en-Yvelines",68
"78564","Saint-Martin-de-Brethencourt",12
"78565","Saint-Martin-des-Champs",8
"78567","Saint-Martin-la-Garenne",37
"78569","Sainte-Mesme",20
"78571","Saint-Nom-la-Breteche",181
"78575","Saint-Remy-les-Chevreuse",142
"78576","Saint-Remy-l'Honore",56
"78586","Sartrouville",1090
"78588","Saulx-Marchais",28
"78590","Senlisse",20
"78591","Septeuil",56
"78597","Soindres",37
"78601","Sonchamp",64
"78605","Tacoignieres",16
"78606","Le Tartre-Gaudran",4
"78608","Le Tertre-Saint-Denis",0
"78609","Tessancourt-sur-Aubette",48
"78615","Thiverval-Grignon",41
"78616","Thoiry",20
"78618","Tilly",16
"78620","Toussus-le-Noble",21
"78621","Trappes",356
"78623","Le Tremblay-sur-Mauldre",37
"78624","Triel-sur-Seine",264
"78638","Vaux-sur-Seine",184
"78640","Velizy-Villacoublay",334
"78642","Verneuil-sur-Seine",333
"78643","Vernouillet",164
"78644","La Verriere",84
"78646","Versailles",1535
"78647","Vert",24
"78650","Le Vesinet",442
"78653","Vicq",32
"78655","Vieille-Eglise-en-Yvelines",8
"78668","La Villeneuve-en-Chevrie",8
"78672","Villennes-sur-Seine",183
"78674","Villepreux",156
"78677","Villette",16
"78681","Villiers-le-Mahieu",8
"78683","Villiers-Saint-Frederic",96
"78686","Viroflay",230
"78688","Voisins-le-Bretonneux",148
"91001","Abbeville-la-Riviere",4
"91016","Angerville",108
"91017","Angervilliers",20
"91021","Arpajon",206
"91022","Arrancourt",8
"91027","Athis-Mons",613
"91035","Authon-la-Plaine",4
"91037","Auvernaux",8
"91038","Auvers-Saint-Georges",30
"91041","Avrainville",38
"91044","Ballainvilliers",76
"91045","Ballancourt-sur-Essonne",126
"91047","Baulne",44
"91064","Bievres",148
"91067","Blandy",0
"91069","Boigneville",8
"91075","Bois-Herpin",8
"91079","Boissy-la-Riviere",20
"91080","Boissy-le-Cutte",20
"91081","Boissy-le-Sec",28
"91085","Boissy-sous-Saint-Yon",161
"91086","Bondoufle",171
"91093","Boullay-les-Troux",20
"91095","Bouray-sur-Juine",33
"91097","Boussy-Saint-Antoine",83
"91098","Boutervilliers",19
"91099","Boutigny-sur-Essonne",99
"91100","Bouville",8
"91103","Bretigny-sur-Orge",401
"91105","Breuillet",174
"91106","Breux-Jouy",36
"91109","Brieres-les-Scelles",19
"91111","Briis-sous-Forges",98
"91112","Brouy",0
"91114","Brunoy",488
"91115","Bruyeres-le-Chatel",72
"91121","Buno-Bonnevaux",16
"91122","Bures-sur-Yvette",192
"91129","Cerny",122
"91130","Chalo-Saint-Mars",44
"91131","Chalou-Moulineux",4
"91132","Chamarande",35
"91135","Champcueil",96
"91136","Champlan",132
"91137","Champmotteux",12
"91145","Chatignonville",4
"91148","Chauffour-les-Etrechy",0
"91156","Cheptainville",44
"91159","Chevannes",43
"91161","Chilly-Mazarin",407
"91174","Corbeil-Essonnes",730
"91175","Corbreuse",39
"91179","Le Coudray-Montceaux",117
"91180","Courances",16
"91182","Courcouronnes",188
"91184","Courdimanche-sur-Essonne",4
"91186","Courson-Monteloup",8
"91191","Crosne",164
"91195","Dannemois",40
"91198","D'Huison-Longueville",48
"91200","Dourdan",173
"91201","Draveil",523
"91204","Echarcon",32
"91207","Egly",64
"91215","Epinay-sous-Senart",128
"91216","Epinay-sur-Orge",189
"91222","Estouches",0
"91223","Etampes",309
"91225","Etiolles",121
"91226","Etrechy",116
"91228","Evry",644
"91232","La Ferte-Alais",120
"91235","Fleury-Merogis",39
"91240","Fontaine-la-Riviere",4
"91243","Fontenay-les-Briis",72
"91244","Fontenay-le-Vicomte",20
"91247","La Foret-le-Roi",4
"91248","La Foret-Sainte-Croix",0
"91249","Forges-les-Bains",157
"91272","Gif-sur-Yvette",382
"91273","Gironville-sur-Essonne",24
"91274","Gometz-la-Ville",16
"91275","Gometz-le-Chatel",53
"91284","Les Granges-le-Roi",34
"91286","Grigny",469
"91292","Guibeville",24
"91293","Guigneville-sur-Essonne",36
"91294","Guillerval",28
"91312","Igny",256
"91315","Itteville",126
"91318","Janville-sur-Juine",77
"91319","Janvry",32
"91326","Juvisy-sur-Orge",282
"91330","Lardy",100
"91332","Leudeville",51
"91333","Leuville-sur-Orge",132
"91338","Limours",181
"91339","Linas",199
"91340","Lisses",77
"91345","Longjumeau",326
"91347","Longpont-sur-Orge",200
"91359","Maisse",89
"91363","Marcoussis",236
"91374","Marolles-en-Beauce",12
"91376","Marolles-en-Hurepoix",71
"91377","Massy",432
"91378","Mauchamps",8
"91386","Mennecy",343
"91390","Mereville",98
"91393","Merobert",4
"91399","Mespuits",4
"91405","Milly-la-Foret",167
"91408","Moigny-sur-Ecole",68
"91411","Les Molieres",80
"91412","Mondeville",0
"91414","Monnerville",12
"91421","Montgeron",473
"91425","Montlhery",258
"91432","Morangis",405
"91433","Morigny-Champigny",136
"91434","Morsang-sur-Orge",528
"91435","Morsang-sur-Seine",37
"91441","Nainville-les-Roches",21
"91457","La Norville",76
"91458","Nozay",112
"91461","Ollainville",155
"91463","Oncy-sur-Ecole",31
"91468","Ormoy",63
"91469","Ormoy-la-Riviere",32
"91471","Orsay",283
"91473","Orveau",4
"91477","Palaiseau",377
