"ID","NAMES","artisans_AsTheCrowFlies_ACC_0.01"
"77443","Sancy",10035.7591650045
"77444","Sancy-les-Provins",25855.6603031548
"77445","Savigny-le-Temple",6423.89471218976
"77446","Savins",22686.0127070695
"77447","Seine-Port",6528.68960098922
"77448","Sept-Sorts",14475.0741457013
"77449","Serris",6688.21681794242
"77450","Servon",5395.02636991162
"77451","Signy-Signets",12648.9032776945
"77452","Sigy",21917.3102281035
"77453","Sivry-Courtry",10363.9679385059
"77454","Sognolles-en-Montois",20941.9867225772
"77455","Soignolles-en-Brie",9376.90913888898
"77456","Soisy-Bouy",26052.5651925829
"77457","Solers",9758.17275090036
"77458","Souppes-sur-Loing",22049.1557155945
"77459","Sourdun",27898.4150957159
"77460","Tancrou",16055.9665881827
"77461","Thenisy",22113.17015058
"77462","Thieux",8260.13533711256
"77463","Thomery",11947.9957638095
"77464","Thorigny-sur-Marne",5641.27208980791
"77465","Thoury-Ferottes",18686.3301995328
"77466","Tigeaux",9813.70589657242
"77467","La Tombe",21229.4058828874
"77468","Torcy",4038.46511943346
"77469","Touquin",14792.16222926
"77470","Tournan-en-Brie",9207.33397618473
"77471","Tousson",16012.0093189182
"77472","La Tretoire",18866.4746733697
"77473","Treuzy-Levelay",16204.5437573961
"77474","Trilbardou",8306.68827701952
"77475","Trilport",10768.5141901397
"77476","Trocy-en-Multien",15043.4563229129
"77477","Ury",13908.35553099
"77478","Ussy-sur-Marne",14481.9478249525
"77479","Vaires-sur-Marne",3765.21411799036
"77480","Valence-en-Brie",14196.3243557005
"77481","Vanville",19717.2803018254
"77482","Varennes-sur-Seine",16163.8897014786
"77483","Varreddes",12100.2406729362
"77484","Vaucourtois",9748.5308143892
"77485","Le Vaudoue",14909.4941579211
"77486","Vaudoy-en-Brie",16654.1830350672
"77487","Vaux-le-Penil",8452.29152381173
"77489","Vaux-sur-Lunain",23719.374980494
"77490","Vendrest",19094.4663732594
"77491","Veneux-les-Sablons",12587.8505951261
"77492","Verdelot",24657.2976737366
"77493","Verneuil-l'Etang",12694.4591272185
"77494","Vernou-la-Celle-sur-Seine",13352.4700911654
"77495","Vert-Saint-Denis",6883.22049638921
"77496","Vieux-Champagne",19831.6330757681
"77498","Vignely",7838.50221871308
"77500","Villebeon",23724.5141114573
"77501","Villecerf",14661.8789931106
"77504","Villemarechal",17698.9190730344
"77505","Villemareuil",10501.043743582
"77506","Villemer",15121.2404900074
"77507","Villenauxe-la-Petite",29412.5681130491
"77508","Villeneuve-le-Comte",8744.51333909864
"77509","Villeneuve-les-Bordes",17998.7577135581
"77510","Villeneuve-Saint-Denis",7696.44992775684
"77511","Villeneuve-sous-Dammartin",8477.20534146262
"77512","Villeneuve-sur-Bellot",22986.5908440628
"77513","Villenoy",8158.56708874117
"77514","Villeparisis",4593.08335108565
"77515","Villeroy",9448.48217608526
"77516","Ville-Saint-Jacques",15638.6145354498
"77517","Villevaude",5187.11363119124
"77518","Villiers-en-Biere",7945.87301965258
"77519","Villiers-Saint-Georges",27353.0428690379
"77520","Villiers-sous-Grez",14536.7951288551
"77521","Villiers-sur-Morin",8470.56075438935
"77522","Villiers-sur-Seine",30771.1743630046
"77523","Villuis",31193.7657166676
"77524","Vimpelles",22575.6046644698
"77525","Vinantes",9866.44549362009
"77526","Vincy-Manoeuvre",17077.9247605813
"77527","Voinsles",15866.3827802347
"77528","Voisenon",7689.7074079435
"77529","Voulangis",9165.12035140321
"77530","Voulton",25264.6097317625
"77531","Voulx",20341.3788191768
"77532","Vulaines-les-Provins",22203.8446744792
"77533","Vulaines-sur-Seine",11270.8856539722
"77534","Yebles",10901.7156751145
"78003","Ablis",17837.9758715663
"78005","Acheres",4323.22246974036
"78006","Adainville",16150.2652979371
"78007","Aigremont",5509.84633458321
"78009","Allainville",18899.3411087885
"78010","Les Alluets-le-Roi",7529.84741302047
"78013","Andelu",9484.05883852191
"78015","Andresy",4626.61691187457
"78020","Arnouville-les-Mantes",10123.357871252
"78029","Aubergenville",7682.20790686554
"78030","Auffargis",10256.7716796612
"78031","Auffreville-Brasseuil",9182.01589016182
"78033","Aulnay-sur-Mauldre",8327.56593255188
"78034","Auteuil",9663.26029309463
"78036","Autouillet",10167.314737022
"78043","Bailly",3954.42838444172
"78048","Bazainville",13962.3438397987
"78049","Bazemont",7828.18483370111
"78050","Bazoches-sur-Guyonne",8719.40976662391
"78053","Behoust",11851.2878928154
"78057","Bennecourt",15552.4837961857
"78062","Beynes",8473.84770533227
"78068","Blaru",20161.9747004582
"78070","Boinville-en-Mantois",9195.19532143304
"78071","Boinville-le-Gaillard",18605.0474479644
"78072","Boinvilliers",11066.1395049481
"78073","Bois-d'Arcy",4898.19510115249
"78076","Boissets",15446.0649023053
"78077","La Boissiere-Ecole",16943.2474437103
"78082","Boissy-Mauvoisin",13364.0280988567
"78084","Boissy-sans-Avoir",10217.3336960993
"78087","Bonnelles",10410.8072360345
"78089","Bonnieres-sur-Seine",14646.2161899447
"78090","Bouafle",6918.5883277342
"78092","Bougival",2858.57622052631
"78096","Bourdonne",15613.676340571
"78104","Breuil-Bois-Robert",9258.51462317025
"78107","Breval",15524.3209506811
"78108","Les Breviaires",10863.6935067332
"78113","Brueil-en-Vexin",8889.10573534643
"78117","Buc",4744.45878587308
"78118","Buchelay",9637.90543060415
"78120","Bullion",10979.1672479164
"78123","Carrieres-sous-Poissy",5009.2119890407
"78124","Carrieres-sur-Seine",2546.20541844908
"78125","La Celle-les-Bordes",11012.6691836468
"78126","La Celle-Saint-Cloud",2957.10090791386
"78128","Cernay-la-Ville",9995.03750382848
"78133","Chambourcy",5221.01366477639
"78138","Chanteloup-les-Vignes",4829.30949368689
"78140","Chapet",6017.44822691526
"78143","Chateaufort",5971.87184296668
"78146","Chatou",2716.65068686127
"78147","Chaufour-les-Bonnieres",19231.7638594117
"78152","Chavenay",5986.66975220853
"78158","Le Chesnay",3017.20883340915
"78160","Chevreuse",7713.87649377108
"78162","Choisel",9072.68095630847
"78163","Civry-la-Foret",14185.9748185819
"78164","Clairefontaine-en-Yvelines",12659.3567099405
"78165","Les Clayes-sous-Bois",5396.364593507
"78168","Coignieres",7555.96988435916
"78171","Conde-sur-Vesgre",15384.7857196458
"78172","Conflans-Sainte-Honorine",4149.17182990009
"78185","Courgent",11897.8720946876
"78188","Cravent",18826.9761075421
"78189","Crespieres",7652.87385251436
"78190","Croissy-sur-Seine",2817.14947859675
"78192","Dammartin-en-Serve",12791.1924476204
"78193","Dampierre-en-Yvelines",8454.90919600759
"78194","Dannemarie",17204.8996496034
"78196","Davron",6939.55173679832
"78202","Drocourt",10337.3312503215
"78206","Ecquevilly",6716.67384276168
"78208","Elancourt",5571.73634888322
"78209","Emance",18547.9196996135
"78217","Epone",8217.41149636922
"78220","Les Essarts-le-Roi",9130.37107594903
"78224","L'Etang-la-Ville",4615.97956673169
"78227","Evecquemont",6419.89481311731
"78230","La Falaise",8328.31543188231
"78231","Favrieux",11089.279674876
"78233","Feucherolles",6338.24142058108
"78234","Flacourt",11359.744112688
"78236","Flexanville",11028.9567835332
"78237","Flins-Neuve-Eglise",14956.3204199142
"78238","Flins-sur-Seine",7316.70912163673
"78239","Follainville-Dennemont",9700.8963975947
"78242","Fontenay-le-Fleury",4549.56459277898
"78245","Fontenay-Mauvoisin",10575.7618004865
"78246","Fontenay-Saint-Pere",9318.52159880573
"78251","Fourqueux",4772.90387035521
"78255","Freneuse",13841.9451999113
"78261","Gaillon-sur-Montcient",7915.89949775539
"78262","Galluis",10444.9806898365
"78263","Gambais",14208.0246046756
"78264","Gambaiseuil",12896.7662636318
"78265","Garancieres",11095.2032242105
"78267","Gargenville",7975.11384077183
"78269","Gazeran",15282.123898132
"78276","Gommecourt",15637.9171747009
"78278","Goupillieres",10229.6967570618
"78281","Goussonville",9158.50531397939
"78283","Grandchamp",18177.3225896233
"78285","Gressey",15585.6907015367
"78289","Grosrouvre",11518.9989045179
"78290","Guernes",11122.5869986818
"78291","Guerville",8617.5215527631
"78296","Guitrancourt",8404.19073727825
"78297","Guyancourt",4925.16813774956
"78299","Hardricourt",7598.71386450686
"78300","Hargeville",10188.4144981986
"78302","La Hauteville",18098.4727635786
"78305","Herbeville",8050.64858792615
"78307","Hermeray",17547.1174897696
"78310","Houdan",16736.0277664608
"78311","Houilles",2523.27325707479
"78314","Issou",7971.9585782144
"78317","Jambville",9479.53362048838
"78320","Jeufosse",16903.3762073977
"78321","Jouars-Pontchartrain",6810.4300222997
"78322","Jouy-en-Josas",4695.85934048963
"78324","Jouy-Mauvoisin",10473.3138820591
"78325","Jumeauville",9444.65140989693
"78327","Juziers",7920.34415850014
"78329","Lainville-en-Vexin",10445.0557083709
"78334","Levis-Saint-Nom",8003.64951117026
"78335","Limay",8412.93013874537
"78337","Limetz-Villez",17153.5240349234
"78343","Les Loges-en-Josas",5094.72771838957
"78344","Lommoye",17157.5246671
"78346","Longnes",14078.8635579028
"78349","Longvilliers",12322.7551173948
"78350","Louveciennes",3240.35611066116
"78354","Magnanville",9411.60210676448
"78356","Magny-les-Hameaux",6188.72714355248
