"ID","NAMES","total_AsTheCrowFlies_POT_5000"
"77053","Brie-Comte-Robert",28741.0843663
"77054","La Brosse-Montceaux",3421.56226619
"77055","Brou-sur-Chantereine",85201.21365081
"77056","Burcy",818.03781418
"77057","Bussieres",3304.70597063
"77058","Bussy-Saint-Georges",48415.30491512
"77059","Bussy-Saint-Martin",75423.94629554
"77060","Buthiers",1139.16788558
"77061","Cannes-Ecluse",9584.71925597
"77062","Carnetin",39629.2282301
"77063","La Celle-sur-Morin",6682.56692942
"77065","Cely",5325.69292537
"77066","Cerneux",822.23451273
"77067","Cesson",49217.945733
"77068","Cessoy-en-Montois",2758.93261851
"77069","Chailly-en-Biere",11216.96509224
"77070","Chailly-en-Brie",8793.62052137
"77071","Chaintreaux",2668.48925845
"77072","Chalautre-la-Grande",751.52860414
"77073","Chalautre-la-Petite",6203.21089968
"77075","Chalifert",33620.39194768
"77076","Chalmaison",3988.7720772
"77077","Chambry",21899.38422593
"77078","Chamigny",6575.4552312
"77079","Champagne-sur-Seine",16621.41312792
"77080","Champcenest",1028.01294441
"77081","Champdeuil",5494.20775847
"77082","Champeaux",4894.99895109
"77083","Champs-sur-Marne",160340.18129639
"77084","Changis-sur-Marne",6482.98047153
"77085","Chanteloup-en-Brie",52951.46814982
"77086","La Chapelle-Gauthier",3573.61844998
"77087","La Chapelle-Iger",2990.53551824
"77088","La Chapelle-la-Reine",3100.20962188
"77089","La Chapelle-Rablais",2500.84143324
"77090","La Chapelle-Saint-Sulpice",2422.74618262
"77091","Les Chapelles-Bourbon",6754.76656171
"77093","La Chapelle-Moutils",1752.05405561
"77094","Charmentray",9449.5818551
"77095","Charny",6881.48662392
"77096","Chartrettes",17464.52611069
"77097","Chartronges",2805.44309796
"77098","Chateaubleau",1704.59047014
"77099","Chateau-Landon",2517.14847568
"77100","Le Chatelet-en-Brie",5219.12148253
"77101","Chatenay-sur-Seine",2237.34448757
"77102","Chatenoy",3710.69453454
"77103","Chatillon-la-Borde",4001.52665776
"77104","Chatres",8263.90131107
"77106","Chauffry",5672.25348502
"77107","Chaumes-en-Brie",7950.24151866
"77108","Chelles",141991.49467706
"77109","Chenoise",1474.80214173
"77110","Chenou",2054.60319919
"77111","Chessy",43724.71784049
"77112","Chevrainvilliers",2714.68904431
"77113","Chevru",2018.17973157
"77114","Chevry-Cossigny",20060.13220549
"77115","Chevry-en-Sereine",1739.15544646
"77116","Choisy-en-Brie",2802.06297153
"77117","Citry",2664.98126025
"77118","Claye-Souilly",27303.98454539
"77119","Clos-Fontaine",3364.57025213
"77120","Cocherel",3276.34879872
"77121","Collegien",70839.40882111
"77122","Combs-la-Ville",44561.28910706
"77123","Compans",20322.01328982
"77124","Conches-sur-Gondoire",58897.99587081
"77125","Conde-Sainte-Libiaire",25368.08007071
"77126","Congis-sur-Therouanne",7165.33153331
"77127","Coubert",8534.15633381
"77128","Couilly-Pont-aux-Dames",22024.56002394
"77129","Coulombs-en-Valois",1513.81863808
"77130","Coulommes",12495.46340591
"77131","Coulommiers",12203.81927605
"77132","Coupvray",34100.85215289
"77133","Courcelles-en-Bassee",4011.03624967
"77134","Courchamp",989.05984275
"77135","Courpalay",3577.30222607
"77136","Courquetaine",7617.7857961
"77137","Courtacon",1050.70565556
"77138","Courtomer",6179.48872065
"77139","Courtry",104924.93986795
"77140","Coutencon",2082.41907647
"77141","Coutevroult",22325.32458151
"77142","Crecy-la-Chapelle",8173.29958103
"77143","Cregy-les-Meaux",31253.5936654
"77144","Crevecoeur-en-Brie",3907.51672226
"77145","Crisenoy",5078.59604
"77146","Croissy-Beaubourg",81037.82362565
"77147","La Croix-en-Brie",2268.39277426
"77148","Crouy-sur-Ourcq",1906.01649904
"77149","Cucharmoy",1738.75747211
"77150","Cuisy",7326.25735246
"77151","Dagny",1862.87584962
"77152","Dammarie-les-Lys",43363.59915731
"77153","Dammartin-en-Goele",13346.13325299
"77154","Dammartin-sur-Tigeaux",6298.09503565
"77155","Dampmart",37957.65272245
"77156","Darvault",9618.90419389
"77157","Dhuisy",1529.73368629
"77158","Diant",1710.60349649
"77159","Donnemarie-Dontilly",2761.91568371
"77161","Dormelles",3231.30733861
"77162","Doue",4460.74652084
"77163","Douy-la-Ramee",3033.1662269
"77164","Echouboulains",2194.43112525
"77165","Les Ecrennes",3250.29827531
"77166","Ecuelles",9887.69430577
"77167","Egligny",2422.5024905
"77168","Egreville",1682.44098754
"77169","Emerainville",129359.10552155
"77170","Episy",6609.14699474
"77171","Esbly",26076.96888477
"77172","Esmans",7180.19608161
"77173","Etrepilly",3678.08541179
"77174","Everly",3058.88686053
"77175","Evry-Gregy-sur-Yerre",22467.33821298
"77176","Faremoutiers",6592.99945707
"77177","Favieres",13938.05234613
"77178","Fay-les-Nemours",6575.80619024
"77179","Fericy",8013.71348821
"77180","Ferolles-Attilly",30808.02104081
"77181","Ferrieres-en-Brie",49651.99015401
"77182","La Ferte-Gaucher",3984.72202971
"77183","La Ferte-sous-Jouarre",8266.19058474
"77184","Flagy",3184.85722932
"77185","Fleury-en-Biere",4411.59128029
"77186","Fontainebleau",12235.86625794
"77187","Fontaine-Fourches",621.73696496
"77188","Fontaine-le-Port",8655.038056
"77190","Fontains",4177.2927264
"77191","Fontenailles",3243.70559114
"77192","Fontenay-Tresigny",6611.20685935
"77193","Forfry",5611.58016513
"77194","Forges",8432.55287132
"77195","Fouju",4474.52149631
"77196","Fresnes-sur-Marne",13267.75614344
"77197","Fretoy",1825.02120061
"77198","Fromont",1043.51056988
"77199","Fublaines",29157.84606568
"77200","Garentreville",1128.27539581
"77201","Gastins",2230.49341982
"77202","La Genevraye",5866.08804282
"77203","Germigny-l'Eveque",18475.71020027
"77204","Germigny-sous-Coulombs",1022.3374582
"77205","Gesvres-le-Chapitre",6589.32173547
"77206","Giremoutiers",6504.2099785
"77207","Gironville",723.25195752
"77208","Gouaix",2864.61522743
"77209","Gouvernes",68005.93563262
"77210","La Grande-Paroisse",9831.32840225
"77211","Grandpuits-Bailly-Carrois",4729.96125047
"77212","Gravon",1491.62507477
"77214","Gressy",26085.29944672
"77215","Gretz-Armainvilliers",20670.8515174
"77216","Grez-sur-Loing",6966.63150109
"77217","Grisy-Suisnes",12756.10268539
"77218","Grisy-sur-Seine",1896.37823806
"77219","Guerard",7018.50742074
"77220","Guercheville",1570.63895709
"77221","Guermantes",61008.95249839
"77222","Guignes",7211.64617642
"77223","Gurcy-le-Chatel",2643.60392917
"77224","Hautefeuille",4775.43715457
"77225","La Haute-Maison",3395.12451097
"77226","Hericy",13433.01474706
"77227","Herme",2060.00611103
"77228","Hondevilliers",1751.43318502
"77229","La Houssaye-en-Brie",4614.15963656
"77230","Ichy",752.55328088
"77231","Isles-les-Meldeuses",6568.45694667
"77232","Isles-les-Villenoy",24121.0712556
"77233","Iverny",7006.58839911
"77234","Jablines",24431.54958654
"77235","Jaignes",5754.26899069
"77236","Jaulnes",2315.33789656
"77237","Jossigny",36796.51992154
"77238","Jouarre",5407.19724293
"77239","Jouy-le-Chatel",1737.71740488
"77240","Jouy-sur-Morin",4212.37568093
"77241","Juilly",10383.07632407
"77242","Jutigny",3790.11883715
"77243","Lagny-sur-Marne",56967.39395355
"77244","Larchant",3345.38337576
"77245","Laval-en-Brie",2982.58314088
"77246","Lechelle",1808.97402262
"77247","Lescherolles",2320.46148045
"77248","Lesches",21262.24827039
"77249","Lesigny",48284.58244436
"77250","Leudon-en-Brie",1743.53756275
"77251","Lieusaint",51543.91327325
"77252","Limoges-Fourches",11115.39465921
"77253","Lissy",6319.36447414
"77254","Liverdy-en-Brie",8259.2680953
"77255","Livry-sur-Seine",32541.7353422
"77256","Lizines",2701.33135504
"77257","Lizy-sur-Ourcq",4752.03306185
"77258","Lognes",107626.41950233
"77259","Longperrier",13778.94589248
"77260","Longueville",5000.95577592
"77261","Lorrez-le-Bocage-Preaux",1971.00435765
"77262","Louan-Villegruis-Fontaine",410.58051044
"77263","Luisetaines",2773.77302574
"77264","Lumigny-Nesles-Ormeaux",3666.34259222
"77265","Luzancy",5926.71295393
"77266","Machault",7529.35497584
"77267","La Madeleine-sur-Loing",5710.89494455
"77268","Magny-le-Hongre",31809.55305037
"77269","Maincy",29703.37796467
"77270","Maisoncelles-en-Brie",5443.0248678
"77271","Maisoncelles-en-Gatinais",1479.24794005
"77272","Maison-Rouge",1914.5429609
"77273","Marchemoret",9897.71558083
"77274","Marcilly",5087.36692738
"77275","Les Marets",829.30172522
"77276","Mareuil-les-Meaux",32410.94616178
"77277","Marles-en-Brie",5232.05592086
"77278","Marolles-en-Brie",4400.13435206
"77279","Marolles-sur-Seine",6710.40455382
"77280","Mary-sur-Marne",5181.81887739
"77281","Mauperthuis",7192.0655467
"77282","Mauregard",18121.45626681
"77283","May-en-Multien",3052.30490668
"77284","Meaux",37045.90428636
"77285","Le Mee-sur-Seine",53656.44049338
"77286","Meigneux",2548.02182352
"77287","Meilleray",928.93083547
"77288","Melun",50599.64674152
"77289","Melz-sur-Seine",1161.56661701
"77290","Mery-sur-Marne",4624.02306213
"77291","Le Mesnil-Amelot",20926.22051287
"77292","Messy",14158.908344
"77293","Misy-sur-Yonne",1477.48944607
"77294","Mitry-Mory",43936.05777881
"77295","Moisenay",10941.43731588
"77296","Moissy-Cramayel",38522.63682917
"77297","Mondreville",760.44900874
"77298","Mons-en-Montois",2835.23209112
"77299","Montarlot",7668.16042571
"77300","Montceaux-les-Meaux",9892.32133112
"77301","Montceaux-les-Provins",584.48094326
"77302","Montcourt-Fromonville",8699.87985797
"77303","Montdauphin",724.76301753
"77304","Montenils",257.47678218
"77305","Montereau-Fault-Yonne",11607.48976556
"77306","Montereau-sur-le-Jard",18595.80070367
"77307","Montevrain",49550.64211522
"77308","Montge-en-Goele",9254.9114777
"77309","Monthyon",9292.34058784
"77310","Montigny-le-Guesdier",1732.50958018
"77311","Montigny-Lencoup",2678.80090642
"77312","Montigny-sur-Loing",6688.93910163
"77313","Montmachoux",3198.46032008
"77314","Montolivet",657.57793988
"77315","Montry",28471.67102292
"77316","Moret-sur-Loing",11903.96164419
"77317","Mormant",5067.15158029
"77318","Mortcerf",4433.88891056
"77319","Mortery",4829.3691816
"77320","Mouroux",11239.83715252
"77321","Mousseaux-les-Bray",2250.61956234
"77322","Moussy-le-Neuf",11418.54260829
"77323","Moussy-le-Vieux",12680.31749954
"77325","Mouy-sur-Seine",2886.77102305
"77326","Nandy",46375.66386317
"77327","Nangis",4988.95061963
"77328","Nanteau-sur-Essonne",1301.51670646
"77329","Nanteau-sur-Lunain",2548.63889594
"77330","Nanteuil-les-Meaux",34453.15468601
"77331","Nanteuil-sur-Marne",3221.12848324
"77332","Nantouillet",9816.46122767
"77333","Nemours",10210.24103672
"77335","Chauconin-Neufmontiers",20429.08480128
"77336","Neufmoutiers-en-Brie",5987.74981465
"77337","Noisiel",126036.85624133
"77338","Noisy-Rudignon",5921.51985725
"77339","Noisy-sur-Ecole",3771.46368627
"77340","Nonville",5248.55906529
"77341","Noyen-sur-Seine",1561.06631786
"77342","Obsonville",1051.50212207
"77343","Ocquerre",4153.17270804
"77344","Oissery",6295.08876631
"77345","Orly-sur-Morin",3550.71683102
"77347","Les Ormes-sur-Voulzie",3032.65868368
"77348","Ormesson",7010.87205872
"77349","Othis",10845.73060586
"77350","Ozoir-la-Ferriere",38077.21017517
"77352","Ozouer-le-Voulgis",7635.89171391
"77353","Paley",2043.16843502
"77354","Pamfou",3734.95897325
"77355","Paroy",3219.91006141
"77356","Passy-sur-Seine",1251.48078075
"77357","Pecy",1646.80376679
"77358","Penchard",21552.17021811
"77359","Perthes",9360.88231618
"77360","Pezarches",4027.267517
"77361","Pierre-Levee",3104.6650951
"77363","Le Pin",74924.92598069
"77364","Le Plessis-aux-Bois",6499.75945265
"77365","Le Plessis-Feu-Aussoux",2584.53552195
"77366","Le Plessis-l'Eveque",7038.75742638
"77367","Le Plessis-Placy",3821.76757991
"77368","Poigny",8036.60990506
"77369","Poincy",32607.74566979
"77370","Poligny",6675.31827476
"77371","Pommeuse",9022.02514951
"77372","Pomponne",62947.51867491
"77373","Pontault-Combault",84469.09521007
"77374","Pontcarre",40369.4878566
"77376","Precy-sur-Marne",14437.3441649
"77377","Presles-en-Brie",11950.39548458
"77378","Pringy",21301.85062965
"77379","Provins",7532.82167877
"77380","Puisieux",1953.49266039
"77381","Quiers",3469.43160093
"77382","Quincy-Voisins",23318.13001937
"77383","Rampillon",3257.94182531
"77384","Reau",32125.28257232
"77385","Rebais",3511.18654745
"77386","Recloses",3438.49927784
"77387","Remauville",2272.00113184
"77388","Reuil-en-Brie",7966.48422151
"77389","La Rochette",40271.20710005
"77390","Roissy-en-Brie",59514.51389714
"77391","Rouilly",5693.4266833
"77392","Rouvres",11392.02940863
"77393","Rozay-en-Brie",3715.90836668
"77394","Rubelles",36514.64032381
"77395","Rumont",1287.87853292
"77396","Rupereux",872.84572834
"77397","Saacy-sur-Marne",4457.62533095
"77398","Sablonnieres",2621.80108168
"77399","Saint-Ange-le-Viel",2476.2465159
"77400","Saint-Augustin",9747.26945747
"77401","Sainte-Aulde",3597.21716021
"77402","Saint-Barthelemy",2196.07359218
"77403","Saint-Brice",5726.92254545
"77404","Sainte-Colombe",7333.15361044
"77405","Saint-Cyr-sur-Morin",5642.16317256
"77406","Saint-Denis-les-Rebais",4324.95925685
"77407","Saint-Fargeau-Ponthierry",24188.49902167
"77408","Saint-Fiacre",19124.38426831
"77409","Saint-Germain-Laval",9338.07427308
"77410","Saint-Germain-Laxis",13900.06926522
"77411","Saint-Germain-sous-Doue",6908.59482749
"77412","Saint-Germain-sur-Ecole",6500.62795871
"77413","Saint-Germain-sur-Morin",26444.00900195
"77414","Saint-Hilliers",1549.74162468
"77415","Saint-Jean-les-Deux-Jumeaux",5536.29512259
"77416","Saint-Just-en-Brie",1529.43728603
"77417","Saint-Leger",3481.97117808
"77418","Saint-Loup-de-Naud",4919.51998241
"77419","Saint-Mammes",14813.97448747
"77420","Saint-Mard",12174.34739785
"77421","Saint-Mars-Vieux-Maisons",1761.82500248
"77423","Saint-Martin-des-Champs",3528.42702474
"77424","Saint-Martin-du-Boschet",543.99386092
"77425","Saint-Martin-en-Biere",3528.33053534
"77426","Saint-Mery",4153.02031203
"77427","Saint-Mesmes",9013.7900948
"77428","Saint-Ouen-en-Brie",4330.51138007
"77429","Saint-Ouen-sur-Morin",4235.80496715
"77430","Saint-Pathus",6636.69368209
"77431","Saint-Pierre-les-Nemours",9135.31674244
"77432","Saint-Remy-la-Vanne",4159.02470619
"77433","Saints",6570.6580389
"77434","Saint-Sauveur-les-Bray",2756.55477678
"77435","Saint-Sauveur-sur-Ecole",12932.90875638
"77436","Saint-Simeon",4659.09071686
"77437","Saint-Soupplets",7615.400502
"77438","Saint-Thibault-des-Vignes",75521.23203763
"77439","Salins",4772.22553389
"77440","Sammeron",7109.00971164
"77441","Samois-sur-Seine",12698.10305189
"77442","Samoreau",18449.02280257
"77443","Sancy",6290.91182352
"77444","Sancy-les-Provins",772.65761817
"77445","Savigny-le-Temple",44387.43081111
"77446","Savins",3706.43831398
"77447","Seine-Port",37034.95752552
"77448","Sept-Sorts",8202.16580602
"77449","Serris",35744.22418428
"77450","Servon",39388.2146754
"77451","Signy-Signets",5002.47773223
"77452","Sigy",2906.28779633
"77453","Sivry-Courtry",10680.83108764
"77454","Sognolles-en-Montois",2712.20676
"77455","Soignolles-en-Brie",6628.97132007
"77456","Soisy-Bouy",4927.34646957
"77457","Solers",6976.03388228
"77458","Souppes-sur-Loing",4177.55478312
"77459","Sourdun",3217.43095702
"77460","Tancrou",4617.28159302
"77461","Thenisy",3172.67635569
"77462","Thieux",14245.9089082
"77463","Thomery",19012.86250887
"77464","Thorigny-sur-Marne",44548.4500934
"77465","Thoury-Ferottes",2805.18077753
"77466","Tigeaux",8478.34951081
"77467","La Tombe",1973.42641095
"77468","Torcy",92946.91430747
"77469","Touquin",3426.20873883
"77470","Tournan-en-Brie",10547.75070515
"77471","Tousson",2294.48917421
"77472","La Tretoire",3270.81980515
"77473","Treuzy-Levelay",3654.05915513
"77474","Trilbardou",13991.32986256
"77475","Trilport",21198.25566946
"77476","Trocy-en-Multien",4232.34855554
"77477","Ury",3006.32649524
"77478","Ussy-sur-Marne",7065.45669644
"77479","Vaires-sur-Marne",103116.89609434
"77480","Valence-en-Brie",3635.34793121
"77481","Vanville",1989.40386139
"77482","Varennes-sur-Seine",10447.98082212
"77483","Varreddes",15004.2375049
"77484","Vaucourtois",9076.19765147
"77485","Le Vaudoue",3118.84091903
"77486","Vaudoy-en-Brie",1855.44376079
"77487","Vaux-le-Penil",36515.32862442
"77489","Vaux-sur-Lunain",1161.30500799
"77490","Vendrest",2493.39296251
"77491","Veneux-les-Sablons",15721.70402637
"77492","Verdelot",1398.7177727
"77493","Verneuil-l'Etang",7589.23975775
"77494","Vernou-la-Celle-sur-Seine",11121.36428705
"77495","Vert-Saint-Denis",48346.10581286
"77496","Vieux-Champagne",1583.42853341
"77498","Vignely",19474.07612055
"77500","Villebeon",1490.85004778
"77501","Villecerf",4906.62440202
"77504","Villemarechal",2296.08599707
"77505","Villemareuil",8269.42301969
"77506","Villemer",3243.60590534
"77507","Villenauxe-la-Petite",1319.17471311
"77508","Villeneuve-le-Comte",10991.80472668
"77509","Villeneuve-les-Bordes",2409.48485873
"77510","Villeneuve-Saint-Denis",18664.59593415
"77511","Villeneuve-sous-Dammartin",14019.8573327
"77512","Villeneuve-sur-Bellot",1955.55378677
"77513","Villenoy",31911.08219753
"77514","Villeparisis",65995.56112488
"77515","Villeroy",6859.21924424
"77516","Ville-Saint-Jacques",6038.51408713
"77517","Villevaude",50630.60523432
"77518","Villiers-en-Biere",24053.51439468
"77519","Villiers-Saint-Georges",875.06760529
"77520","Villiers-sous-Grez",4435.0223891
"77521","Villiers-sur-Morin",17240.00060519
"77522","Villiers-sur-Seine",967.12456174
"77523","Villuis",830.95254313
"77524","Vimpelles",2448.13882594
"77525","Vinantes",7038.45320805
"77526","Vincy-Manoeuvre",1755.68370506
"77527","Voinsles",2724.91326879
"77528","Voisenon",39324.90615825
"77529","Voulangis",11801.04306017
"77530","Voulton",1990.12247937
"77531","Voulx",2189.90470454
"77532","Vulaines-les-Provins",4918.18367885
"77533","Vulaines-sur-Seine",16731.0627807
"77534","Yebles",6944.68680217
"78003","Ablis",3176.39966105
"78005","Acheres",87473.2908959
"78006","Adainville",2123.00084226
"78007","Aigremont",41883.03432361
"78009","Allainville",1515.01304803
"78010","Les Alluets-le-Roi",13773.49233223
"78013","Andelu",9179.04953641
"78015","Andresy",82798.85890375
"78020","Arnouville-les-Mantes",7417.7506662
"78029","Aubergenville",27909.91949153
"78030","Auffargis",10535.10378713
"78031","Auffreville-Brasseuil",31225.05553154
"78033","Aulnay-sur-Mauldre",17570.69808349
"78034","Auteuil",9836.47418991
"78036","Autouillet",8085.09473738
"78043","Bailly",95757.26952973
"78048","Bazainville",5785.22816063
"78049","Bazemont",19070.58384683
"78050","Bazoches-sur-Guyonne",15167.76048993
"78053","Behoust",5938.49615169
"78057","Bennecourt",7541.81470718
"78062","Beynes",13170.12443566
"78068","Blaru",2160.54171985
"78070","Boinville-en-Mantois",14008.45980684
"78071","Boinville-le-Gaillard",2584.90436878
"78072","Boinvilliers",7461.13271845
"78073","Bois-d'Arcy",92042.35992934
"78076","Boissets",2584.05093071
"78077","La Boissiere-Ecole",1886.99818863
"78082","Boissy-Mauvoisin",6805.35641585
"78084","Boissy-sans-Avoir",8198.74583508
"78087","Bonnelles",7492.21057998
"78089","Bonnieres-sur-Seine",8770.69532726
"78090","Bouafle",33552.96637464
"78092","Bougival",162143.211841
"78096","Bourdonne",3374.46031536
"78104","Breuil-Bois-Robert",23805.10980186
"78107","Breval",4016.61299379
"78108","Les Breviaires",7793.13666667
"78113","Brueil-en-Vexin",13824.00259122
"78117","Buc",82126.86193361
"78118","Buchelay",38287.52490286
"78120","Bullion",4735.66034685
"78123","Carrieres-sous-Poissy",65762.90460758
"78124","Carrieres-sur-Seine",263695.66975192
"78125","La Celle-les-Bordes",3909.04968048
"78126","La Celle-Saint-Cloud",154851.34214922
"78128","Cernay-la-Ville",4919.36540597
"78133","Chambourcy",48328.5300588
"78138","Chanteloup-les-Vignes",74664.03881868
"78140","Chapet",42993.32939722
"78143","Chateaufort",45573.82320736
"78146","Chatou",204474.45169592
"78147","Chaufour-les-Bonnieres",2566.50495597
"78152","Chavenay",37979.68279821
"78158","Le Chesnay",139408.76197777
"78160","Chevreuse",19933.63621193
"78162","Choisel",8680.4090354
"78163","Civry-la-Foret",3595.8814758
"78164","Clairefontaine-en-Yvelines",5050.71557534
"78165","Les Clayes-sous-Bois",70337.98353019
"78168","Coignieres",35356.24054689
"78171","Conde-sur-Vesgre",2493.30433863
"78172","Conflans-Sainte-Honorine",96001.45608589
"78185","Courgent",4418.65187217
"78188","Cravent",2201.35279936
"78189","Crespieres",11168.63906239
"78190","Croissy-sur-Seine",160076.92434276
"78192","Dammartin-en-Serve",4033.95830302
"78193","Dampierre-en-Yvelines",12217.70096014
"78194","Dannemarie",3176.22174158
"78196","Davron",20127.00795374
"78202","Drocourt",7342.4883681
"78206","Ecquevilly",28975.02010669
"78208","Elancourt",76489.42385999
"78209","Emance",1694.62454839
"78217","Epone",21643.67896444
"78220","Les Essarts-le-Roi",14889.69170511
"78224","L'Etang-la-Ville",59713.64732072
"78227","Evecquemont",39801.06960047
"78230","La Falaise",19166.6418346
"78231","Favrieux",12401.58192107
"78233","Feucherolles",22986.20733216
"78234","Flacourt",8376.55725983
"78236","Flexanville",5609.74556941
"78237","Flins-Neuve-Eglise",2685.91525538
"78238","Flins-sur-Seine",32644.33089884
"78239","Follainville-Dennemont",31209.77160505
"78242","Fontenay-le-Fleury",89516.0732836
"78245","Fontenay-Mauvoisin",21620.91642643
"78246","Fontenay-Saint-Pere",21466.70640159
"78251","Fourqueux",57617.55344734
"78255","Freneuse",8462.20584955
"78261","Gaillon-sur-Montcient",22775.7646769
"78262","Galluis",7070.901272
"78263","Gambais",4423.92408672
"78264","Gambaiseuil",3406.71076707
"78265","Garancieres",6444.18700396
"78267","Gargenville",25250.74036503
"78269","Gazeran",9998.24554096
"78276","Gommecourt",5507.50581879
"78278","Goupillieres",5753.40098523
"78281","Goussonville",12321.74460569
"78283","Grandchamp",1434.18268394
"78285","Gressey",4038.19359214
"78289","Grosrouvre",5345.53097075
"78290","Guernes",23334.018727
"78291","Guerville",29102.05456727
"78296","Guitrancourt",25997.64856198
"78297","Guyancourt",89885.26775291
"78299","Hardricourt",30492.68578011
"78300","Hargeville",5621.1045908
"78302","La Hauteville",1504.7470507
"78305","Herbeville",11406.67502202
"78307","Hermeray",1871.29904873
"78310","Houdan",3897.17398794
"78311","Houilles",262702.31029545
"78314","Issou",29249.05761745
"78317","Jambville",8382.54298198
"78320","Jeufosse",6299.4267665
"78321","Jouars-Pontchartrain",46900.94648503
"78322","Jouy-en-Josas",76225.50812685
"78324","Jouy-Mauvoisin",26508.77758073
"78325","Jumeauville",9291.12171021
"78327","Juziers",26095.30901072
"78329","Lainville-en-Vexin",4886.4959426
"78334","Levis-Saint-Nom",24986.08461087
"78335","Limay",41413.76849337
"78337","Limetz-Villez",5465.91742954
"78343","Les Loges-en-Josas",66582.69195043
"78344","Lommoye",4350.92409994
"78346","Longnes",3762.60028992
"78349","Longvilliers",7831.24639731
"78350","Louveciennes",122300.06416996
"78354","Magnanville",36553.21727003
"78356","Magny-les-Hameaux",51352.57955724
"78358","Maisons-Laffitte",141140.0486625
"78361","Mantes-la-Jolie",40954.44968835
"78362","Mantes-la-Ville",42193.06316244
"78364","Marcq",9739.6621886
"78366","Mareil-le-Guyon",15705.4653852
"78367","Mareil-Marly",72879.40622649
"78368","Mareil-sur-Mauldre",10846.01575467
"78372","Marly-le-Roi",90358.06533093
"78380","Maule",12554.3377328
"78381","Maulette",4371.26872583
"78382","Maurecourt",93582.86556974
"78383","Maurepas",51990.55507404
"78384","Medan",53629.91164981
"78385","Menerville",7144.3498169
"78389","Mere",9055.31846303
"78391","Mericourt",12094.4747692
"78396","Le Mesnil-le-Roi",124129.79352983
"78397","Le Mesnil-Saint-Denis",43684.59072573
"78398","Les Mesnuls",9355.84543478
"78401","Meulan-en-Yvelines",36467.40732181
"78402","Mezieres-sur-Seine",24739.54546892
"78403","Mezy-sur-Seine",30523.18070271
"78404","Millemont",6007.3874354
"78406","Milon-la-Chapelle",37598.55812544
"78407","Mittainville",1243.0717476
"78410","Moisson",5592.80544296
"78413","Mondreville",2703.39866493
"78415","Montainville",10859.1335326
"78416","Montalet-le-Bois",7388.61972817
"78417","Montchauvet",3778.50701496
"78418","Montesson",160133.41020603
