"ID","NAMES","cadres_AsTheCrowFlies_POT_10000"
"77134","Courchamp",807.17402711
"77135","Courpalay",2120.09752043
"77136","Courquetaine",8351.16078981
"77137","Courtacon",587.75551651
"77138","Courtomer",2760.76198413
"77139","Courtry",83120.94356352
"77140","Coutencon",1605.08844428
"77141","Coutevroult",16343.41589566
"77142","Crecy-la-Chapelle",8923.12935944
"77143","Cregy-les-Meaux",8548.1114923
"77144","Crevecoeur-en-Brie",4712.48419403
"77145","Crisenoy",8562.16824332
"77146","Croissy-Beaubourg",69914.62038998
"77147","La Croix-en-Brie",1133.45780717
"77148","Crouy-sur-Ourcq",723.67401799
"77149","Cucharmoy",1113.74969703
"77150","Cuisy",6288.66833323
"77151","Dagny",1183.90537199
"77152","Dammarie-les-Lys",16013.58068603
"77153","Dammartin-en-Goele",6182.00762847
"77154","Dammartin-sur-Tigeaux",8198.37409304
"77155","Dampmart",29451.09663848
"77156","Darvault",3329.26476237
"77157","Dhuisy",1119.79296687
"77158","Diant",1009.53226402
"77159","Donnemarie-Dontilly",1098.59911568
"77161","Dormelles",2997.818253
"77162","Doue",2296.85316509
"77163","Douy-la-Ramee",3022.74257703
"77164","Echouboulains",2770.66973865
"77165","Les Ecrennes",3729.93075913
"77166","Ecuelles",6043.14064669
"77167","Egligny",1013.38842495
"77168","Egreville",655.53793387
"77169","Emerainville",113244.13877155
"77170","Episy",5732.92356529
"77171","Esbly",19475.81825439
"77172","Esmans",2121.43430974
"77173","Etrepilly",3728.57669195
"77174","Everly",933.86314515
"77175","Evry-Gregy-sur-Yerre",21419.80592025
"77176","Faremoutiers",3492.01387801
"77177","Favieres",20202.64122872
"77178","Fay-les-Nemours",1962.95261639
"77179","Fericy",8224.75365879
"77180","Ferolles-Attilly",41579.51714471
"77181","Ferrieres-en-Brie",43266.57721576
"77182","La Ferte-Gaucher",849.22642835
"77183","La Ferte-sous-Jouarre",2336.19161198
"77184","Flagy",2385.963295
"77185","Fleury-en-Biere",7574.59787052
"77186","Fontainebleau",9079.14510055
"77187","Fontaine-Fourches",212.96433683
"77188","Fontaine-le-Port",10131.28949576
"77190","Fontains",1338.80905172
"77191","Fontenailles",1919.12525938
"77192","Fontenay-Tresigny",3830.49176998
"77193","Forfry",3636.72885771
"77194","Forges",2833.22812361
"77195","Fouju",7551.25554036
"77196","Fresnes-sur-Marne",20674.18463544
"77197","Fretoy",895.93841673
"77198","Fromont",945.67251666
"77199","Fublaines",8507.85905743
"77200","Garentreville",1200.70582479
"77201","Gastins",1486.02684023
"77202","La Genevraye",5219.41740134
"77203","Germigny-l'Eveque",6094.24770138
"77204","Germigny-sous-Coulombs",736.3812862
"77205","Gesvres-le-Chapitre",4739.41715663
"77206","Giremoutiers",4191.15475151
"77207","Gironville",327.02091696
"77208","Gouaix",984.5034366
"77209","Gouvernes",50102.97303774
"77210","La Grande-Paroisse",4559.75406153
"77211","Grandpuits-Bailly-Carrois",1631.25412964
"77212","Gravon",819.73892334
"77214","Gressy",25377.7929013
"77215","Gretz-Armainvilliers",20954.11743062
"77216","Grez-sur-Loing",4260.0331347
"77217","Grisy-Suisnes",17880.58655474
"77218","Grisy-sur-Seine",595.71010186
"77219","Guerard",6032.04240148
"77220","Guercheville",1507.28635016
"77221","Guermantes",43191.27069411
"77222","Guignes",4411.74574701
"77223","Gurcy-le-Chatel",1180.07947191
"77224","Hautefeuille",3764.30879819
"77225","La Haute-Maison",5750.11255121
"77226","Hericy",8978.31372019
"77227","Herme",847.79957037
"77228","Hondevilliers",838.6948256
"77229","La Houssaye-en-Brie",6406.6584869
"77230","Ichy",721.25817993
"77231","Isles-les-Meldeuses",4229.15375327
"77232","Isles-les-Villenoy",16447.80089148
"77233","Iverny",8424.0942512
"77234","Jablines",24349.68832494
"77235","Jaignes",2949.12476319
"77236","Jaulnes",522.23209033
"77237","Jossigny",28180.02748166
"77238","Jouarre",2830.44419838
"77239","Jouy-le-Chatel",925.38417421
"77240","Jouy-sur-Morin",1094.92430434
"77241","Juilly",8103.77302143
"77242","Jutigny",1219.72644065
"77243","Lagny-sur-Marne",42375.87729738
"77244","Larchant",2354.51524139
"77245","Laval-en-Brie",1979.58182242
"77246","Lechelle",816.3462881
"77247","Lescherolles",541.15428669
"77248","Lesches",19963.70036873
"77249","Lesigny",61829.12130526
"77250","Leudon-en-Brie",749.76110355
"77251","Lieusaint",35386.20185539
"77252","Limoges-Fourches",15853.93647157
"77253","Lissy",12172.5621594
"77254","Liverdy-en-Brie",6958.29456168
"77255","Livry-sur-Seine",14001.58218787
"77256","Lizines",1244.15651987
"77257","Lizy-sur-Ourcq",2607.26709821
"77258","Lognes",90850.45404142
"77259","Longperrier",7508.57932839
"77260","Longueville",1301.14361709
"77261","Lorrez-le-Bocage-Preaux",1165.21707529
"77262","Louan-Villegruis-Fontaine",214.09251557
"77263","Luisetaines",997.25395069
"77264","Lumigny-Nesles-Ormeaux",2831.86679487
"77265","Luzancy",1644.54274685
"77266","Machault",6610.71538954
"77267","La Madeleine-sur-Loing",1706.39778096
"77268","Magny-le-Hongre",20536.58749335
"77269","Maincy",13014.40644243
"77270","Maisoncelles-en-Brie",5669.51776288
"77271","Maisoncelles-en-Gatinais",1032.22701206
"77272","Maison-Rouge",1196.78874561
"77273","Marchemoret",4399.04963856
"77274","Marcilly",4505.96462241
"77275","Les Marets",574.23892268
"77276","Mareuil-les-Meaux",13070.90842399
"77277","Marles-en-Brie",3973.94792868
"77278","Marolles-en-Brie",1970.21535732
"77279","Marolles-sur-Seine",1489.76428884
"77280","Mary-sur-Marne",3099.33916587
"77281","Mauperthuis",2964.64590335
"77282","Mauregard",17879.58387509
"77283","May-en-Multien",1322.28009496
"77284","Meaux",9153.06245356
"77285","Le Mee-sur-Seine",17533.6426594
"77286","Meigneux",1160.46309852
"77287","Meilleray",358.97606303
"77288","Melun",16084.61791211
"77289","Melz-sur-Seine",652.57433026
"77290","Mery-sur-Marne",1473.25320798
"77291","Le Mesnil-Amelot",18937.21695428
"77292","Messy",18725.15504345
"77293","Misy-sur-Yonne",886.65171255
"77294","Mitry-Mory",31265.03522848
"77295","Moisenay",10198.8191368
"77296","Moissy-Cramayel",27404.24810034
"77297","Mondreville",521.59836056
"77298","Mons-en-Montois",1120.74466503
"77299","Montarlot",5045.82923959
"77300","Montceaux-les-Meaux",6254.50991625
"77301","Montceaux-les-Provins",217.49189636
"77302","Montcourt-Fromonville",4240.09186263
"77303","Montdauphin",346.47878391
"77304","Montenils",162.37847884
"77305","Montereau-Fault-Yonne",2596.42137775
"77306","Montereau-sur-le-Jard",15715.08743436
"77307","Montevrain",31371.10562765
"77308","Montge-en-Goele",6067.92827351
"77309","Monthyon",6639.379048
"77310","Montigny-le-Guesdier",369.74288518
"77311","Montigny-Lencoup",1326.1949483
"77312","Montigny-sur-Loing",6714.17712802
"77313","Montmachoux",1500.9678217
"77314","Montolivet",315.82370969
"77315","Montry",19161.36858837
"77316","Moret-sur-Loing",6818.65948782
"77317","Mormant",2580.15982482
"77318","Mortcerf",6312.9219612
"77319","Mortery",1157.80973922
"77320","Mouroux",3476.49727288
"77321","Mousseaux-les-Bray",489.57849645
"77322","Moussy-le-Neuf",7624.16173639
"77323","Moussy-le-Vieux",9646.74501488
"77325","Mouy-sur-Seine",719.10101796
"77326","Nandy",27764.40099158
"77327","Nangis",1331.69523649
"77328","Nanteau-sur-Essonne",1413.23602185
"77329","Nanteau-sur-Lunain",2284.36164583
"77330","Nanteuil-les-Meaux",10978.87493417
"77331","Nanteuil-sur-Marne",1271.93786213
"77332","Nantouillet",11204.09822269
"77333","Nemours",2731.38861612
"77335","Chauconin-Neufmontiers",10253.26729111
"77336","Neufmoutiers-en-Brie",11587.8247327
"77337","Noisiel",105157.63028763
"77338","Noisy-Rudignon",2697.53799413
"77339","Noisy-sur-Ecole",3222.36447855
"77340","Nonville",3756.86407607
"77341","Noyen-sur-Seine",599.03044035
"77342","Obsonville",1067.29597277
"77343","Ocquerre",2049.59303121
"77344","Oissery",2939.87022615
"77345","Orly-sur-Morin",1665.5069754
"77347","Les Ormes-sur-Voulzie",975.56457397
"77348","Ormesson",2149.72017171
"77349","Othis",5015.56774266
"77350","Ozoir-la-Ferriere",38050.96576053
"77352","Ozouer-le-Voulgis",5768.27726466
"77353","Paley",1577.30343283
"77354","Pamfou",4979.800141
"77355","Paroy",1129.89949431
"77356","Passy-sur-Seine",425.58011028
"77357","Pecy",1165.17251055
"77358","Penchard",7883.65248658
"77359","Perthes",11863.89287934
"77360","Pezarches",2940.36803951
"77361","Pierre-Levee",4676.05550581
"77363","Le Pin",66443.63765751
"77364","Le Plessis-aux-Bois",8009.63926229
"77365","Le Plessis-Feu-Aussoux",2040.43121315
"77366","Le Plessis-l'Eveque",7224.69975542
"77367","Le Plessis-Placy",2355.5759798
"77368","Poigny",1258.06275803
"77369","Poincy",7513.41519388
"77370","Poligny",2166.70583162
"77371","Pommeuse",4174.00387335
"77372","Pomponne",54045.86013509
"77373","Pontault-Combault",89446.99961402
"77374","Pontcarre",38524.85499799
"77376","Precy-sur-Marne",19700.56173577
"77377","Presles-en-Brie",12490.931389
"77378","Pringy",17353.6791554
"77379","Provins",1199.91933946
"77380","Puisieux",2603.68111731
"77381","Quiers",1917.09610707
"77382","Quincy-Voisins",13773.1206074
"77383","Rampillon",1164.50219571
"77384","Reau",21639.44691369
"77385","Rebais",1632.6877476
"77386","Recloses",5060.60065605
"77387","Remauville",1498.88353637
"77388","Reuil-en-Brie",1946.30784228
"77389","La Rochette",14895.95682761
"77390","Roissy-en-Brie",57241.00704717
"77391","Rouilly",1112.94997521
"77392","Rouvres",4456.46802806
"77393","Rozay-en-Brie",2271.0108891
"77394","Rubelles",14940.07706267
"77395","Rumont",1042.96872867
"77396","Rupereux",724.1996463
"77397","Saacy-sur-Marne",1535.56846317
"77398","Sablonnieres",1041.79271506
"77399","Saint-Ange-le-Viel",1645.09579379
"77400","Saint-Augustin",3316.70974762
"77401","Sainte-Aulde",1457.6048786
"77402","Saint-Barthelemy",601.11597534
"77403","Saint-Brice",1066.70421398
"77404","Sainte-Colombe",1300.21546689
"77405","Saint-Cyr-sur-Morin",2118.5229412
"77406","Saint-Denis-les-Rebais",1966.86669505
"77407","Saint-Fargeau-Ponthierry",21044.69313943
"77408","Saint-Fiacre",8359.60377289
"77409","Saint-Germain-Laval",1941.76532542
"77410","Saint-Germain-Laxis",12538.1832094
"77411","Saint-Germain-sous-Doue",2580.63889483
"77412","Saint-Germain-sur-Ecole",10012.63390617
"77413","Saint-Germain-sur-Morin",17571.13698665
"77414","Saint-Hilliers",935.36464069
"77415","Saint-Jean-les-Deux-Jumeaux",5044.71495608
"77416","Saint-Just-en-Brie",979.17122424
"77417","Saint-Leger",1245.31835563
"77418","Saint-Loup-de-Naud",1321.47337269
"77419","Saint-Mammes",7255.55540313
"77420","Saint-Mard",6772.70866166
"77421","Saint-Mars-Vieux-Maisons",585.81048843
"77423","Saint-Martin-des-Champs",689.1883914
"77424","Saint-Martin-du-Boschet",257.92372341
"77425","Saint-Martin-en-Biere",7850.22434771
"77426","Saint-Mery",3861.67453503
"77427","Saint-Mesmes",13015.29562323
"77428","Saint-Ouen-en-Brie",2019.47650055
"77429","Saint-Ouen-sur-Morin",1892.0403896
"77430","Saint-Pathus",3053.86851386
"77431","Saint-Pierre-les-Nemours",2640.5807553
"77432","Saint-Remy-la-Vanne",1436.01479999
"77433","Saints",2725.05732906
"77434","Saint-Sauveur-les-Bray",828.43353672
"77435","Saint-Sauveur-sur-Ecole",14350.50504455
"77436","Saint-Simeon",1869.12809598
"77437","Saint-Soupplets",4831.40656223
"77438","Saint-Thibault-des-Vignes",58849.06206146
"77439","Salins",1603.8491597
"77440","Sammeron",3380.42983139
"77441","Samois-sur-Seine",10631.63255859
"77442","Samoreau",9279.15539396
"77443","Sancy",7928.89692817
"77444","Sancy-les-Provins",326.56036129
"77445","Savigny-le-Temple",26223.43246706
"77446","Savins",1278.56217973
"77447","Seine-Port",22445.16959519
"77448","Sept-Sorts",2747.42459496
"77449","Serris",24175.71983922
"77450","Servon",51811.81962516
"77451","Signy-Signets",3837.45182328
"77452","Sigy",1059.98857432
"77453","Sivry-Courtry",9991.81647785
"77454","Sognolles-en-Montois",1206.81053079
"77455","Soignolles-en-Brie",11083.438737
"77456","Soisy-Bouy",1172.57804043
"77457","Solers",9347.01164198
"77458","Souppes-sur-Loing",1366.25411174
"77459","Sourdun",973.56506906
"77460","Tancrou",2521.85491103
"77461","Thenisy",1160.0642856
"77462","Thieux",13030.20071483
"77463","Thomery",8678.13518808
"77464","Thorigny-sur-Marne",38222.71657764
"77465","Thoury-Ferottes",1772.20815244
"77466","Tigeaux",9733.56285732
"77467","La Tombe",1013.54544956
"77468","Torcy",75976.11304391
"77469","Touquin",2445.620581
"77470","Tournan-en-Brie",11655.05788581
"77471","Tousson",2049.39964467
"77472","La Tretoire",1489.41327343
"77473","Treuzy-Levelay",2995.60091452
"77474","Trilbardou",14362.47026112
"77475","Trilport",6884.26402336
"77476","Trocy-en-Multien",3245.32693115
"77477","Ury",3962.47791962
"77478","Ussy-sur-Marne",3058.67607538
"77479","Vaires-sur-Marne",85057.03850256
"77480","Valence-en-Brie",4331.44465659
"77481","Vanville",1144.23993462
"77482","Varennes-sur-Seine",3296.54677355
"77483","Varreddes",5796.34429374
"77484","Vaucourtois",8453.15926008
"77485","Le Vaudoue",2603.18013674
"77486","Vaudoy-en-Brie",1518.848665
"77487","Vaux-le-Penil",13644.63854162
"77489","Vaux-sur-Lunain",609.68900166
"77490","Vendrest",1400.8069428
"77491","Veneux-les-Sablons",7740.57566841
"77492","Verdelot",549.00746792
"77493","Verneuil-l'Etang",3488.4988331
"77494","Vernou-la-Celle-sur-Seine",6329.94675476
"77495","Vert-Saint-Denis",19536.43940573
"77496","Vieux-Champagne",1065.06224277
"77498","Vignely",15850.97657292
"77500","Villebeon",640.15162346
"77501","Villecerf",4436.10875856
"77504","Villemarechal",2070.22918721
"77505","Villemareuil",6970.16047021
"77506","Villemer",3811.08519353
"77507","Villenauxe-la-Petite",358.84507703
"77508","Villeneuve-le-Comte",14615.6140314
"77509","Villeneuve-les-Bordes",1319.47042165
"77510","Villeneuve-Saint-Denis",20928.46432068
"77511","Villeneuve-sous-Dammartin",11779.01973715
"77512","Villeneuve-sur-Bellot",747.16127773
"77513","Villenoy",12650.7555662
"77514","Villeparisis",52408.13637705
"77515","Villeroy",10299.18065956
"77516","Ville-Saint-Jacques",3731.26444653
"77517","Villevaude",50186.35979134
"77518","Villiers-en-Biere",14795.45059518
"77519","Villiers-Saint-Georges",391.64050081
"77520","Villiers-sous-Grez",3910.78960745
"77521","Villiers-sur-Morin",13981.66220001
"77522","Villiers-sur-Seine",446.85747441
"77523","Villuis",275.44144901
"77524","Vimpelles",915.41211063
"77525","Vinantes",8828.22057405
"77526","Vincy-Manoeuvre",1723.76070023
"77527","Voinsles",1788.42028854
"77528","Voisenon",16352.91379838
"77529","Voulangis",11496.14227842
"77530","Voulton",890.34008031
"77531","Voulx",1231.51508105
"77532","Vulaines-les-Provins",1271.4101838
"77533","Vulaines-sur-Seine",9553.45918577
"77534","Yebles",5928.17343527
"78003","Ablis",3027.20234394
"78005","Acheres",110990.46102978
"78006","Adainville",3276.44088269
"78007","Aigremont",85237.95485881
"78009","Allainville",1854.05201573
"78010","Les Alluets-le-Roi",32295.04827672
"78013","Andelu",13738.62025694
"78015","Andresy",79695.84540504
"78020","Arnouville-les-Mantes",9489.352597
"78029","Aubergenville",19334.17810625
"78030","Auffargis",16946.39787067
"78031","Auffreville-Brasseuil",10256.72587198
"78033","Aulnay-sur-Mauldre",17866.5616722
"78034","Auteuil",15508.519274
"78036","Autouillet",12646.34989569
"78043","Bailly",175149.8645832
"78048","Bazainville",4517.24924926
"78049","Bazemont",22910.38701226
"78050","Bazoches-sur-Guyonne",22287.8534685
"78053","Behoust",7075.83260274
"78057","Bennecourt",3750.04208322
"78062","Beynes",23894.23461041
"78068","Blaru",1423.20831734
"78070","Boinville-en-Mantois",11402.84196715
"78071","Boinville-le-Gaillard",2226.16827261
"78072","Boinvilliers",7579.55035513
"78073","Bois-d'Arcy",90751.03118627
"78076","Boissets",2946.69248172
"78077","La Boissiere-Ecole",3146.02426263
"78082","Boissy-Mauvoisin",5385.69931773
"78084","Boissy-sans-Avoir",13188.8440634
"78087","Bonnelles",14129.73696321
"78089","Bonnieres-sur-Seine",4597.46573833
"78090","Bouafle",27511.42210532
"78092","Bougival",321152.60355743
"78096","Bourdonne",3467.4735541
"78104","Breuil-Bois-Robert",10444.55561493
"78107","Breval",3398.94132726
"78108","Les Breviaires",13058.94676072
"78113","Brueil-en-Vexin",12618.58615719
"78117","Buc",173600.40265359
"78118","Buchelay",9165.13954935
"78120","Bullion",11873.10902729
"78123","Carrieres-sous-Poissy",82005.26244668
"78124","Carrieres-sur-Seine",379260.30613179
"78125","La Celle-les-Bordes",12453.28610968
"78126","La Celle-Saint-Cloud",310066.95494342
"78128","Cernay-la-Ville",19414.50139851
"78133","Chambourcy",103258.89112363
"78138","Chanteloup-les-Vignes",73106.63656514
"78140","Chapet",38341.22529808
"78143","Chateaufort",97766.18725779
"78146","Chatou",340912.90830541
"78147","Chaufour-les-Bonnieres",1748.6855452
"78152","Chavenay",70784.72095766
"78158","Le Chesnay",277258.98639148
"78160","Chevreuse",48517.01000311
"78162","Choisel",27693.54582699
"78163","Civry-la-Foret",3825.50740432
"78164","Clairefontaine-en-Yvelines",8603.67361967
"78165","Les Clayes-sous-Bois",71096.2026928
"78168","Coignieres",33425.8174484
"78171","Conde-sur-Vesgre",3807.11253707
"78172","Conflans-Sainte-Honorine",90262.54596033
"78185","Courgent",6318.36316552
"78188","Cravent",1801.06418061
"78189","Crespieres",36254.17555846
"78190","Croissy-sur-Seine",307176.73982853
"78192","Dammartin-en-Serve",5330.99827746
"78193","Dampierre-en-Yvelines",32916.88218994
"78194","Dannemarie",2542.191453
"78196","Davron",49128.41227747
"78202","Drocourt",8476.4744156
"78206","Ecquevilly",33228.24077489
"78208","Elancourt",53342.53699425
"78209","Emance",3349.78027212
"78217","Epone",15543.5962572
"78220","Les Essarts-le-Roi",22701.77407014
"78224","L'Etang-la-Ville",146112.24935959
"78227","Evecquemont",33226.69791731
"78230","La Falaise",16406.75384041
"78231","Favrieux",7579.1756376
"78233","Feucherolles",64303.90845029
"78234","Flacourt",7208.15610157
"78236","Flexanville",8420.75476494
"78237","Flins-Neuve-Eglise",3213.21071625
"78238","Flins-sur-Seine",22765.52284146
"78239","Follainville-Dennemont",9130.42791427
"78242","Fontenay-le-Fleury",119766.19945227
"78245","Fontenay-Mauvoisin",8171.67110352
"78246","Fontenay-Saint-Pere",10136.0738656
"78251","Fourqueux",133882.52238744
"78255","Freneuse",4970.66242958
"78261","Gaillon-sur-Montcient",21819.81920363
"78262","Galluis",12639.15665171
"78263","Gambais",4479.09995838
"78264","Gambaiseuil",6389.86144551
"78265","Garancieres",9209.58375889
"78267","Gargenville",14898.4313073
"78269","Gazeran",6215.28606067
"78276","Gommecourt",3397.58476982
"78278","Goupillieres",10353.87449231
"78281","Goussonville",11992.9693591
"78283","Grandchamp",2036.3456267
"78285","Gressey",3076.1530744
"78289","Grosrouvre",8950.67098849
"78290","Guernes",7503.79047348
"78291","Guerville",11661.98789386
"78296","Guitrancourt",12357.58762416
"78297","Guyancourt",117679.66327249
"78299","Hardricourt",22498.83294274
"78300","Hargeville",9840.01703057
"78302","La Hauteville",2115.37765625
"78305","Herbeville",26231.53489207
"78307","Hermeray",3501.67245427
"78310","Houdan",2652.54664248
"78311","Houilles",358229.32588059
"78314","Issou",13785.03962444
"78317","Jambville",12521.67673013
"78320","Jeufosse",2950.46110822
"78321","Jouars-Pontchartrain",36586.3702975
"78322","Jouy-en-Josas",224467.68545697
"78324","Jouy-Mauvoisin",8237.38793661
"78325","Jumeauville",12211.86267649
"78327","Juziers",17028.37317569
"78329","Lainville-en-Vexin",8774.88738568
"78334","Levis-Saint-Nom",32991.43692187
"78335","Limay",11274.80139817
"78337","Limetz-Villez",2661.54788792
"78343","Les Loges-en-Josas",178204.9152394
"78344","Lommoye",2739.50965863
"78346","Longnes",4161.88868856
"78349","Longvilliers",7537.81309941
"78350","Louveciennes",253041.59124662
"78354","Magnanville",9619.39941384
"78356","Magny-les-Hameaux",75715.50615152
"78358","Maisons-Laffitte",210236.30985035
"78361","Mantes-la-Jolie",9541.94697925
"78362","Mantes-la-Ville",10561.69711995
"78364","Marcq",15332.80473289
"78366","Mareil-le-Guyon",22540.95438299
"78367","Mareil-Marly",168155.65708993
"78368","Mareil-sur-Mauldre",23277.70372517
"78372","Marly-le-Roi",200660.861257
"78380","Maule",17189.32397097
"78381","Maulette",2936.35809968
"78382","Maurecourt",71836.12152154
"78383","Maurepas",39512.5251556
"78384","Medan",56956.76778772
"78385","Menerville",5888.16563044
"78389","Mere",16779.23983097
"78391","Mericourt",6033.27683403
"78396","Le Mesnil-le-Roi",210568.81821969
"78397","Le Mesnil-Saint-Denis",45001.30802414
"78398","Les Mesnuls",17973.61924275
"78401","Meulan-en-Yvelines",28139.40554822
"78402","Mezieres-sur-Seine",13674.55714146
"78403","Mezy-sur-Seine",20341.68788404
"78404","Millemont",6900.36818255
"78406","Milon-la-Chapelle",64882.17106105
"78407","Mittainville",1848.92421937
"78410","Moisson",5289.72353502
"78413","Mondreville",2864.53003618
"78415","Montainville",19168.29837793
"78416","Montalet-le-Bois",11086.15005107
"78417","Montchauvet",4918.77525472
"78418","Montesson",263949.1470702
"78420","Montfort-l'Amaury",14820.08847276
"78423","Montigny-le-Bretonneux",87066.06243577
