"ID","NAMES","intermediaires_AsTheCowRolls_POT_0"
"77156","Darvault",121
"77157","Dhuisy",37
"77158","Diant",38
"77159","Donnemarie-Dontilly",246
"77161","Dormelles",126
"77162","Doue",164
"77163","Douy-la-Ramee",35
"77164","Echouboulains",86
"77165","Les Ecrennes",92
"77166","Ecuelles",368
"77167","Egligny",28
"77168","Egreville",199
"77169","Emerainville",1384
"77170","Episy",103
"77171","Esbly",1026
"77172","Esmans",89
"77173","Etrepilly",132
"77174","Everly",60
"77175","Evry-Gregy-sur-Yerre",325
"77176","Faremoutiers",379
"77177","Favieres",176
"77178","Fay-les-Nemours",50
"77179","Fericy",79
"77180","Ferolles-Attilly",165
"77181","Ferrieres-en-Brie",416
"77182","La Ferte-Gaucher",332
"77183","La Ferte-sous-Jouarre",1035
"77184","Flagy",77
"77185","Fleury-en-Biere",72
"77186","Fontainebleau",1724
"77187","Fontaine-Fourches",36
"77188","Fontaine-le-Port",160
"77190","Fontains",42
"77191","Fontenailles",164
"77192","Fontenay-Tresigny",663
"77193","Forfry",36
"77194","Forges",48
"77195","Fouju",89
"77196","Fresnes-sur-Marne",116
"77197","Fretoy",16
"77198","Fromont",24
"77199","Fublaines",150
"77200","Garentreville",8
"77201","Gastins",113
"77202","La Genevraye",88
"77203","Germigny-l'Eveque",172
"77204","Germigny-sous-Coulombs",43
"77205","Gesvres-le-Chapitre",25
"77206","Giremoutiers",12
"77207","Gironville",8
"77208","Gouaix",151
"77209","Gouvernes",190
"77210","La Grande-Paroisse",382
"77211","Grandpuits-Bailly-Carrois",156
"77212","Gravon",27
"77214","Gressy",123
"77215","Gretz-Armainvilliers",1068
"77216","Grez-sur-Loing",179
"77217","Grisy-Suisnes",392
"77218","Grisy-sur-Seine",4
"77219","Guerard",434
"77220","Guercheville",60
"77221","Guermantes",201
"77222","Guignes",481
"77223","Gurcy-le-Chatel",80
"77224","Hautefeuille",32
"77225","La Haute-Maison",49
"77226","Hericy",362
"77227","Herme",47
"77228","Hondevilliers",24
"77229","La Houssaye-en-Brie",243
"77230","Ichy",34
"77231","Isles-les-Meldeuses",83
"77232","Isles-les-Villenoy",157
"77233","Iverny",72
"77234","Jablines",110
"77235","Jaignes",42
"77236","Jaulnes",40
"77237","Jossigny",96
"77238","Jouarre",535
"77239","Jouy-le-Chatel",176
"77240","Jouy-sur-Morin",215
"77241","Juilly",248
"77242","Jutigny",66
"77243","Lagny-sur-Marne",3094
"77244","Larchant",108
"77245","Laval-en-Brie",49
"77246","Lechelle",97
"77247","Lescherolles",52
"77248","Lesches",129
"77249","Lesigny",1037
"77250","Leudon-en-Brie",20
"77251","Lieusaint",1760
"77252","Limoges-Fourches",74
"77253","Lissy",50
"77254","Liverdy-en-Brie",212
"77255","Livry-sur-Seine",304
"77256","Lizines",16
"77257","Lizy-sur-Ourcq",317
"77258","Lognes",1997
"77259","Longperrier",426
"77260","Longueville",196
"77261","Lorrez-le-Bocage-Preaux",113
"77262","Louan-Villegruis-Fontaine",53
"77263","Luisetaines",29
"77264","Lumigny-Nesles-Ormeaux",252
"77265","Luzancy",112
"77266","Machault",146
"77267","La Madeleine-sur-Loing",39
"77268","Magny-le-Hongre",1024
"77269","Maincy",274
"77270","Maisoncelles-en-Brie",115
"77271","Maisoncelles-en-Gatinais",13
"77272","Maison-Rouge",128
"77273","Marchemoret",120
"77274","Marcilly",59
"77275","Les Marets",4
"77276","Mareuil-les-Meaux",331
"77277","Marles-en-Brie",292
"77278","Marolles-en-Brie",71
"77279","Marolles-sur-Seine",207
"77280","Mary-sur-Marne",183
"77281","Mauperthuis",107
"77282","Mauregard",73
"77283","May-en-Multien",116
"77284","Meaux",5941
"77285","Le Mee-sur-Seine",2388
"77286","Meigneux",31
"77287","Meilleray",44
"77288","Melun",4841
"77289","Melz-sur-Seine",33
"77290","Mery-sur-Marne",97
"77291","Le Mesnil-Amelot",124
"77292","Messy",181
"77293","Misy-sur-Yonne",153
"77294","Mitry-Mory",2662
"77295","Moisenay",184
"77296","Moissy-Cramayel",2497
"77297","Mondreville",44
"77298","Mons-en-Montois",37
"77299","Montarlot",46
"77300","Montceaux-les-Meaux",76
"77301","Montceaux-les-Provins",23
"77302","Montcourt-Fromonville",306
"77303","Montdauphin",16
"77304","Montenils",0
"77305","Montereau-Fault-Yonne",1320
"77306","Montereau-sur-le-Jard",130
"77307","Montevrain",1708
"77308","Montge-en-Goele",101
"77309","Monthyon",276
"77310","Montigny-le-Guesdier",28
"77311","Montigny-Lencoup",180
"77312","Montigny-sur-Loing",345
"77313","Montmachoux",28
"77314","Montolivet",20
"77315","Montry",530
"77316","Moret-sur-Loing",611
"77317","Mormant",583
"77318","Mortcerf",206
"77319","Mortery",9
"77320","Mouroux",736
"77321","Mousseaux-les-Bray",92
"77322","Moussy-le-Neuf",549
"77323","Moussy-le-Vieux",236
"77325","Mouy-sur-Seine",36
"77326","Nandy",894
"77327","Nangis",829
"77328","Nanteau-sur-Essonne",77
"77329","Nanteau-sur-Lunain",81
"77330","Nanteuil-les-Meaux",840
"77331","Nanteuil-sur-Marne",48
"77332","Nantouillet",68
"77333","Nemours",1111
"77335","Chauconin-Neufmontiers",356
"77336","Neufmoutiers-en-Brie",177
"77337","Noisiel",2019
"77338","Noisy-Rudignon",74
"77339","Noisy-sur-Ecole",291
"77340","Nonville",109
"77341","Noyen-sur-Seine",54
"77342","Obsonville",25
"77343","Ocquerre",59
"77344","Oissery",355
"77345","Orly-sur-Morin",84
"77347","Les Ormes-sur-Voulzie",133
"77348","Ormesson",44
"77349","Othis",1224
"77350","Ozoir-la-Ferriere",2877
"77352","Ozouer-le-Voulgis",308
"77353","Paley",56
"77354","Pamfou",173
"77355","Paroy",16
"77356","Passy-sur-Seine",0
"77357","Pecy",88
"77358","Penchard",151
"77359","Perthes",292
"77360","Pezarches",66
"77361","Pierre-Levee",79
"77363","Le Pin",223
"77364","Le Plessis-aux-Bois",39
"77365","Le Plessis-Feu-Aussoux",56
"77366","Le Plessis-l'Eveque",37
"77367","Le Plessis-Placy",28
"77368","Poigny",56
"77369","Poincy",106
"77370","Poligny",92
"77371","Pommeuse",404
"77372","Pomponne",468
"77373","Pontault-Combault",5310
"77374","Pontcarre",322
"77376","Precy-sur-Marne",144
"77377","Presles-en-Brie",394
"77378","Pringy",396
"77379","Provins",1143
"77380","Puisieux",48
"77381","Quiers",148
"77382","Quincy-Voisins",878
"77383","Rampillon",108
"77384","Reau",164
"77385","Rebais",184
"77386","Recloses",96
"77387","Remauville",71
"77388","Reuil-en-Brie",131
"77389","La Rochette",448
"77390","Roissy-en-Brie",3219
"77391","Rouilly",52
"77392","Rouvres",76
"77393","Rozay-en-Brie",374
"77394","Rubelles",240
"77395","Rumont",8
"77396","Rupereux",8
"77397","Saacy-sur-Marne",169
"77398","Sablonnieres",88
"77399","Saint-Ange-le-Viel",32
"77400","Saint-Augustin",288
"77401","Sainte-Aulde",98
"77402","Saint-Barthelemy",39
"77403","Saint-Brice",80
"77404","Sainte-Colombe",196
"77405","Saint-Cyr-sur-Morin",318
"77406","Saint-Denis-les-Rebais",105
"77407","Saint-Fargeau-Ponthierry",2040
"77408","Saint-Fiacre",90
"77409","Saint-Germain-Laval",356
"77410","Saint-Germain-Laxis",105
"77411","Saint-Germain-sous-Doue",68
"77412","Saint-Germain-sur-Ecole",85
"77413","Saint-Germain-sur-Morin",598
"77414","Saint-Hilliers",75
"77415","Saint-Jean-les-Deux-Jumeaux",155
"77416","Saint-Just-en-Brie",36
"77417","Saint-Leger",12
"77418","Saint-Loup-de-Naud",76
"77419","Saint-Mammes",444
"77420","Saint-Mard",539
"77421","Saint-Mars-Vieux-Maisons",16
"77423","Saint-Martin-des-Champs",73
"77424","Saint-Martin-du-Boschet",21
"77425","Saint-Martin-en-Biere",103
"77426","Saint-Mery",49
"77427","Saint-Mesmes",115
"77428","Saint-Ouen-en-Brie",184
"77429","Saint-Ouen-sur-Morin",104
"77430","Saint-Pathus",1100
"77431","Saint-Pierre-les-Nemours",680
"77432","Saint-Remy-la-Vanne",118
"77433","Saints",182
"77434","Saint-Sauveur-les-Bray",43
"77435","Saint-Sauveur-sur-Ecole",193
"77436","Saint-Simeon",106
"77437","Saint-Soupplets",425
"77438","Saint-Thibault-des-Vignes",1019
"77439","Salins",168
"77440","Sammeron",150
"77441","Samois-sur-Seine",323
"77442","Samoreau",349
"77443","Sancy",88
"77444","Sancy-les-Provins",44
"77445","Savigny-le-Temple",4309
"77446","Savins",41
"77447","Seine-Port",265
"77448","Sept-Sorts",60
"77449","Serris",1369
"77450","Servon",497
"77451","Signy-Signets",68
"77452","Sigy",12
"77453","Sivry-Courtry",156
"77454","Sognolles-en-Montois",83
"77455","Soignolles-en-Brie",345
"77456","Soisy-Bouy",113
"77457","Solers",186
"77458","Souppes-sur-Loing",544
"77459","Sourdun",152
"77460","Tancrou",79
"77461","Thenisy",36
"77462","Thieux",87
"77463","Thomery",508
"77464","Thorigny-sur-Marne",1360
"77465","Thoury-Ferottes",98
"77466","Tigeaux",63
"77467","La Tombe",27
"77468","Torcy",3464
"77469","Touquin",132
"77470","Tournan-en-Brie",1190
"77471","Tousson",47
"77472","La Tretoire",72
"77473","Treuzy-Levelay",72
"77474","Trilbardou",177
"77475","Trilport",832
"77476","Trocy-en-Multien",34
"77477","Ury",129
"77478","Ussy-sur-Marne",132
"77479","Vaires-sur-Marne",1865
"77480","Valence-en-Brie",182
"77481","Vanville",32
"77482","Varennes-sur-Seine",354
"77483","Varreddes",260
"77484","Vaucourtois",31
"77485","Le Vaudoue",79
"77486","Vaudoy-en-Brie",112
"77487","Vaux-le-Penil",1866
"77489","Vaux-sur-Lunain",16
"77490","Vendrest",83
"77491","Veneux-les-Sablons",739
"77492","Verdelot",82
"77493","Verneuil-l'Etang",406
"77494","Vernou-la-Celle-sur-Seine",429
"77495","Vert-Saint-Denis",1126
"77496","Vieux-Champagne",32
"77498","Vignely",60
"77500","Villebeon",52
"77501","Villecerf",92
"77504","Villemarechal",136
"77505","Villemareuil",77
"77506","Villemer",132
"77507","Villenauxe-la-Petite",80
"77508","Villeneuve-le-Comte",271
"77509","Villeneuve-les-Bordes",111
"77510","Villeneuve-Saint-Denis",107
"77511","Villeneuve-sous-Dammartin",95
"77512","Villeneuve-sur-Bellot",120
"77513","Villenoy",707
"77514","Villeparisis",3893
"77515","Villeroy",106
"77516","Ville-Saint-Jacques",108
"77517","Villevaude",284
"77518","Villiers-en-Biere",28
"77519","Villiers-Saint-Georges",103
"77520","Villiers-sous-Grez",100
"77521","Villiers-sur-Morin",338
"77522","Villiers-sur-Seine",32
"77523","Villuis",12
"77524","Vimpelles",44
"77525","Vinantes",24
"77526","Vincy-Manoeuvre",23
"77527","Voinsles",97
"77528","Voisenon",150
"77529","Voulangis",239
"77530","Voulton",32
"77531","Voulx",201
"77532","Vulaines-les-Provins",8
"77533","Vulaines-sur-Seine",348
"77534","Yebles",85
"78003","Ablis",518
"78005","Acheres",3038
"78006","Adainville",114
"78007","Aigremont",108
"78009","Allainville",39
"78010","Les Alluets-le-Roi",139
"78013","Andelu",69
"78015","Andresy",1831
"78020","Arnouville-les-Mantes",160
"78029","Aubergenville",1773
"78030","Auffargis",281
"78031","Auffreville-Brasseuil",121
"78033","Aulnay-sur-Mauldre",176
"78034","Auteuil",115
"78036","Autouillet",98
"78043","Bailly",442
"78048","Bazainville",211
"78049","Bazemont",195
"78050","Bazoches-sur-Guyonne",86
"78053","Behoust",69
"78057","Bennecourt",264
"78062","Beynes",1369
"78068","Blaru",156
"78070","Boinville-en-Mantois",52
"78071","Boinville-le-Gaillard",125
"78072","Boinvilliers",43
"78073","Bois-d'Arcy",2157
"78076","Boissets",46
"78077","La Boissiere-Ecole",133
"78082","Boissy-Mauvoisin",113
"78084","Boissy-sans-Avoir",84
"78087","Bonnelles",368
"78089","Bonnieres-sur-Seine",531
"78090","Bouafle",272
"78092","Bougival",1148
"78096","Bourdonne",56
"78104","Breuil-Bois-Robert",99
"78107","Breval",328
"78108","Les Breviaires",205
"78113","Brueil-en-Vexin",125
"78117","Buc",732
"78118","Buchelay",328
"78120","Bullion",280
"78123","Carrieres-sous-Poissy",2272
"78124","Carrieres-sur-Seine",2195
"78125","La Celle-les-Bordes",114
"78126","La Celle-Saint-Cloud",2507
"78128","Cernay-la-Ville",220
"78133","Chambourcy",764
"78138","Chanteloup-les-Vignes",1090
"78140","Chapet",156
"78143","Chateaufort",261
"78146","Chatou",4064
"78147","Chaufour-les-Bonnieres",74
"78152","Chavenay",215
"78158","Le Chesnay",3741
"78160","Chevreuse",759
"78162","Choisel",45
"78163","Civry-la-Foret",68
"78164","Clairefontaine-en-Yvelines",120
"78165","Les Clayes-sous-Bois",2568
"78168","Coignieres",695
"78171","Conde-sur-Vesgre",169
"78172","Conflans-Sainte-Honorine",4998
"78185","Courgent",70
"78188","Cravent",55
"78189","Crespieres",227
"78190","Croissy-sur-Seine",977
"78192","Dammartin-en-Serve",168
"78193","Dampierre-en-Yvelines",118
"78194","Dannemarie",40
"78196","Davron",50
"78202","Drocourt",112
"78206","Ecquevilly",589
"78208","Elancourt",4191
"78209","Emance",160
"78217","Epone",874
"78220","Les Essarts-le-Roi",924
"78224","L'Etang-la-Ville",529
"78227","Evecquemont",144
"78230","La Falaise",141
"78231","Favrieux",25
"78233","Feucherolles",264
"78234","Flacourt",16
"78236","Flexanville",72
"78237","Flins-Neuve-Eglise",40
"78238","Flins-sur-Seine",390
"78239","Follainville-Dennemont",256
"78242","Fontenay-le-Fleury",1898
"78245","Fontenay-Mauvoisin",56
"78246","Fontenay-Saint-Pere",158
"78251","Fourqueux",426
"78255","Freneuse",461
"78261","Gaillon-sur-Montcient",118
"78262","Galluis",176
"78263","Gambais",322
"78264","Gambaiseuil",8
"78265","Garancieres",368
"78267","Gargenville",976
"78269","Gazeran",183
"78276","Gommecourt",120
"78278","Goupillieres",48
"78281","Goussonville",92
"78283","Grandchamp",32
"78285","Gressey",88
"78289","Grosrouvre",110
"78290","Guernes",200
"78291","Guerville",387
"78296","Guitrancourt",97
"78297","Guyancourt",4878
"78299","Hardricourt",330
"78300","Hargeville",64
"78302","La Hauteville",20
"78305","Herbeville",40
"78307","Hermeray",110
"78310","Houdan",392
"78311","Houilles",4826
"78314","Issou",659
"78317","Jambville",145
"78320","Jeufosse",60
"78321","Jouars-Pontchartrain",747
"78322","Jouy-en-Josas",777
"78324","Jouy-Mauvoisin",80
"78325","Jumeauville",98
"78327","Juziers",612
"78329","Lainville-en-Vexin",144
"78334","Levis-Saint-Nom",208
"78335","Limay",1946
"78337","Limetz-Villez",266
"78343","Les Loges-en-Josas",184
"78344","Lommoye",96
"78346","Longnes",254
"78349","Longvilliers",69
"78350","Louveciennes",678
"78354","Magnanville",817
"78356","Magny-les-Hameaux",1432
"78358","Maisons-Laffitte",2604
"78361","Mantes-la-Jolie",4404
"78362","Mantes-la-Ville",2749
"78364","Marcq",124
"78366","Mareil-le-Guyon",58
"78367","Mareil-Marly",332
"78368","Mareil-sur-Mauldre",195
"78372","Marly-le-Roi",2389
"78380","Maule",728
"78381","Maulette",110
"78382","Maurecourt",718
"78383","Maurepas",3006
"78384","Medan",191
"78385","Menerville",28
"78389","Mere",218
"78391","Mericourt",51
"78396","Le Mesnil-le-Roi",812
"78397","Le Mesnil-Saint-Denis",963
"78398","Les Mesnuls",127
"78401","Meulan-en-Yvelines",1379
"78402","Mezieres-sur-Seine",591
"78403","Mezy-sur-Seine",254
"78404","Millemont",33
"78406","Milon-la-Chapelle",30
"78407","Mittainville",57
"78410","Moisson",148
"78413","Mondreville",42
"78415","Montainville",49
"78416","Montalet-le-Bois",47
"78417","Montchauvet",41
"78418","Montesson",2160
"78420","Montfort-l'Amaury",390
"78423","Montigny-le-Bretonneux",5815
"78431","Morainvilliers",339
"78437","Mousseaux-sur-Seine",112
"78439","Mulcent",13
"78440","Les Mureaux",3094
"78442","Neauphle-le-Chateau",462
"78443","Neauphle-le-Vieux",116
"78444","Neauphlette",140
"78451","Nezel",164
"78455","Noisy-le-Roi",848
"78460","Oinville-sur-Montcient",197
"78464","Orcemont",124
"78465","Orgerus",304
"78466","Orgeval",546
"78470","Orphin",152
"78472","Orsonville",28
"78474","Orvilliers",102
"78475","Osmoy",47
"78478","Paray-Douaville",40
"78481","Le Pecq",2071
"78484","Perdreauville",84
"78486","Le Perray-en-Yvelines",1136
"78490","Plaisir",4810
"78497","Poigny-la-Foret",109
"78498","Poissy",5123
"78499","Ponthevrard",88
"78501","Porcheville",406
"78502","Le Port-Marly",923
"78503","Port-Villez",48
"78505","Prunay-le-Temple",59
"78506","Prunay-en-Yvelines",116
"78513","La Queue-les-Yvelines",331
"78516","Raizeux",146
"78517","Rambouillet",3502
"78518","Rennemoulin",12
"78520","Richebourg",280
"78522","Rochefort-en-Yvelines",126
"78524","Rocquencourt",405
"78528","Rolleboise",65
"78530","Rosay",56
"78531","Rosny-sur-Seine",815
"78536","Sailly",65
"78537","Saint-Arnoult-en-Yvelines",895
"78545","Saint-Cyr-l'Ecole",2462
"78548","Saint-Forget",63
"78550","Saint-Germain-de-la-Grange",293
"78551","Saint-Germain-en-Laye",5055
"78557","Saint-Hilarion",113
"78558","Saint-Illiers-la-Ville",52
"78559","Saint-Illiers-le-Bois",57
"78561","Saint-Lambert",59
"78562","Saint-Leger-en-Yvelines",197
"78564","Saint-Martin-de-Brethencourt",92
"78565","Saint-Martin-des-Champs",36
"78567","Saint-Martin-la-Garenne",172
"78569","Sainte-Mesme",114
"78571","Saint-Nom-la-Breteche",442
"78575","Saint-Remy-les-Chevreuse",896
"78576","Saint-Remy-l'Honore",160
"78586","Sartrouville",6643
"78588","Saulx-Marchais",173
"78590","Senlisse",44
"78591","Septeuil",296
"78597","Soindres",90
"78601","Sonchamp",234
"78605","Tacoignieres",140
"78606","Le Tartre-Gaudran",4
"78608","Le Tertre-Saint-Denis",12
"78609","Tessancourt-sur-Aubette",160
"78615","Thiverval-Grignon",119
"78616","Thoiry",211
"78618","Tilly",72
"78620","Toussus-le-Noble",142
"78621","Trappes",2997
"78623","Le Tremblay-sur-Mauldre",147
"78624","Triel-sur-Seine",1730
"78638","Vaux-sur-Seine",735
"78640","Velizy-Villacoublay",3168
"78642","Verneuil-sur-Seine",2428
"78643","Vernouillet",1096
"78644","La Verriere",639
"78646","Versailles",9343
"78647","Vert",134
"78650","Le Vesinet",1492
"78653","Vicq",24
"78655","Vieille-Eglise-en-Yvelines",161
"78668","La Villeneuve-en-Chevrie",84
"78672","Villennes-sur-Seine",521
"78674","Villepreux",1407
"78677","Villette",80
"78681","Villiers-le-Mahieu",121
"78683","Villiers-Saint-Frederic",376
"78686","Viroflay",1919
"78688","Voisins-le-Bretonneux",1688
"91001","Abbeville-la-Riviere",28
"91016","Angerville",468
"91017","Angervilliers",252
"91021","Arpajon",1632
"91022","Arrancourt",8
"91027","Athis-Mons",3982
"91035","Authon-la-Plaine",44
"91037","Auvernaux",51
"91038","Auvers-Saint-Georges",197
"91041","Avrainville",110
"91044","Ballainvilliers",528
"91045","Ballancourt-sur-Essonne",1056
"91047","Baulne",220
"91064","Bievres",652
"91067","Blandy",8
"91069","Boigneville",86
"91075","Bois-Herpin",12
"91079","Boissy-la-Riviere",102
"91080","Boissy-le-Cutte",217
"91081","Boissy-le-Sec",84
"91085","Boissy-sous-Saint-Yon",583
"91086","Bondoufle",1559
"91093","Boullay-les-Troux",101
"91095","Bouray-sur-Juine",326
"91097","Boussy-Saint-Antoine",1085
"91098","Boutervilliers",72
"91099","Boutigny-sur-Essonne",410
"91100","Bouville",76
"91103","Bretigny-sur-Orge",3656
"91105","Breuillet",1147
"91106","Breux-Jouy",242
"91109","Brieres-les-Scelles",146
"91111","Briis-sous-Forges",526
"91112","Brouy",11
"91114","Brunoy",3739
"91115","Bruyeres-le-Chatel",570
"91121","Buno-Bonnevaux",80
"91122","Bures-sur-Yvette",1047
"91129","Cerny",485
"91130","Chalo-Saint-Mars",186
"91131","Chalou-Moulineux",76
"91132","Chamarande",149
"91135","Champcueil",405
"91136","Champlan",358
"91137","Champmotteux",60
"91145","Chatignonville",19
"91148","Chauffour-les-Etrechy",24
"91156","Cheptainville",361
"91159","Chevannes",288
"91161","Chilly-Mazarin",3026
"91174","Corbeil-Essonnes",5297
"91175","Corbreuse",274
"91179","Le Coudray-Montceaux",803
"91180","Courances",45
"91182","Courcouronnes",1807
"91184","Courdimanche-sur-Essonne",48
"91186","Courson-Monteloup",103
"91191","Crosne",1664
"91195","Dannemois",124
"91198","D'Huison-Longueville",258
"91200","Dourdan",1232
"91201","Draveil",4086
"91204","Echarcon",164
"91207","Egly",767
"91215","Epinay-sous-Senart",1425
"91216","Epinay-sur-Orge",1678
"91222","Estouches",40
"91223","Etampes",2768
"91225","Etiolles",497
"91226","Etrechy",1009
"91228","Evry",6609
"91232","La Ferte-Alais",643
"91235","Fleury-Merogis",535
"91240","Fontaine-la-Riviere",43
"91243","Fontenay-les-Briis",368
"91244","Fontenay-le-Vicomte",240
"91247","La Foret-le-Roi",64
"91248","La Foret-Sainte-Croix",24
"91249","Forges-les-Bains",512
"91272","Gif-sur-Yvette",2265
"91273","Gironville-sur-Essonne",135
"91274","Gometz-la-Ville",230
"91275","Gometz-le-Chatel",325
"91284","Les Granges-le-Roi",236
"91286","Grigny",2179
"91292","Guibeville",140
"91293","Guigneville-sur-Essonne",130
"91294","Guillerval",84
"91312","Igny",1374
"91315","Itteville",1188
"91318","Janville-sur-Juine",310
"91319","Janvry",83
"91326","Juvisy-sur-Orge",2347
"91330","Lardy",1005
"91332","Leudeville",253
"91333","Leuville-sur-Orge",632
"91338","Limours",999
"91339","Linas",908
"91340","Lisses",1336
"91345","Longjumeau",3217
"91347","Longpont-sur-Orge",1136
"91359","Maisse",334
"91363","Marcoussis",1272
"91374","Marolles-en-Beauce",33
"91376","Marolles-en-Hurepoix",814
"91377","Massy",6157
"91378","Mauchamps",49
"91386","Mennecy",1933
"91390","Mereville",481
"91393","Merobert",53
"91399","Mespuits",12
"91405","Milly-la-Foret",681
"91408","Moigny-sur-Ecole",136
"91411","Les Molieres",271
"91412","Mondeville",108
"91414","Monnerville",64
"91421","Montgeron",2952
"91425","Montlhery",995
"91432","Morangis",1918
"91433","Morigny-Champigny",652
"91434","Morsang-sur-Orge",3308
"91435","Morsang-sur-Seine",45
