"ID","NAMES","population_AsTheCrowFlies_POT_5000"
"77483","Varreddes",30535.46837269
"77484","Vaucourtois",17704.10365483
"77485","Le Vaudoue",6397.10495649
"77486","Vaudoy-en-Brie",3600.45037342
"77487","Vaux-le-Penil",73987.69580356
"77489","Vaux-sur-Lunain",2571.74360828
"77490","Vendrest",5059.08864926
"77491","Veneux-les-Sablons",33099.96999886
"77492","Verdelot",2905.117352
"77493","Verneuil-l'Etang",14567.04427759
"77494","Vernou-la-Celle-sur-Seine",23195.82060857
"77495","Vert-Saint-Denis",97954.6951642
"77496","Vieux-Champagne",3048.11456663
"77498","Vignely",37735.67344504
"77500","Villebeon",3321.83442857
"77501","Villecerf",10129.71505371
"77504","Villemarechal",4764.52349731
"77505","Villemareuil",16377.83366262
"77506","Villemer",6463.47774454
"77507","Villenauxe-la-Petite",3061.27585211
"77508","Villeneuve-le-Comte",19746.05731884
"77509","Villeneuve-les-Bordes",5226.64656641
"77510","Villeneuve-Saint-Denis",33085.41324811
"77511","Villeneuve-sous-Dammartin",26771.23978038
"77512","Villeneuve-sur-Bellot",4017.48841811
"77513","Villenoy",64136.07455172
"77514","Villeparisis",135284.98007832
"77515","Villeroy",13360.91079299
"77516","Ville-Saint-Jacques",13297.20069416
"77517","Villevaude",100074.78186415
"77518","Villiers-en-Biere",50236.53165019
"77519","Villiers-Saint-Georges",1966.26945664
"77520","Villiers-sous-Grez",9577.41760905
"77521","Villiers-sur-Morin",31830.17749742
"77522","Villiers-sur-Seine",2010.50885383
"77523","Villuis",1856.84343939
"77524","Vimpelles",5345.68555133
"77525","Vinantes",13442.46450182
"77526","Vincy-Manoeuvre",3372.13041498
"77527","Voinsles",5355.22749204
"77528","Voisenon",79589.43890026
"77529","Voulangis",22079.29859108
"77530","Voulton",4508.70014311
"77531","Voulx",4655.41044679
"77532","Vulaines-les-Provins",10795.38028953
"77533","Vulaines-sur-Seine",35553.21359461
"77534","Yebles",13034.22647225
"78003","Ablis",6207.03211498
"78005","Acheres",175522.56712408
"78006","Adainville",4336.36698935
"78007","Aigremont",87433.03624439
"78009","Allainville",2970.32090653
"78010","Les Alluets-le-Roi",29205.69723797
"78013","Andelu",18612.74727256
"78015","Andresy",163765.99426014
"78020","Arnouville-les-Mantes",15177.67538334
"78029","Aubergenville",56871.46643951
"78030","Auffargis",21592.24632242
"78031","Auffreville-Brasseuil",67129.58935477
"78033","Aulnay-sur-Mauldre",35563.11435652
"78034","Auteuil",19470.80701005
"78036","Autouillet",16191.55253011
"78043","Bailly",201534.02136396
"78048","Bazainville",11575.36470846
"78049","Bazemont",39152.57084164
"78050","Bazoches-sur-Guyonne",30869.53858446
"78053","Behoust",12388.74157007
"78057","Bennecourt",15539.26397668
"78062","Beynes",25968.56660446
"78068","Blaru",4382.0455913
"78070","Boinville-en-Mantois",28517.36974078
"78071","Boinville-le-Gaillard",5051.48789452
"78072","Boinvilliers",15508.50148338
"78073","Bois-d'Arcy",179501.40395076
"78076","Boissets",5197.49812507
"78077","La Boissiere-Ecole",3995.7106276
"78082","Boissy-Mauvoisin",13899.89458181
"78084","Boissy-sans-Avoir",16791.21622318
"78087","Bonnelles",14738.24971613
"78089","Bonnieres-sur-Seine",18167.01604369
"78090","Bouafle",69817.42060206
"78092","Bougival",333310.92822787
"78096","Bourdonne",6592.59377271
"78104","Breuil-Bois-Robert",50335.87932353
"78107","Breval",7817.88021202
"78108","Les Breviaires",16005.62779302
"78113","Brueil-en-Vexin",27753.87045639
"78117","Buc",168567.80383579
"78118","Buchelay",84195.65693836
"78120","Bullion",9470.03483317
"78123","Carrieres-sous-Poissy",132646.67571368
"78124","Carrieres-sur-Seine",523491.57522535
"78125","La Celle-les-Bordes",8020.16364783
"78126","La Celle-Saint-Cloud",321441.73021859
"78128","Cernay-la-Ville",10249.2754816
"78133","Chambourcy",101389.38431896
"78138","Chanteloup-les-Vignes",147999.42868715
"78140","Chapet",89356.01783271
"78143","Chateaufort",90248.63609661
"78146","Chatou",410303.19883625
"78147","Chaufour-les-Bonnieres",5184.95767
"78152","Chavenay",77649.36723219
"78158","Le Chesnay",292145.27867364
"78160","Chevreuse",40330.77413545
"78162","Choisel",17971.39334668
"78163","Civry-la-Foret",7371.44478418
"78164","Clairefontaine-en-Yvelines",10292.48457533
"78165","Les Clayes-sous-Bois",138487.7083399
"78168","Coignieres",71107.31081136
"78171","Conde-sur-Vesgre",4986.96153739
"78172","Conflans-Sainte-Honorine",190036.60377225
"78185","Courgent",9174.3863087
"78188","Cravent",4357.83930339
"78189","Crespieres",23512.55706138
"78190","Croissy-sur-Seine",326957.69316354
"78192","Dammartin-en-Serve",7993.25640261
"78193","Dampierre-en-Yvelines",25357.52221982
"78194","Dannemarie",6220.68591482
"78196","Davron",41512.81730564
"78202","Drocourt",14808.53581732
"78206","Ecquevilly",60680.03847545
"78208","Elancourt",150324.69696034
"78209","Emance",3498.26301362
"78217","Epone",43399.71555149
"78220","Les Essarts-le-Roi",30413.48225791
"78224","L'Etang-la-Ville",127448.21665013
"78227","Evecquemont",80523.0667865
"78230","La Falaise",38541.00481718
"78231","Favrieux",26367.12201059
"78233","Feucherolles",49212.39188046
"78234","Flacourt",17452.49910823
"78236","Flexanville",11660.88312842
"78237","Flins-Neuve-Eglise",5131.92565874
"78238","Flins-sur-Seine",67417.60675104
"78239","Follainville-Dennemont",68692.01083339
"78242","Fontenay-le-Fleury",179903.21079171
"78245","Fontenay-Mauvoisin",47086.05245513
"78246","Fontenay-Saint-Pere",45795.27079234
"78251","Fourqueux",122111.53461575
"78255","Freneuse",17616.12300178
"78261","Gaillon-sur-Montcient",46880.73602719
"78262","Galluis",14946.776804
"78263","Gambais",8700.37376422
"78264","Gambaiseuil",6991.98407511
"78265","Garancieres",13479.59508414
"78267","Gargenville",51101.59169929
"78269","Gazeran",20739.62088132
"78276","Gommecourt",11303.39847643
"78278","Goupillieres",11727.48247403
"78281","Goussonville",24846.43018962
"78283","Grandchamp",2974.99414088
"78285","Gressey",8139.80527428
"78289","Grosrouvre",11394.83028819
"78290","Guernes",51685.52411979
"78291","Guerville",61104.267255
"78296","Guitrancourt",54205.03998157
"78297","Guyancourt",176932.42740746
"78299","Hardricourt",63172.25818508
"78300","Hargeville",11463.91618925
"78302","La Hauteville",3183.18242695
"78305","Herbeville",23828.37102193
"78307","Hermeray",4016.60547713
"78310","Houdan",7692.17399338
"78311","Houilles",522318.85850039
"78314","Issou",60017.50088027
"78317","Jambville",16670.65613689
"78320","Jeufosse",12949.66207697
"78321","Jouars-Pontchartrain",92604.0090321
"78322","Jouy-en-Josas",157634.45814945
"78324","Jouy-Mauvoisin",58277.65761978
"78325","Jumeauville",18789.29398878
"78327","Juziers",53154.98716976
"78329","Lainville-en-Vexin",9455.73893882
"78334","Levis-Saint-Nom",50858.29194125
"78335","Limay",89393.25300907
"78337","Limetz-Villez",11219.0906131
"78343","Les Loges-en-Josas",137397.08954359
"78344","Lommoye",8803.26022713
"78346","Longnes",7193.00431394
"78349","Longvilliers",15989.43998209
"78350","Louveciennes",256117.8921321
"78354","Magnanville",79837.28468368
"78356","Magny-les-Hameaux",98192.44619197
"78358","Maisons-Laffitte",283494.60775881
"78361","Mantes-la-Jolie",89841.80576339
"78362","Mantes-la-Ville",91644.82982432
"78364","Marcq",19376.38547668
"78366","Mareil-le-Guyon",31693.48420122
"78367","Mareil-Marly",154315.42334283
"78368","Mareil-sur-Mauldre",22208.463721
"78372","Marly-le-Roi",191184.49226137
"78380","Maule",25600.0391345
"78381","Maulette",8549.97908357
"78382","Maurecourt",183564.78135292
"78383","Maurepas",103415.9797461
"78384","Medan",108803.26997905
"78385","Menerville",14654.7758922
"78389","Mere",18745.74681852
"78391","Mericourt",25939.79778989
"78396","Le Mesnil-le-Roi",251744.74648696
"78397","Le Mesnil-Saint-Denis",87114.05754406
"78398","Les Mesnuls",19396.88904535
"78401","Meulan-en-Yvelines",75420.24272748
"78402","Mezieres-sur-Seine",50229.48528591
"78403","Mezy-sur-Seine",62995.22373837
"78404","Millemont",12418.23989863
"78406","Milon-la-Chapelle",72897.374142
"78407","Mittainville",2710.71997054
"78410","Moisson",11736.53270461
"78413","Mondreville",5086.94431585
"78415","Montainville",21911.32277991
