"ID","NAMES","ouvrier_AsTheCowRolls_POT_20"
"77204","Germigny-sous-Coulombs",4228.55655748
"77205","Gesvres-le-Chapitre",19687.67070059
"77206","Giremoutiers",16758.03965603
"77207","Gironville",3930.059471
"77208","Gouaix",4444.70766592
"77209","Gouvernes",166417.02139055
"77210","La Grande-Paroisse",10180.27998435
"77211","Grandpuits-Bailly-Carrois",10829.7276362
"77212","Gravon",6246.43817498
"77214","Gressy",146014.48393492
"77215","Gretz-Armainvilliers",94936.84302461
"77216","Grez-sur-Loing",13613.92673984
"77217","Grisy-Suisnes",87390.79815726
"77218","Grisy-sur-Seine",4496.18974505
"77219","Guerard",25002.24129313
"77220","Guercheville",6261.83773784
"77221","Guermantes",154325.86279426
"77222","Guignes",39375.75602442
"77223","Gurcy-le-Chatel",7007.44702468
"77224","Hautefeuille",13704.51875977
"77225","La Haute-Maison",21839.62367947
"77226","Hericy",19899.15514982
"77227","Herme",4997.9324197
"77228","Hondevilliers",5666.92095063
"77229","La Houssaye-en-Brie",32927.40691974
"77230","Ichy",4141.5648375
"77231","Isles-les-Meldeuses",15594.77647761
"77232","Isles-les-Villenoy",50914.36626167
"77233","Iverny",50585.6038265
"77234","Jablines",68150.21201919
"77235","Jaignes",13021.77382522
"77236","Jaulnes",5423.14279469
"77237","Jossigny",142069.00309556
"77238","Jouarre",13822.84735138
"77239","Jouy-le-Chatel",10273.01716942
"77240","Jouy-sur-Morin",6243.24633962
"77241","Juilly",65420.51552688
"77242","Jutigny",6156.37472661
"77243","Lagny-sur-Marne",157865.77569544
"77244","Larchant",10068.16503053
"77245","Laval-en-Brie",10200.74335127
"77246","Lechelle",3801.71244697
"77247","Lescherolles",4346.51857768
"77248","Lesches",67069.3327499
"77249","Lesigny",167994.07830362
"77250","Leudon-en-Brie",5380.85912531
"77251","Lieusaint",113647.2646958
"77252","Limoges-Fourches",83448.45324948
"77253","Lissy",66735.35984245
"77254","Liverdy-en-Brie",39305.00421085
"77255","Livry-sur-Seine",39337.7245454
"77256","Lizines",5999.64208491
"77257","Lizy-sur-Ourcq",13565.51370278
"77258","Lognes",249401.92154401
"77259","Longperrier",76962.07914778
"77260","Longueville",6034.73505704
"77261","Lorrez-le-Bocage-Preaux",6742.12532059
"77262","Louan-Villegruis-Fontaine",1532.79568692
"77263","Luisetaines",5738.49467273
"77264","Lumigny-Nesles-Ormeaux",21501.17337812
"77265","Luzancy",8937.91410907
"77266","Machault",16589.56666799
"77267","La Madeleine-sur-Loing",6649.24936934
"77268","Magny-le-Hongre",79778.44462695
"77269","Maincy",51659.54951314
"77270","Maisoncelles-en-Brie",21862.20639839
"77271","Maisoncelles-en-Gatinais",4713.71667
"77272","Maison-Rouge",7083.93206762
"77273","Marchemoret",44451.93345027
"77274","Marcilly",22781.31533729
"77275","Les Marets",4139.26252536
"77276","Mareuil-les-Meaux",47383.97506599
"77277","Marles-en-Brie",28212.82340361
"77278","Marolles-en-Brie",8311.12324817
"77279","Marolles-sur-Seine",9396.16226199
"77280","Mary-sur-Marne",13105.41513753
"77281","Mauperthuis",12358.35086233
"77282","Mauregard",129668.94248227
"77283","May-en-Multien",10576.17297236
"77284","Meaux",54861.7226129
"77285","Le Mee-sur-Seine",58485.18535711
"77286","Meigneux",6020.40920834
"77287","Meilleray",2293.99456995
"77288","Melun",62781.98181507
"77289","Melz-sur-Seine",3831.9586155
"77290","Mery-sur-Marne",7735.29455018
"77291","Le Mesnil-Amelot",148786.35213899
"77292","Messy",132043.77925237
"77293","Misy-sur-Yonne",6990.82380451
"77294","Mitry-Mory",193831.4054252
"77295","Moisenay",38621.58644464
"77296","Moissy-Cramayel",97274.06299925
"77297","Mondreville",3191.64262577
"77298","Mons-en-Montois",5662.25335773
"77299","Montarlot",12206.85056268
"77300","Montceaux-les-Meaux",35921.28270431
"77301","Montceaux-les-Provins",3064.66674264
"77302","Montcourt-Fromonville",12193.37540416
"77303","Montdauphin",2063.942633
"77304","Montenils",1545.30422442
"77305","Montereau-Fault-Yonne",12006.35639024
"77306","Montereau-sur-le-Jard",72821.07692831
"77307","Montevrain",120289.46732825
"77308","Montge-en-Goele",42727.29587467
"77309","Monthyon",33323.73783011
"77310","Montigny-le-Guesdier",4178.41980352
"77311","Montigny-Lencoup",9331.88536628
"77312","Montigny-sur-Loing",13554.84294856
"77313","Montmachoux",6847.4925129
"77314","Montolivet",2278.5318966
"77315","Montry",67878.51812446
"77316","Moret-sur-Loing",13816.04648676
"77317","Mormant",17052.33194247
"77318","Mortcerf",29899.82401528
"77319","Mortery",5256.75758033
"77320","Mouroux",15472.49063052
"77321","Mousseaux-les-Bray",5887.28860405
"77322","Moussy-le-Neuf",79528.05882153
"77323","Moussy-le-Vieux",59840.08627565
"77325","Mouy-sur-Seine",6165.44502227
"77326","Nandy",81613.21982601
"77327","Nangis",10464.51170708
"77328","Nanteau-sur-Essonne",4884.67451535
"77329","Nanteau-sur-Lunain",8261.72435882
"77330","Nanteuil-les-Meaux",44938.55582819
"77331","Nanteuil-sur-Marne",5876.46477412
"77332","Nantouillet",69773.61527763
"77333","Nemours",13341.44990596
"77335","Chauconin-Neufmontiers",53448.38499671
"77336","Neufmoutiers-en-Brie",42678.44920485
"77337","Noisiel",243967.72191394
"77338","Noisy-Rudignon",9710.29650354
"77339","Noisy-sur-Ecole",14139.456177
"77340","Nonville",10486.81915613
"77341","Noyen-sur-Seine",4720.32623936
"77342","Obsonville",4585.07570241
"77343","Ocquerre",9694.47954367
"77344","Oissery",19206.89665367
"77345","Orly-sur-Morin",5460.96824752
"77347","Les Ormes-sur-Voulzie",6152.3113377
"77348","Ormesson",8919.98897742
"77349","Othis",42767.18785165
"77350","Ozoir-la-Ferriere",124944.34495123
"77352","Ozouer-le-Voulgis",36824.28112599
"77353","Paley",6796.32035924
"77354","Pamfou",17239.53693576
"77355","Paroy",6435.70953174
"77356","Passy-sur-Seine",3400.42740771
"77357","Pecy",8700.92116378
"77358","Penchard",44290.18676403
"77359","Perthes",62491.65944657
"77360","Pezarches",17529.09090074
"77361","Pierre-Levee",29246.40523429
"77363","Le Pin",192457.11074115
"77364","Le Plessis-aux-Bois",38501.430464
"77365","Le Plessis-Feu-Aussoux",11317.22944936
"77366","Le Plessis-l'Eveque",45774.62893018
"77367","Le Plessis-Placy",12366.87694535
"77368","Poigny",5574.09754381
"77369","Poincy",30047.34693254
"77370","Poligny",7128.63417334
"77371","Pommeuse",17416.59072486
"77372","Pomponne",156491.46612436
"77373","Pontault-Combault",206714.29029597
"77374","Pontcarre",168648.16332661
"77376","Precy-sur-Marne",75509.12598578
"77377","Presles-en-Brie",59575.66613538
"77378","Pringy",54322.41203089
"77379","Provins",6057.11045179
"77380","Puisieux",13758.44145129
"77381","Quiers",9261.10654836
"77382","Quincy-Voisins",60254.21052742
"77383","Rampillon",6897.65633635
"77384","Reau",94525.72245845
"77385","Rebais",8597.95902519
"77386","Recloses",14906.34446848
"77387","Remauville",6548.63123274
"77388","Reuil-en-Brie",13956.24353511
"77389","La Rochette",42223.42233186
"77390","Roissy-en-Brie",156159.91271462
"77391","Rouilly",4806.53809256
"77392","Rouvres",71457.106598
"77393","Rozay-en-Brie",21119.29390334
"77394","Rubelles",57454.29656059
"77395","Rumont",4730.86955783
"77396","Rupereux",3674.91355796
"77397","Saacy-sur-Marne",6962.62840795
"77398","Sablonnieres",5660.51217545
"77399","Saint-Ange-le-Viel",6681.16386443
"77400","Saint-Augustin",11259.26639741
"77401","Sainte-Aulde",9124.05741839
"77402","Saint-Barthelemy",3914.99979089
"77403","Saint-Brice",5170.14573162
"77404","Sainte-Colombe",6041.00879786
"77405","Saint-Cyr-sur-Morin",8284.0403534
"77406","Saint-Denis-les-Rebais",8503.94470935
"77407","Saint-Fargeau-Ponthierry",77082.43591184
"77408","Saint-Fiacre",30136.11629612
"77409","Saint-Germain-Laval",10879.18237571
"77410","Saint-Germain-Laxis",55683.35065066
"77411","Saint-Germain-sous-Doue",7730.26523204
"77412","Saint-Germain-sur-Ecole",42062.99229036
"77413","Saint-Germain-sur-Morin",69295.99899309
"77414","Saint-Hilliers",4694.50450102
"77415","Saint-Jean-les-Deux-Jumeaux",27820.59253141
"77416","Saint-Just-en-Brie",4825.7832239
"77417","Saint-Leger",5936.33722144
"77418","Saint-Loup-de-Naud",5945.04759887
"77419","Saint-Mammes",15863.86701226
"77420","Saint-Mard",100409.93149642
"77421","Saint-Mars-Vieux-Maisons",4916.16480146
"77423","Saint-Martin-des-Champs",4800.84005667
"77424","Saint-Martin-du-Boschet",2678.90585391
"77425","Saint-Martin-en-Biere",36398.72854011
"77426","Saint-Mery",19928.17223509
"77427","Saint-Mesmes",88790.74037529
"77428","Saint-Ouen-en-Brie",14692.41720381
"77429","Saint-Ouen-sur-Morin",7903.88954344
"77430","Saint-Pathus",25197.4044332
"77431","Saint-Pierre-les-Nemours",11923.1284917
"77432","Saint-Remy-la-Vanne",7802.1014888
"77433","Saints",10738.83797619
"77434","Saint-Sauveur-les-Bray",5251.54644961
"77435","Saint-Sauveur-sur-Ecole",43201.00576169
"77436","Saint-Simeon",8476.50448819
"77437","Saint-Soupplets",34246.6449171
"77438","Saint-Thibault-des-Vignes",181524.69439525
"77439","Salins",9812.89665551
"77440","Sammeron",27072.96433946
"77441","Samois-sur-Seine",18870.39527508
"77442","Samoreau",22853.5761427
"77443","Sancy",28771.58806642
"77444","Sancy-les-Provins",3475.02656612
"77445","Savigny-le-Temple",85502.77564062
"77446","Savins",6108.2732619
"77447","Seine-Port",62361.53367062
"77448","Sept-Sorts",19144.38462863
"77449","Serris",104647.9108033
"77450","Servon",167277.66252355
"77451","Signy-Signets",17408.74475088
"77452","Sigy",6396.92699742
"77453","Sivry-Courtry",35495.27932781
"77454","Sognolles-en-Montois",5726.17813027
"77455","Soignolles-en-Brie",64965.31773771
"77456","Soisy-Bouy",4690.56220413
"77457","Solers",58154.58316621
"77458","Souppes-sur-Loing",7259.48700133
"77459","Sourdun",5526.78004874
"77460","Tancrou",11893.29090094
"77461","Thenisy",6317.51198126
"77462","Thieux",108291.19760425
"77463","Thomery",15986.1786455
"77464","Thorigny-sur-Marne",122251.25126522
"77465","Thoury-Ferottes",7395.5819688
"77466","Tigeaux",38647.90229532
"77467","La Tombe",8496.16532973
"77468","Torcy",217477.64419629
"77469","Touquin",15367.68296469
"77470","Tournan-en-Brie",72791.94891185
"77471","Tousson",10639.30700157
"77472","La Tretoire",6412.15566515
"77473","Treuzy-Levelay",9182.78836373
"77474","Trilbardou",77133.57406698
"77475","Trilport",32175.86186986
"77476","Trocy-en-Multien",14953.81223517
"77477","Ury",23739.98722559
"77478","Ussy-sur-Marne",24850.18847993
"77479","Vaires-sur-Marne",181444.39607281
"77480","Valence-en-Brie",15339.44894294
"77481","Vanville",7063.27214585
"77482","Varennes-sur-Seine",12109.50916755
"77483","Varreddes",27388.88803358
"77484","Vaucourtois",30658.28513629
"77485","Le Vaudoue",12041.06855915
"77486","Vaudoy-en-Brie",12880.81838108
"77487","Vaux-le-Penil",42749.46481479
"77489","Vaux-sur-Lunain",4630.82119215
"77490","Vendrest",6513.14029447
"77491","Veneux-les-Sablons",14598.53275322
"77492","Verdelot",3687.87664146
"77493","Verneuil-l'Etang",25117.02086458
"77494","Vernou-la-Celle-sur-Seine",12331.73907887
"77495","Vert-Saint-Denis",80963.89198916
"77496","Vieux-Champagne",5478.66475621
"77498","Vignely",66195.20628856
"77500","Villebeon",4594.40947659
"77501","Villecerf",12504.41091703
"77504","Villemarechal",7664.3049395
"77505","Villemareuil",31402.38044128
"77506","Villemer",11824.24689542
"77507","Villenauxe-la-Petite",4470.5782818
"77508","Villeneuve-le-Comte",96852.62752478
"77509","Villeneuve-les-Bordes",8200.87464564
"77510","Villeneuve-Saint-Denis",101569.22238471
"77511","Villeneuve-sous-Dammartin",85581.92139716
"77512","Villeneuve-sur-Bellot",3509.09846962
"77513","Villenoy",64915.96677678
"77514","Villeparisis",228931.53841974
"77515","Villeroy",57795.65784307
"77516","Ville-Saint-Jacques",11688.27474991
"77517","Villevaude",173388.69518152
"77518","Villiers-en-Biere",44490.23192527
"77519","Villiers-Saint-Georges",3293.94173929
"77520","Villiers-sous-Grez",13019.20580145
"77521","Villiers-sur-Morin",69692.90851329
"77522","Villiers-sur-Seine",4235.42236524
"77523","Villuis",3627.60181681
"77524","Vimpelles",5651.97141292
"77525","Vinantes",36301.69550775
"77526","Vincy-Manoeuvre",8081.73113681
"77527","Voinsles",12493.51496195
"77528","Voisenon",68654.93056016
"77529","Voulangis",47644.5412522
"77530","Voulton",3806.85833864
"77531","Voulx",6524.20292323
"77532","Vulaines-les-Provins",6449.86278705
"77533","Vulaines-sur-Seine",21561.54981192
"77534","Yebles",38990.25674904
"78003","Ablis",12274.6247355
"78005","Acheres",117952.66184156
"78006","Adainville",3804.89943429
"78007","Aigremont",149558.04450419
"78009","Allainville",11132.48901743
"78010","Les Alluets-le-Roi",61968.35805257
"78013","Andelu",24793.10922872
"78015","Andresy",107573.72159329
"78020","Arnouville-les-Mantes",21500.88933184
"78029","Aubergenville",72319.28403156
"78030","Auffargis",27917.82545079
"78031","Auffreville-Brasseuil",34169.34277274
"78033","Aulnay-sur-Mauldre",42870.30735932
"78034","Auteuil",25407.85637681
"78036","Autouillet",19785.14062456
"78043","Bailly",163761.15779057
"78048","Bazainville",17085.10398354
"78049","Bazemont",35847.65393339
"78050","Bazoches-sur-Guyonne",42763.058084
"78053","Behoust",14437.34676698
"78057","Bennecourt",19122.9756148
"78062","Beynes",39190.3926065
"78068","Blaru",11969.65741047
"78070","Boinville-en-Mantois",25755.89711083
"78071","Boinville-le-Gaillard",9149.71249712
"78072","Boinvilliers",20480.37605962
"78073","Bois-d'Arcy",148293.1163119
"78076","Boissets",6872.14430858
"78077","La Boissiere-Ecole",2694.71741992
"78082","Boissy-Mauvoisin",16884.33442906
"78084","Boissy-sans-Avoir",25888.4712989
"78087","Bonnelles",32905.03154456
"78089","Bonnieres-sur-Seine",18009.94652598
"78090","Bouafle",84340.3121502
"78092","Bougival",222478.78690073
"78096","Bourdonne",8488.72410337
"78104","Breuil-Bois-Robert",30242.37046877
"78107","Breval",12055.34738063
"78108","Les Breviaires",15805.0732436
"78113","Brueil-en-Vexin",37629.20511035
"78117","Buc",133154.66891814
"78118","Buchelay",35914.81731444
"78120","Bullion",25251.8189012
"78123","Carrieres-sous-Poissy",130335.72511154
"78124","Carrieres-sur-Seine",257473.30982396
"78125","La Celle-les-Bordes",17408.63096678
"78126","La Celle-Saint-Cloud",229604.06983661
"78128","Cernay-la-Ville",26280.39863336
"78133","Chambourcy",151235.42387039
"78138","Chanteloup-les-Vignes",100932.39509592
"78140","Chapet",84642.39260469
"78143","Chateaufort",103586.38483656
"78146","Chatou",246831.0017577
"78147","Chaufour-les-Bonnieres",18184.91805087
"78152","Chavenay",81121.66089122
"78158","Le Chesnay",207953.57694274
"78160","Chevreuse",42099.77056001
"78162","Choisel",33035.22406808
"78163","Civry-la-Foret",10577.75877973
"78164","Clairefontaine-en-Yvelines",23526.00955719
"78165","Les Clayes-sous-Bois",84273.58358549
"78168","Coignieres",52503.91722195
"78171","Conde-sur-Vesgre",6326.57764023
"78172","Conflans-Sainte-Honorine",162135.18542756
"78185","Courgent",19172.25433967
"78188","Cravent",12439.06059259
"78189","Crespieres",63413.67833161
"78190","Croissy-sur-Seine",204665.21949406
"78192","Dammartin-en-Serve",13942.24796154
"78193","Dampierre-en-Yvelines",34337.85234998
"78194","Dannemarie",6913.1903139
"78196","Davron",68861.63861495
"78202","Drocourt",28224.08473378
"78206","Ecquevilly",85137.02631608
"78208","Elancourt",68146.54153168
"78209","Emance",4149.50090364
"78217","Epone",60616.36421904
"78220","Les Essarts-le-Roi",38550.02096941
"78224","L'Etang-la-Ville",139941.13156313
"78227","Evecquemont",68103.53550604
"78230","La Falaise",51963.74213562
"78231","Favrieux",27114.16672387
"78233","Feucherolles",95870.83617461
"78234","Flacourt",19154.16360008
"78236","Flexanville",13021.20903095
"78237","Flins-Neuve-Eglise",11412.84681564
"78238","Flins-sur-Seine",82704.54710195
"78239","Follainville-Dennemont",23595.31300931
"78242","Fontenay-le-Fleury",123496.07939676
"78245","Fontenay-Mauvoisin",27052.45343184
"78246","Fontenay-Saint-Pere",27057.48156501
"78251","Fourqueux",136360.74316327
"78255","Freneuse",17359.34154624
"78261","Gaillon-sur-Montcient",58704.15220291
"78262","Galluis",36636.39744723
"78263","Gambais",12483.80093593
"78264","Gambaiseuil",9793.88192552
"78265","Garancieres",19192.71597087
"78267","Gargenville",54025.4687477
"78269","Gazeran",9591.42688327
"78276","Gommecourt",9857.79445699
"78278","Goupillieres",16917.26052564
"78281","Goussonville",25096.39552713
"78283","Grandchamp",2198.6754792
"78285","Gressey",7427.68791973
"78289","Grosrouvre",14557.87797051
"78290","Guernes",15807.93178977
"78291","Guerville",25542.94442576
"78296","Guitrancourt",33013.84926947
"78297","Guyancourt",112845.26912443
"78299","Hardricourt",70586.38620056
"78300","Hargeville",18805.80102113
"78302","La Hauteville",2082.00123849
"78305","Herbeville",38559.19896892
"78307","Hermeray",3437.12441837
"78310","Houdan",11693.42696246
"78311","Houilles",270379.6909164
"78314","Issou",50995.11533132
"78317","Jambville",33060.62849981
"78320","Jeufosse",21650.23141845
"78321","Jouars-Pontchartrain",68846.7840815
"78322","Jouy-en-Josas",187410.75946546
"78324","Jouy-Mauvoisin",30731.56449181
"78325","Jumeauville",23519.373089
"78327","Juziers",48696.1265882
"78329","Lainville-en-Vexin",30434.34951904
"78334","Levis-Saint-Nom",29429.36708987
"78335","Limay",35567.11486902
"78337","Limetz-Villez",12742.3962365
"78343","Les Loges-en-Josas",144277.84839231
"78344","Lommoye",10028.0302073
"78346","Longnes",18056.88086646
"78349","Longvilliers",41916.17739017
"78350","Louveciennes",212095.69781767
"78354","Magnanville",38822.29583053
"78356","Magny-les-Hameaux",59638.70764005
"78358","Maisons-Laffitte",192421.24643783
"78361","Mantes-la-Jolie",41866.20796089
"78362","Mantes-la-Ville",42027.82125131
"78364","Marcq",23670.90772893
"78366","Mareil-le-Guyon",39159.60289162
"78367","Mareil-Marly",144083.25453509
"78368","Mareil-sur-Mauldre",48483.58481259
"78372","Marly-le-Roi",186332.95106051
"78380","Maule",42775.41377546
"78381","Maulette",14948.81750551
"78382","Maurecourt",118692.50605634
"78383","Maurepas",73428.51126234
"78384","Medan",105123.85282165
"78385","Menerville",20875.10115098
"78389","Mere",31973.7936968
"78391","Mericourt",17074.56842945
"78396","Le Mesnil-le-Roi",169761.55784908
"78397","Le Mesnil-Saint-Denis",50615.48167651
"78398","Les Mesnuls",29081.2720542
"78401","Meulan-en-Yvelines",76520.74512657
"78402","Mezieres-sur-Seine",57679.15599467
"78403","Mezy-sur-Seine",56933.91425777
"78404","Millemont",20838.74561643
"78406","Milon-la-Chapelle",48208.79166055
"78407","Mittainville",2804.37659814
"78410","Moisson",9501.3169652
"78413","Mondreville",13628.1612136
"78415","Montainville",30194.4878818
"78416","Montalet-le-Bois",33091.25362991
