"ID","NAMES","artisans_AsTheCowRolls_POT_20"
"77239","Jouy-le-Chatel",2433.37318627
"77240","Jouy-sur-Morin",1462.27300834
"77241","Juilly",14254.83861775
"77242","Jutigny",1106.46696601
"77243","Lagny-sur-Marne",43779.06324799
"77244","Larchant",2876.26579582
"77245","Laval-en-Brie",2064.26692232
"77246","Lechelle",727.15695912
"77247","Lescherolles",997.545287
"77248","Lesches",17363.51227701
"77249","Lesigny",47426.6908763
"77250","Leudon-en-Brie",1232.67212094
"77251","Lieusaint",26738.05013903
"77252","Limoges-Fourches",19652.35621776
"77253","Lissy",15587.70816797
"77254","Liverdy-en-Brie",10751.63901142
"77255","Livry-sur-Seine",8732.51632021
"77256","Lizines",1074.54192695
"77257","Lizy-sur-Ourcq",2585.1692698
"77258","Lognes",75443.59516999
"77259","Longperrier",16936.76674772
"77260","Longueville",1090.14828796
"77261","Lorrez-le-Bocage-Preaux",1554.89613637
"77262","Louan-Villegruis-Fontaine",337.40010834
"77263","Luisetaines",1012.32201409
"77264","Lumigny-Nesles-Ormeaux",5920.38828106
"77265","Luzancy",1932.27309266
"77266","Machault",3769.13452574
"77267","La Madeleine-sur-Loing",1657.38171369
"77268","Magny-le-Hongre",22386.74087662
"77269","Maincy",11421.62832544
"77270","Maisoncelles-en-Brie",5816.29463521
"77271","Maisoncelles-en-Gatinais",1118.73241843
"77272","Maison-Rouge",1322.85870993
"77273","Marchemoret",9175.98698168
"77274","Marcilly",4807.11697733
"77275","Les Marets",872.5642681
"77276","Mareuil-les-Meaux",12073.58329019
"77277","Marles-en-Brie",7827.3954884
"77278","Marolles-en-Brie",2106.71606189
"77279","Marolles-sur-Seine",1889.02722118
"77280","Mary-sur-Marne",2530.19582909
"77281","Mauperthuis",3372.21262705
"77282","Mauregard",31550.33183876
"77283","May-en-Multien",1906.38951434
"77284","Meaux",13075.88319602
"77285","Le Mee-sur-Seine",13167.66648739
"77286","Meigneux",1058.34902467
"77287","Meilleray",511.22691619
"77288","Melun",14323.70199084
"77289","Melz-sur-Seine",727.54977118
"77290","Mery-sur-Marne",1665.37889641
"77291","Le Mesnil-Amelot",37090.49256094
"77292","Messy",32043.92937889
"77293","Misy-sur-Yonne",1329.79547788
"77294","Mitry-Mory",49216.06406365
"77295","Moisenay",8182.32187769
"77296","Moissy-Cramayel",22605.76552323
"77297","Mondreville",716.73255253
"77298","Mons-en-Montois",989.71300539
"77299","Montarlot",2983.27182399
"77300","Montceaux-les-Meaux",9089.80563989
"77301","Montceaux-les-Provins",695.55571274
"77302","Montcourt-Fromonville",3209.31484827
"77303","Montdauphin",455.71682613
"77304","Montenils",329.79201136
"77305","Montereau-Fault-Yonne",2674.20873556
"77306","Montereau-sur-le-Jard",16250.38519033
"77307","Montevrain",32826.05729955
"77308","Montge-en-Goele",8881.39886082
"77309","Monthyon",7420.67794947
"77310","Montigny-le-Guesdier",756.400913
"77311","Montigny-Lencoup",1735.42706901
"77312","Montigny-sur-Loing",3494.50502576
"77313","Montmachoux",1440.71546377
"77314","Montolivet",502.19500347
"77315","Montry",17955.49210451
"77316","Moret-sur-Loing",3450.73724735
"77317","Mormant",3814.08601044
"77318","Mortcerf",8332.13613863
"77319","Mortery",1026.38374785
"77320","Mouroux",4237.52565577
"77321","Mousseaux-les-Bray",1047.69284462
"77322","Moussy-le-Neuf",18557.32795198
"77323","Moussy-le-Vieux",13119.71015015
"77325","Mouy-sur-Seine",1096.50673396
"77326","Nandy",18025.0921793
"77327","Nangis",2077.55841068
"77328","Nanteau-sur-Essonne",1663.60806934
"77329","Nanteau-sur-Lunain",2008.11955538
"77330","Nanteuil-les-Meaux",11346.14936856
"77331","Nanteuil-sur-Marne",1266.05335567
"77332","Nantouillet",15487.61934496
"77333","Nemours",3574.57576941
"77335","Chauconin-Neufmontiers",12461.13752397
"77336","Neufmoutiers-en-Brie",12129.64686117
"77337","Noisiel",72898.17764063
"77338","Noisy-Rudignon",2195.59141925
"77339","Noisy-sur-Ecole",3906.79483225
"77340","Nonville",2626.94945789
"77341","Noyen-sur-Seine",877.79062042
"77342","Obsonville",1209.78740939
"77343","Ocquerre",1758.38586899
"77344","Oissery",3747.47064026
"77345","Orly-sur-Morin",1236.11387578
"77347","Les Ormes-sur-Voulzie",1104.88195596
"77348","Ormesson",2414.16211941
"77349","Othis",8864.27525846
"77350","Ozoir-la-Ferriere",35681.6102871
"77352","Ozouer-le-Voulgis",9212.09340194
"77353","Paley",1658.02127821
"77354","Pamfou",3601.88408676
"77355","Paroy",1136.82649971
"77356","Passy-sur-Seine",653.85507417
"77357","Pecy",2028.8912088
"77358","Penchard",10172.01890039
"77359","Perthes",14630.73108475
"77360","Pezarches",4776.54858692
"77361","Pierre-Levee",7519.46251216
"77363","Le Pin",49524.7216598
"77364","Le Plessis-aux-Bois",8470.8559856
"77365","Le Plessis-Feu-Aussoux",3055.76424301
"77366","Le Plessis-l'Eveque",10248.09451524
"77367","Le Plessis-Placy",2316.69431053
"77368","Poigny",1031.2010827
"77369","Poincy",6854.67546164
"77370","Poligny",1821.30584581
"77371","Pommeuse",4827.49137929
"77372","Pomponne",42000.75825203
"77373","Pontault-Combault",61693.45555676
"77374","Pontcarre",49329.05050588
"77376","Precy-sur-Marne",17609.92075063
"77377","Presles-en-Brie",16779.31220861
"77378","Pringy",12272.76516499
"77379","Provins",1157.33282159
"77380","Puisieux",2716.83903452
"77381","Quiers",2069.03720582
"77382","Quincy-Voisins",16135.00233307
"77383","Rampillon",1318.21687827
"77384","Reau",22446.46447145
"77385","Rebais",2001.58420585
"77386","Recloses",3986.62469665
"77387","Remauville",1623.99334811
"77388","Reuil-en-Brie",3129.13129296
"77389","La Rochette",9615.25351731
"77390","Roissy-en-Brie",45598.0598005
"77391","Rouilly",901.65775141
"77392","Rouvres",15564.46827535
"77393","Rozay-en-Brie",5643.47697336
"77394","Rubelles",12837.30309056
"77395","Rumont",1518.09389486
"77396","Rupereux",734.75394718
"77397","Saacy-sur-Marne",1507.72503524
"77398","Sablonnieres",1298.28531014
"77399","Saint-Ange-le-Viel",1541.58791914
"77400","Saint-Augustin",3136.62115118
"77401","Sainte-Aulde",1985.77001041
"77402","Saint-Barthelemy",883.31597844
"77403","Saint-Brice",981.07971917
"77404","Sainte-Colombe",1106.86485043
"77405","Saint-Cyr-sur-Morin",1827.84066077
"77406","Saint-Denis-les-Rebais",2043.26117945
"77407","Saint-Fargeau-Ponthierry",18291.93261983
"77408","Saint-Fiacre",7714.97389724
"77409","Saint-Germain-Laval",2283.375944
"77410","Saint-Germain-Laxis",12244.13598446
"77411","Saint-Germain-sous-Doue",1864.88512638
"77412","Saint-Germain-sur-Ecole",9800.67333647
"77413","Saint-Germain-sur-Morin",19018.85500579
"77414","Saint-Hilliers",950.30914637
"77415","Saint-Jean-les-Deux-Jumeaux",6650.4537283
"77416","Saint-Just-en-Brie",981.77459026
"77417","Saint-Leger",1370.23189197
"77418","Saint-Loup-de-Naud",1068.85021704
"77419","Saint-Mammes",3826.42662493
"77420","Saint-Mard",23000.13861934
"77421","Saint-Mars-Vieux-Maisons",1114.0951697
"77423","Saint-Martin-des-Champs",1098.77642831
"77424","Saint-Martin-du-Boschet",610.39417394
"77425","Saint-Martin-en-Biere",8584.99392636
"77426","Saint-Mery",4101.91766661
"77427","Saint-Mesmes",20693.77081247
"77428","Saint-Ouen-en-Brie",2939.05394609
"77429","Saint-Ouen-sur-Morin",1748.87172662
"77430","Saint-Pathus",5000.16338255
"77431","Saint-Pierre-les-Nemours",3223.15424229
"77432","Saint-Remy-la-Vanne",1900.6965723
"77433","Saints",2919.98028863
"77434","Saint-Sauveur-les-Bray",934.79154869
"77435","Saint-Sauveur-sur-Ecole",9879.11577361
"77436","Saint-Simeon",2089.18059263
"77437","Saint-Soupplets",7131.29561969
"77438","Saint-Thibault-des-Vignes",50767.78909727
"77439","Salins",1926.42544622
"77440","Sammeron",6609.50472861
"77441","Samois-sur-Seine",4536.00808865
"77442","Samoreau",5396.46054618
"77443","Sancy",7496.92541284
"77444","Sancy-les-Provins",798.99048726
"77445","Savigny-le-Temple",18992.1737488
"77446","Savins",1082.72475298
"77447","Seine-Port",13749.13936293
"77448","Sept-Sorts",4481.05376442
"77449","Serris",29964.461971
"77450","Servon",45734.93674939
"77451","Signy-Signets",4129.52414492
"77452","Sigy",1118.07741907
"77453","Sivry-Courtry",7625.64704535
"77454","Sognolles-en-Montois",1009.46946267
"77455","Soignolles-en-Brie",15808.45146446
"77456","Soisy-Bouy",864.35865416
"77457","Solers",14465.78567923
"77458","Souppes-sur-Loing",1865.89025912
"77459","Sourdun",1058.35819711
"77460","Tancrou",2429.40950069
"77461","Thenisy",1104.35171605
"77462","Thieux",25099.814728
"77463","Thomery",4017.05870489
"77464","Thorigny-sur-Marne",33099.53726481
"77465","Thoury-Ferottes",1601.64224041
"77466","Tigeaux",10673.77821268
"77467","La Tombe",1625.14774721
"77468","Torcy",63254.85014985
"77469","Touquin",4179.5598492
"77470","Tournan-en-Brie",20576.27635742
"77471","Tousson",3064.06270778
"77472","La Tretoire",1477.39824404
"77473","Treuzy-Levelay",2235.82414592
"77474","Trilbardou",18151.34810166
"77475","Trilport",7380.65573321
"77476","Trocy-en-Multien",2918.06239037
"77477","Ury",6016.46033654
"77478","Ussy-sur-Marne",6059.45350728
"77479","Vaires-sur-Marne",50070.01970695
"77480","Valence-en-Brie",3223.79884541
"77481","Vanville",1329.98389238
"77482","Varennes-sur-Seine",2807.567306
"77483","Varreddes",6129.22596329
"77484","Vaucourtois",7986.50042249
"77485","Le Vaudoue",3476.09357165
"77486","Vaudoy-en-Brie",3302.38859328
"77487","Vaux-le-Penil",9467.61441707
"77489","Vaux-sur-Lunain",1082.45526534
"77490","Vendrest",1160.92836138
"77491","Veneux-les-Sablons",3694.42154622
"77492","Verdelot",847.68409516
"77493","Verneuil-l'Etang",5858.71254617
"77494","Vernou-la-Celle-sur-Seine",2927.53939522
"77495","Vert-Saint-Denis",18320.44572147
"77496","Vieux-Champagne",1034.89154743
"77498","Vignely",15801.12089625
"77500","Villebeon",1092.84596881
"77501","Villecerf",3010.84365841
"77504","Villemarechal",1829.374928
"77505","Villemareuil",8016.07726403
"77506","Villemer",2871.20650883
"77507","Villenauxe-la-Petite",825.5743606
"77508","Villeneuve-le-Comte",27914.41369241
"77509","Villeneuve-les-Bordes",1478.54854369
"77510","Villeneuve-Saint-Denis",29252.03103441
"77511","Villeneuve-sous-Dammartin",19603.21536402
"77512","Villeneuve-sur-Bellot",810.96728404
"77513","Villenoy",15659.60879336
"77514","Villeparisis",60906.21138595
"77515","Villeroy",13187.75599392
"77516","Ville-Saint-Jacques",2696.88797392
"77517","Villevaude",44989.33104617
"77518","Villiers-en-Biere",10206.06848637
"77519","Villiers-Saint-Georges",690.30418039
"77520","Villiers-sous-Grez",3564.40364681
"77521","Villiers-sur-Morin",19612.22754727
"77522","Villiers-sur-Seine",800.27410455
"77523","Villuis",689.06891589
"77524","Vimpelles",984.67944351
"77525","Vinantes",7626.76880005
"77526","Vincy-Manoeuvre",1409.19079782
"77527","Voinsles",3296.98863831
"77528","Voisenon",15439.67300586
"77529","Voulangis",13266.6722063
"77530","Voulton",730.80980284
"77531","Voulx",1393.64185579
"77532","Vulaines-les-Provins",1202.71174064
"77533","Vulaines-sur-Seine",5092.60980955
"77534","Yebles",9150.5961596
"78003","Ablis",3528.80088351
"78005","Acheres",38695.31485842
"78006","Adainville",1775.46738754
"78007","Aigremont",57411.34940435
"78009","Allainville",2913.8825379
"78010","Les Alluets-le-Roi",22395.43702579
"78013","Andelu",7694.65547391
"78015","Andresy",34654.45608965
"78020","Arnouville-les-Mantes",5102.08133623
"78029","Aubergenville",24239.31469974
"78030","Auffargis",10886.78622268
"78031","Auffreville-Brasseuil",8770.08261655
"78033","Aulnay-sur-Mauldre",12758.15897659
"78034","Auteuil",9741.98966391
"78036","Autouillet",6986.87646611
"78043","Bailly",70320.80157512
"78048","Bazainville",6458.48493783
"78049","Bazemont",10344.37098846
"78050","Bazoches-sur-Guyonne",18049.83000656
"78053","Behoust",5354.60366185
"78057","Bennecourt",3793.24970028
"78062","Beynes",13526.98534607
"78068","Blaru",2138.20709946
"78070","Boinville-en-Mantois",6214.22700304
"78071","Boinville-le-Gaillard",2462.4835078
"78072","Boinvilliers",4548.66213378
"78073","Bois-d'Arcy",62848.57664546
"78076","Boissets",1805.79438845
"78077","La Boissiere-Ecole",1183.1346693
"78082","Boissy-Mauvoisin",3257.15018257
"78084","Boissy-sans-Avoir",10700.05588541
"78087","Bonnelles",10507.26298691
"78089","Bonnieres-sur-Seine",3492.40149636
"78090","Bouafle",29103.17048499
"78092","Bougival",87337.72712572
"78096","Bourdonne",3431.99055622
"78104","Breuil-Bois-Robert",7460.43213368
"78107","Breval",2339.38862396
"78108","Les Breviaires",5631.93519571
"78113","Brueil-en-Vexin",9130.72826126
"78117","Buc",53976.70010281
"78118","Buchelay",9291.77812478
"78120","Bullion",8026.20193749
"78123","Carrieres-sous-Poissy",47499.69294407
"78124","Carrieres-sur-Seine",94555.19903817
"78125","La Celle-les-Bordes",5852.39523668
"78126","La Celle-Saint-Cloud",92839.56204843
"78128","Cernay-la-Ville",9092.2512928
"78133","Chambourcy",58222.19182894
"78138","Chanteloup-les-Vignes",32962.85936667
"78140","Chapet",29998.57611305
"78143","Chateaufort",40372.71992265
"78146","Chatou",95142.8463798
"78147","Chaufour-les-Bonnieres",3550.19236419
"78152","Chavenay",34946.05371415
"78158","Le Chesnay",86700.61965207
"78160","Chevreuse",15735.34753082
"78162","Choisel",11782.51021895
"78163","Civry-la-Foret",2709.10822868
"78164","Clairefontaine-en-Yvelines",7205.02578018
"78165","Les Clayes-sous-Bois",36985.12476389
"78168","Coignieres",22475.86119418
"78171","Conde-sur-Vesgre",2664.58592229
"78172","Conflans-Sainte-Honorine",50460.45985401
"78185","Courgent",4438.65660118
"78188","Cravent",2266.36079469
"78189","Crespieres",24707.97971136
"78190","Croissy-sur-Seine",80185.45475075
"78192","Dammartin-en-Serve",3080.91624127
"78193","Dampierre-en-Yvelines",13010.64644208
"78194","Dannemarie",2754.17717142
"78196","Davron",27648.34778076
"78202","Drocourt",5809.86362242
"78206","Ecquevilly",30269.74913416
"78208","Elancourt",29584.36978842
"78209","Emance",1389.87554856
"78217","Epone",19426.22736642
"78220","Les Essarts-le-Roi",15901.29206001
"78224","L'Etang-la-Ville",56952.26831596
"78227","Evecquemont",19270.923619
"78230","La Falaise",16091.31270212
"78231","Favrieux",6248.01042353
"78233","Feucherolles",38262.83856151
"78234","Flacourt",4104.19415599
"78236","Flexanville",4146.48839576
"78237","Flins-Neuve-Eglise",2416.81104753
"78238","Flins-sur-Seine",28364.5306877
"78239","Follainville-Dennemont",4950.24592616
"78242","Fontenay-le-Fleury",52663.02835
"78245","Fontenay-Mauvoisin",6186.16082426
"78246","Fontenay-Saint-Pere",5754.79073653
"78251","Fourqueux",52902.4525676
"78255","Freneuse",3308.33545985
"78261","Gaillon-sur-Montcient",17624.91585427
"78262","Galluis",15679.84446522
"78263","Gambais",4886.96137236
"78264","Gambaiseuil",3954.91280322
"78265","Garancieres",7627.35071998
"78267","Gargenville",16189.68269771
"78269","Gazeran",3198.11367255
"78276","Gommecourt",1867.69184082
"78278","Goupillieres",4914.42848866
"78281","Goussonville",6391.25448935
"78283","Grandchamp",1155.05836551
"78285","Gressey",2336.26763265
"78289","Grosrouvre",5949.59065884
"78290","Guernes",2918.68857768
"78291","Guerville",5920.79683846
"78296","Guitrancourt",7958.2626026
"78297","Guyancourt",46776.6984771
"78299","Hardricourt",22006.13605603
"78300","Hargeville",4826.68581671
"78302","La Hauteville",1083.66547176
"78305","Herbeville",13245.13025646
"78307","Hermeray",1315.88151252
"78310","Houdan",4328.45793665
"78311","Houilles",97934.0748423
"78314","Issou",14979.22228956
"78317","Jambville",7834.58963082
"78320","Jeufosse",4472.53107715
"78321","Jouars-Pontchartrain",29579.01160845
"78322","Jouy-en-Josas",73407.13671303
"78324","Jouy-Mauvoisin",7413.787142
"78325","Jumeauville",6238.47245769
"78327","Juziers",13043.41397466
"78329","Lainville-en-Vexin",6799.54376355
"78334","Levis-Saint-Nom",11500.39480996
"78335","Limay",9010.39464217
"78337","Limetz-Villez",2336.90600034
"78343","Les Loges-en-Josas",57360.30657633
"78344","Lommoye",1807.07130132
"78346","Longnes",3779.7630817
"78349","Longvilliers",12651.57632666
"78350","Louveciennes",86208.37351235
"78354","Magnanville",10394.52915955
"78356","Magny-les-Hameaux",23614.64351182
"78358","Maisons-Laffitte",68537.14992743
"78361","Mantes-la-Jolie",11529.17768374
"78362","Mantes-la-Ville",11653.15327527
"78364","Marcq",8316.22948091
"78366","Mareil-le-Guyon",16043.36507918
"78367","Mareil-Marly",56074.02087218
"78368","Mareil-sur-Mauldre",17170.17922347
"78372","Marly-le-Roi",75944.32350566
"78380","Maule",13817.63172427
"78381","Maulette",5391.53843483
"78382","Maurecourt",35751.91298881
"78383","Maurepas",31896.00569686
"78384","Medan",38104.44751607
"78385","Menerville",4298.91046132
"78389","Mere",13465.78249299
"78391","Mericourt",3173.22949251
"78396","Le Mesnil-le-Roi",62259.66367364
"78397","Le Mesnil-Saint-Denis",21577.90127069
"78398","Les Mesnuls",11544.71672553
"78401","Meulan-en-Yvelines",24467.70925892
"78402","Mezieres-sur-Seine",18228.40888988
"78403","Mezy-sur-Seine",16756.80303813
"78404","Millemont",8606.57878032
"78406","Milon-la-Chapelle",18839.03950464
"78407","Mittainville",1206.67119224
"78410","Moisson",1584.7399134
"78413","Mondreville",2737.02460929
"78415","Montainville",10206.43255562
"78416","Montalet-le-Bois",7994.23179907
"78417","Montchauvet",3311.95245731
"78418","Montesson",87969.7884654
"78420","Montfort-l'Amaury",13334.7025191
