"ID","NAMES","ouvrier_AsTheCowRolls_POT_10"
"77049","Boutigny",4689.60662793
"77050","Bransles",1085.23670759
"77051","Bray-sur-Seine",1201.96454923
"77052","Breau",2006.11439477
"77053","Brie-Comte-Robert",11484.24711055
"77054","La Brosse-Montceaux",2440.51764633
"77055","Brou-sur-Chantereine",29636.7378769
"77056","Burcy",431.41456917
"77057","Bussieres",1495.6890122
"77058","Bussy-Saint-Georges",20746.72119229
"77059","Bussy-Saint-Martin",21783.22595969
"77060","Buthiers",459.11298103
"77061","Cannes-Ecluse",3581.91717366
"77062","Carnetin",10147.06504823
"77063","La Celle-sur-Morin",2753.00205385
"77065","Cely",3483.99675858
"77066","Cerneux",585.56078682
"77067","Cesson",16803.96288209
"77068","Cessoy-en-Montois",965.81560832
"77069","Chailly-en-Biere",7697.48277854
"77070","Chailly-en-Brie",3939.73921584
"77071","Chaintreaux",1788.213798
"77072","Chalautre-la-Grande",144.98488445
"77073","Chalautre-la-Petite",2125.39012992
"77075","Chalifert",9483.37112684
"77076","Chalmaison",1514.09072621
"77077","Chambry",8078.74960174
"77078","Chamigny",1801.15473691
"77079","Champagne-sur-Seine",3686.38863263
"77080","Champcenest",587.41431256
"77081","Champdeuil",4097.2059122
"77082","Champeaux",2321.44615393
"77083","Champs-sur-Marne",45409.32747122
"77084","Changis-sur-Marne",4199.46178217
"77085","Chanteloup-en-Brie",13297.97806295
"77086","La Chapelle-Gauthier",2203.25581835
"77087","La Chapelle-Iger",1107.31604505
"77088","La Chapelle-la-Reine",1828.82896671
"77089","La Chapelle-Rablais",1436.98513953
"77090","La Chapelle-Saint-Sulpice",1740.06138637
"77091","Les Chapelles-Bourbon",2518.85150287
"77093","La Chapelle-Moutils",816.97257601
"77094","Charmentray",5777.10308768
"77095","Charny",4672.22009262
"77096","Chartrettes",5831.33343634
"77097","Chartronges",1074.74076537
"77098","Chateaubleau",769.72384266
"77099","Chateau-Landon",1389.8581601
"77100","Le Chatelet-en-Brie",3886.5448783
"77101","Chatenay-sur-Seine",1013.84418556
"77102","Chatenoy",2205.79999917
"77103","Chatillon-la-Borde",1991.79607254
"77104","Chatres",3654.30447891
"77106","Chauffry",1762.08075291
"77107","Chaumes-en-Brie",2944.54283636
"77108","Chelles",46496.16137406
"77109","Chenoise",1199.93690224
"77110","Chenou",1090.18858304
"77111","Chessy",11571.64984773
"77112","Chevrainvilliers",2177.0054729
"77113","Chevru",1026.93115371
"77114","Chevry-Cossigny",8685.11538257
"77115","Chevry-en-Sereine",645.3901449
"77116","Choisy-en-Brie",1616.1466012
"77117","Citry",956.28976411
"77118","Claye-Souilly",19957.19870016
"77119","Clos-Fontaine",1642.10064468
"77120","Cocherel",1371.79833011
"77121","Collegien",31959.54964689
"77122","Combs-la-Ville",15687.80341712
"77123","Compans",10075.16202048
"77124","Conches-sur-Gondoire",15515.00083281
"77125","Conde-Sainte-Libiaire",6282.41660819
"77126","Congis-sur-Therouanne",3120.77060866
"77127","Coubert",5859.95314527
"77128","Couilly-Pont-aux-Dames",9206.52949018
"77129","Coulombs-en-Valois",623.27421381
"77130","Coulommes",4368.68479203
"77131","Coulommiers",4284.5915786
"77132","Coupvray",8473.61065855
"77133","Courcelles-en-Bassee",1529.6695898
"77134","Courchamp",1089.33531409
"77135","Courpalay",1845.75128657
"77136","Courquetaine",2453.56417798
"77137","Courtacon",980.69136479
"77138","Courtomer",1844.2919327
"77139","Courtry",34031.66074799
"77140","Coutencon",848.15808401
"77141","Coutevroult",7361.11418104
"77142","Crecy-la-Chapelle",3783.93634648
"77143","Cregy-les-Meaux",9982.05501744
"77144","Crevecoeur-en-Brie",1448.57536465
"77145","Crisenoy",5386.65385543
"77146","Croissy-Beaubourg",30783.00497442
"77147","La Croix-en-Brie",1123.20799623
"77148","Crouy-sur-Ourcq",631.8043554
"77149","Cucharmoy",1151.80431824
"77150","Cuisy",2727.11603165
"77151","Dagny",1095.60734277
"77152","Dammarie-les-Lys",12855.88283553
"77153","Dammartin-en-Goele",3897.06183992
"77154","Dammartin-sur-Tigeaux",1803.45183044
"77155","Dampmart",10237.11238321
"77156","Darvault",3532.19334752
"77157","Dhuisy",927.28700411
"77158","Diant",632.6986653
"77159","Donnemarie-Dontilly",1028.24614447
"77161","Dormelles",1153.30829058
"77162","Doue",1414.90301583
"77163","Douy-la-Ramee",1117.52496734
"77164","Echouboulains",855.29499088
"77165","Les Ecrennes",1441.14021682
"77166","Ecuelles",3549.61898677
"77167","Egligny",766.86268363
"77168","Egreville",1206.97528147
"77169","Emerainville",33727.59198746
"77170","Episy",3305.21253092
"77171","Esbly",8501.04362346
"77172","Esmans",3419.13772764
"77173","Etrepilly",4391.4982789
"77174","Everly",1455.47612477
"77175","Evry-Gregy-sur-Yerre",8229.51161912
"77176","Faremoutiers",3456.21703587
"77177","Favieres",4271.2375922
"77178","Fay-les-Nemours",2784.61170652
"77179","Fericy",1901.37113145
"77180","Ferolles-Attilly",12297.93998187
"77181","Ferrieres-en-Brie",23921.13788557
"77182","La Ferte-Gaucher",1822.42539375
"77183","La Ferte-sous-Jouarre",2695.01102449
"77184","Flagy",1012.88172475
"77185","Fleury-en-Biere",2994.39278409
"77186","Fontainebleau",4589.71984171
"77187","Fontaine-Fourches",508.87661326
"77188","Fontaine-le-Port",2989.27764968
"77190","Fontains",1277.37332278
"77191","Fontenailles",2259.59603784
"77192","Fontenay-Tresigny",2638.94988352
"77193","Forfry",1962.67259726
"77194","Forges",3029.4275186
"77195","Fouju",2557.56532807
"77196","Fresnes-sur-Marne",7646.63794291
"77197","Fretoy",753.47422056
"77198","Fromont",467.69139604
"77199","Fublaines",6448.83053569
"77200","Garentreville",707.57012459
"77201","Gastins",1497.16994575
"77202","La Genevraye",2973.46056789
"77203","Germigny-l'Eveque",5464.95924176
"77204","Germigny-sous-Coulombs",321.89126293
"77205","Gesvres-le-Chapitre",2567.12489627
"77206","Giremoutiers",3545.08132656
"77207","Gironville",473.25883841
"77208","Gouaix",1039.67664282
"77209","Gouvernes",21609.15587362
"77210","La Grande-Paroisse",3299.92917311
"77211","Grandpuits-Bailly-Carrois",2342.44483024
"77212","Gravon",949.56639672
"77214","Gressy",11900.10932766
"77215","Gretz-Armainvilliers",9258.96357219
"77216","Grez-sur-Loing",3740.40933155
"77217","Grisy-Suisnes",6747.68255302
"77218","Grisy-sur-Seine",898.64804349
"77219","Guerard",2693.19442837
"77220","Guercheville",704.53198007
"77221","Guermantes",18589.66453161
"77222","Guignes",3439.54219605
"77223","Gurcy-le-Chatel",858.07228902
"77224","Hautefeuille",1471.22084628
"77225","La Haute-Maison",1582.17919672
"77226","Hericy",3103.51718094
"77227","Herme",1650.36949255
"77228","Hondevilliers",807.43776076
"77229","La Houssaye-en-Brie",2126.64895537
"77230","Ichy",511.27072552
"77231","Isles-les-Meldeuses",4009.60135295
"77232","Isles-les-Villenoy",7611.93302278
"77233","Iverny",5137.07108607
"77234","Jablines",3925.88851604
"77235","Jaignes",1969.3781254
"77236","Jaulnes",1159.5555024
"77237","Jossigny",14208.21464376
"77238","Jouarre",2648.40887469
"77239","Jouy-le-Chatel",1162.74508283
"77240","Jouy-sur-Morin",1684.04861104
"77241","Juilly",3599.39869894
"77242","Jutigny",2266.04239748
"77243","Lagny-sur-Marne",19961.80432128
"77244","Larchant",2197.1769156
"77245","Laval-en-Brie",2766.7987083
"77246","Lechelle",1141.81277083
"77247","Lescherolles",1204.21294734
"77248","Lesches",5807.95010827
"77249","Lesigny",18558.25135987
"77250","Leudon-en-Brie",1109.51956936
"77251","Lieusaint",20040.69352391
"77252","Limoges-Fourches",8212.78804985
"77253","Lissy",7761.34420953
"77254","Liverdy-en-Brie",2682.39226941
"77255","Livry-sur-Seine",10576.33860626
"77256","Lizines",1158.08793494
"77257","Lizy-sur-Ourcq",2880.01987503
"77258","Lognes",37737.48046682
"77259","Longperrier",3527.26551205
"77260","Longueville",2420.39343008
"77261","Lorrez-le-Bocage-Preaux",995.34119697
"77262","Louan-Villegruis-Fontaine",149.83246041
"77263","Luisetaines",1193.11853288
"77264","Lumigny-Nesles-Ormeaux",1757.98284931
"77265","Luzancy",1866.2119388
"77266","Machault",1757.40817215
"77267","La Madeleine-sur-Loing",2569.21846048
"77268","Magny-le-Hongre",7109.68101527
"77269","Maincy",12436.39598205
"77270","Maisoncelles-en-Brie",2567.47214439
"77271","Maisoncelles-en-Gatinais",1038.79870416
"77272","Maison-Rouge",1741.16716773
"77273","Marchemoret",3691.92397101
"77274","Marcilly",4491.80564494
"77275","Les Marets",414.86569702
"77276","Mareuil-les-Meaux",8611.40984246
"77277","Marles-en-Brie",2278.19325325
"77278","Marolles-en-Brie",2413.05984092
"77279","Marolles-sur-Seine",3157.22149948
"77280","Mary-sur-Marne",2631.47224319
"77281","Mauperthuis",3099.15036235
"77282","Mauregard",5303.85976428
"77283","May-en-Multien",1626.17356568
"77284","Meaux",10995.63398585
"77285","Le Mee-sur-Seine",15281.36847735
"77286","Meigneux",823.87844725
"77287","Meilleray",479.27625328
"77288","Melun",16148.49302808
"77289","Melz-sur-Seine",746.26510636
"77290","Mery-sur-Marne",1670.83576306
"77291","Le Mesnil-Amelot",6139.07252088
"77292","Messy",10423.43720826
"77293","Misy-sur-Yonne",1425.30664205
"77294","Mitry-Mory",20515.39463471
"77295","Moisenay",6633.19383974
"77296","Moissy-Cramayel",13103.21937051
"77297","Mondreville",468.35380186
"77298","Mons-en-Montois",907.70369667
"77299","Montarlot",2808.84872609
"77300","Montceaux-les-Meaux",5942.28917112
"77301","Montceaux-les-Provins",422.62683738
"77302","Montcourt-Fromonville",3551.75672403
"77303","Montdauphin",288.03484001
"77304","Montenils",175.26026807
"77305","Montereau-Fault-Yonne",4567.99474987
"77306","Montereau-sur-le-Jard",9749.47305692
"77307","Montevrain",13425.41400937
"77308","Montge-en-Goele",2785.49598838
"77309","Monthyon",6395.7865733
"77310","Montigny-le-Guesdier",800.67777028
"77311","Montigny-Lencoup",1628.86668191
"77312","Montigny-sur-Loing",2444.83819398
"77313","Montmachoux",1455.10573456
"77314","Montolivet",387.66449129
"77315","Montry",8064.54889643
"77316","Moret-sur-Loing",4052.65400473
"77317","Mormant",2415.06227452
"77318","Mortcerf",2035.83680412
"77319","Mortery",1512.50374126
"77320","Mouroux",3952.39478584
"77321","Mousseaux-les-Bray",1237.74999583
"77322","Moussy-le-Neuf",2812.72048746
"77323","Moussy-le-Vieux",2608.62409124
"77325","Mouy-sur-Seine",1391.53599899
"77326","Nandy",16895.59958087
"77327","Nangis",2170.59220825
"77328","Nanteau-sur-Essonne",519.36437259
"77329","Nanteau-sur-Lunain",1335.94073572
"77330","Nanteuil-les-Meaux",8394.83090033
"77331","Nanteuil-sur-Marne",1224.91688451
"77332","Nantouillet",3552.48753814
"77333","Nemours",4196.63281825
"77335","Chauconin-Neufmontiers",8468.14551813
"77336","Neufmoutiers-en-Brie",1649.80306474
"77337","Noisiel",41383.9699115
"77338","Noisy-Rudignon",2311.18007127
"77339","Noisy-sur-Ecole",902.13649002
"77340","Nonville",2256.02920002
"77341","Noyen-sur-Seine",1075.56281132
"77342","Obsonville",699.41213744
"77343","Ocquerre",1614.60215562
"77344","Oissery",1840.76944775
"77345","Orly-sur-Morin",810.62612715
"77347","Les Ormes-sur-Voulzie",1910.52122284
"77348","Ormesson",2994.07279374
"77349","Othis",2180.19865385
"77350","Ozoir-la-Ferriere",14217.86058332
"77352","Ozouer-le-Voulgis",2732.32147186
"77353","Paley",1052.405535
"77354","Pamfou",1903.92142025
"77355","Paroy",1744.41467364
"77356","Passy-sur-Seine",574.3394188
"77357","Pecy",900.57325401
"77358","Penchard",8546.01702291
"77359","Perthes",7049.18568115
"77360","Pezarches",2038.3324008
"77361","Pierre-Levee",2631.33157634
"77363","Le Pin",28938.18226224
"77364","Le Plessis-aux-Bois",3511.81681199
"77365","Le Plessis-Feu-Aussoux",1073.64075945
"77366","Le Plessis-l'Eveque",4392.7030899
"77367","Le Plessis-Placy",2326.11565685
"77368","Poigny",2473.43994551
"77369","Poincy",8532.12301665
"77370","Poligny",2740.90750771
"77371","Pommeuse",3778.79959031
"77372","Pomponne",20987.06742091
"77373","Pontault-Combault",26023.03713168
"77374","Pontcarre",18779.95436547
"77376","Precy-sur-Marne",3814.80078103
"77377","Presles-en-Brie",4258.31133724
"77378","Pringy",6120.75359588
"77379","Provins",2755.08085528
"77380","Puisieux",1439.19461751
"77381","Quiers",1969.07231118
"77382","Quincy-Voisins",8678.10245163
"77383","Rampillon",1404.73882796
"77384","Reau",13854.88862978
"77385","Rebais",2197.19304186
"77386","Recloses",1592.1774409
"77387","Remauville",1726.81710957
"77388","Reuil-en-Brie",2480.09125935
"77389","La Rochette",11843.05857507
"77390","Roissy-en-Brie",17050.73066553
"77391","Rouilly",1884.41807212
"77392","Rouvres",2979.03988018
"77393","Rozay-en-Brie",2092.64726431
"77394","Rubelles",13429.53449935
"77395","Rumont",393.04627543
"77396","Rupereux",563.06546527
"77397","Saacy-sur-Marne",1537.42952055
"77398","Sablonnieres",939.07584343
"77399","Saint-Ange-le-Viel",691.54785664
"77400","Saint-Augustin",2683.65686576
"77401","Sainte-Aulde",1355.71213434
"77402","Saint-Barthelemy",1069.20486535
"77403","Saint-Brice",2310.96352777
"77404","Sainte-Colombe",2669.88657302
"77405","Saint-Cyr-sur-Morin",1371.14710561
"77406","Saint-Denis-les-Rebais",2246.37003402
"77407","Saint-Fargeau-Ponthierry",9301.72002443
"77408","Saint-Fiacre",4269.27989747
"77409","Saint-Germain-Laval",3923.62023493
"77410","Saint-Germain-Laxis",9373.58848703
"77411","Saint-Germain-sous-Doue",1684.21659607
"77412","Saint-Germain-sur-Ecole",2431.51335301
"77413","Saint-Germain-sur-Morin",7800.7908003
"77414","Saint-Hilliers",907.61812321
"77415","Saint-Jean-les-Deux-Jumeaux",6038.07342326
"77416","Saint-Just-en-Brie",465.529825
"77417","Saint-Leger",1015.03548462
"77418","Saint-Loup-de-Naud",2103.53908736
"77419","Saint-Mammes",4135.290049
"77420","Saint-Mard",4656.41555901
"77421","Saint-Mars-Vieux-Maisons",1177.06367242
"77423","Saint-Martin-des-Champs",1397.18856988
"77424","Saint-Martin-du-Boschet",370.02704939
"77425","Saint-Martin-en-Biere",1753.49153954
"77426","Saint-Mery",1642.01795501
"77427","Saint-Mesmes",4245.69275608
"77428","Saint-Ouen-en-Brie",2049.11181185
"77429","Saint-Ouen-sur-Morin",1333.32164531
"77430","Saint-Pathus",2054.7505539
"77431","Saint-Pierre-les-Nemours",3863.59781797
"77432","Saint-Remy-la-Vanne",2420.50252465
"77433","Saints",2547.31533629
"77434","Saint-Sauveur-les-Bray",1140.45574177
"77435","Saint-Sauveur-sur-Ecole",5120.29414459
"77436","Saint-Simeon",2666.9141647
"77437","Saint-Soupplets",5142.79350809
"77438","Saint-Thibault-des-Vignes",24960.48731012
"77439","Salins",2978.09060437
"77440","Sammeron",4208.05376606
"77441","Samois-sur-Seine",2557.04490198
"77442","Samoreau",4060.58276225
"77443","Sancy",2652.77209985
"77444","Sancy-les-Provins",484.11444166
"77445","Savigny-le-Temple",17400.72625249
"77446","Savins",1711.20527706
"77447","Seine-Port",10760.87461999
"77448","Sept-Sorts",2761.0731342
"77449","Serris",8795.76896065
"77450","Servon",18452.00221238
"77451","Signy-Signets",1975.89707798
"77452","Sigy",1413.1153713
"77453","Sivry-Courtry",7495.39212526
"77454","Sognolles-en-Montois",1093.70408857
"77455","Soignolles-en-Brie",4905.2988875
"77456","Soisy-Bouy",1503.10588389
"77457","Solers",4133.17345637
"77458","Souppes-sur-Loing",2714.9069903
"77459","Sourdun",2421.21643417
"77460","Tancrou",1859.20747297
"77461","Thenisy",1348.9430101
"77462","Thieux",5726.6361354
"77463","Thomery",3793.42021626
"77464","Thorigny-sur-Marne",13775.96457082
"77465","Thoury-Ferottes",1364.86659925
"77466","Tigeaux",2199.02997023
"77467","La Tombe",2335.79952512
"77468","Torcy",34756.18158451
"77469","Touquin",1878.32629188
"77470","Tournan-en-Brie",6062.64650571
"77471","Tousson",972.65168706
"77472","La Tretoire",1198.29169629
"77473","Treuzy-Levelay",1477.97420571
"77474","Trilbardou",8100.42187358
"77475","Trilport",9061.34204378
"77476","Trocy-en-Multien",3432.21885287
"77477","Ury",2964.38784925
"77478","Ussy-sur-Marne",3291.76174379
"77479","Vaires-sur-Marne",27210.10690123
"77480","Valence-en-Brie",2482.41544721
"77481","Vanville",1420.78118996
"77482","Varennes-sur-Seine",4740.78785937
"77483","Varreddes",8514.84593999
"77484","Vaucourtois",2859.69400628
"77485","Le Vaudoue",959.93478958
"77486","Vaudoy-en-Brie",1385.00683203
"77487","Vaux-le-Penil",11719.7013566
"77489","Vaux-sur-Lunain",535.8140242
"77490","Vendrest",890.99442676
"77491","Veneux-les-Sablons",3658.38933089
"77492","Verdelot",570.02874242
"77493","Verneuil-l'Etang",2556.88355638
"77494","Vernou-la-Celle-sur-Seine",3099.77935185
"77495","Vert-Saint-Denis",17561.57650972
"77496","Vieux-Champagne",740.20680758
"77498","Vignely",6479.71769895
"77500","Villebeon",643.67278441
"77501","Villecerf",2785.44560795
"77504","Villemarechal",862.4852341
"77505","Villemareuil",4342.54247294
"77506","Villemer",2282.28002161
"77507","Villenauxe-la-Petite",941.87161405
"77508","Villeneuve-le-Comte",6210.44218517
"77509","Villeneuve-les-Bordes",1350.99137179
"77510","Villeneuve-Saint-Denis",7684.05413078
"77511","Villeneuve-sous-Dammartin",3515.43869793
"77512","Villeneuve-sur-Bellot",518.9323837
"77513","Villenoy",9743.88994355
"77514","Villeparisis",36620.65584939
"77515","Villeroy",5918.9531996
"77516","Ville-Saint-Jacques",3141.42994471
"77517","Villevaude",20113.26117216
"77518","Villiers-en-Biere",7905.75227356
"77519","Villiers-Saint-Georges",469.22399753
"77520","Villiers-sous-Grez",2549.20862119
"77521","Villiers-sur-Morin",5578.21625959
"77522","Villiers-sur-Seine",809.00771876
"77523","Villuis",704.75472903
"77524","Vimpelles",902.24024195
"77525","Vinantes",2167.09525841
"77526","Vincy-Manoeuvre",566.02986098
"77527","Voinsles",1132.03712711
"77528","Voisenon",13473.94962687
"77529","Voulangis",3269.33823825
"77530","Voulton",880.69047986
"77531","Voulx",935.01477443
"77532","Vulaines-les-Provins",2275.07883953
"77533","Vulaines-sur-Seine",3785.17366208
"77534","Yebles",2945.91678155
"78003","Ablis",1487.39148065
"78005","Acheres",16991.25751502
"78006","Adainville",439.43521928
"78007","Aigremont",11951.94216233
"78009","Allainville",1116.5901645
"78010","Les Alluets-le-Roi",3544.29065238
"78013","Andelu",1840.55917271
"78015","Andresy",17718.78986142
"78020","Arnouville-les-Mantes",3225.01666823
"78029","Aubergenville",13709.2459821
"78030","Auffargis",4225.04692267
"78031","Auffreville-Brasseuil",12055.72804086
"78033","Aulnay-sur-Mauldre",7208.88871473
"78034","Auteuil",1383.91857714
"78036","Autouillet",1037.11827599
"78043","Bailly",14549.78372105
"78048","Bazainville",1233.09195701
"78049","Bazemont",4824.29268431
"78050","Bazoches-sur-Guyonne",3961.79560258
"78053","Behoust",959.14953854
"78057","Bennecourt",4062.80310795
"78062","Beynes",3411.30769388
"78068","Blaru",554.32353135
"78070","Boinville-en-Mantois",5178.64179838
"78071","Boinville-le-Gaillard",1194.21478973
"78072","Boinvilliers",4101.04467011
"78073","Bois-d'Arcy",18066.44627336
"78076","Boissets",475.69448484
"78077","La Boissiere-Ecole",233.38813287
"78082","Boissy-Mauvoisin",2725.61095453
"78084","Boissy-sans-Avoir",1473.76555284
"78087","Bonnelles",2772.2539806
"78089","Bonnieres-sur-Seine",3302.74087534
"78090","Bouafle",13314.89623778
"78092","Bougival",28752.07930247
"78096","Bourdonne",887.89306338
"78104","Breuil-Bois-Robert",10065.69448507
"78107","Breval",1157.06074457
"78108","Les Breviaires",1718.69289155
"78113","Brueil-en-Vexin",7790.31895818
"78117","Buc",11555.84155801
"78118","Buchelay",12721.2829052
"78120","Bullion",2062.90167484
"78123","Carrieres-sous-Poissy",17759.82077281
"78124","Carrieres-sur-Seine",47509.88899626
"78125","La Celle-les-Bordes",1452.99194595
"78126","La Celle-Saint-Cloud",27035.83127569
"78128","Cernay-la-Ville",2211.54939681
"78133","Chambourcy",11971.34808134
"78138","Chanteloup-les-Vignes",18253.18560044
"78140","Chapet",10426.44174483
"78143","Chateaufort",9200.51289126
"78146","Chatou",40176.83732551
"78147","Chaufour-les-Bonnieres",2752.56456674
"78152","Chavenay",6871.11682904
"78158","Le Chesnay",20439.00633509
"78160","Chevreuse",2635.61460684
"78162","Choisel",2047.28409856
"78163","Civry-la-Foret",742.82946364
"78164","Clairefontaine-en-Yvelines",2575.15086737
"78165","Les Clayes-sous-Bois",10025.31978376
"78168","Coignieres",8809.21748238
"78171","Conde-sur-Vesgre",698.15140974
"78172","Conflans-Sainte-Honorine",24655.02516177
"78185","Courgent",3089.26930835
"78188","Cravent",679.2218758
"78189","Crespieres",3597.23758759
"78190","Croissy-sur-Seine",25083.08029353
"78192","Dammartin-en-Serve",1482.17592871
"78193","Dampierre-en-Yvelines",3000.81801522
"78194","Dannemarie",690.79570185
"78196","Davron",3892.38966746
"78202","Drocourt",7544.91901653
"78206","Ecquevilly",10850.25114727
"78208","Elancourt",11512.72347021
"78209","Emance",329.13517206
"78217","Epone",14521.70244552
"78220","Les Essarts-le-Roi",6670.3593626
"78224","L'Etang-la-Ville",11269.09513925
"78227","Evecquemont",14213.98225724
"78230","La Falaise",10932.06649875
"78231","Favrieux",8542.68996828
"78233","Feucherolles",7322.03387875
"78234","Flacourt",3555.47584423
"78236","Flexanville",910.6427471
"78237","Flins-Neuve-Eglise",838.73125578
"78238","Flins-sur-Seine",15325.50932453
"78239","Follainville-Dennemont",8052.21816087
"78242","Fontenay-le-Fleury",14837.6054062
"78245","Fontenay-Mauvoisin",8559.5996522
"78246","Fontenay-Saint-Pere",8952.6095743
"78251","Fourqueux",12214.90500968
"78255","Freneuse",3442.69074381
"78261","Gaillon-sur-Montcient",10069.75265449
"78262","Galluis",2560.07333326
"78263","Gambais",1059.09600606
"78264","Gambaiseuil",760.21639554
"78265","Garancieres",1046.30414496
"78267","Gargenville",14285.12329946
"78269","Gazeran",1827.230173
"78276","Gommecourt",714.93103897
"78278","Goupillieres",1007.98111198
"78281","Goussonville",2926.47791419
"78283","Grandchamp",238.69367444
"78285","Gressey",734.68873423
"78289","Grosrouvre",777.70733725
"78290","Guernes",2813.86799757
"78291","Guerville",7297.3215753
"78296","Guitrancourt",10436.49112201
"78297","Guyancourt",13094.05991444
"78299","Hardricourt",12639.84638721
"78300","Hargeville",1529.61837766
"78302","La Hauteville",209.26823898
"78305","Herbeville",2022.61063177
"78307","Hermeray",340.22575003
"78310","Houdan",1005.05771712
"78311","Houilles",53660.93898459
"78314","Issou",15429.66571002
"78317","Jambville",3458.42132985
"78320","Jeufosse",5436.33159962
"78321","Jouars-Pontchartrain",8449.46013454
"78322","Jouy-en-Josas",18373.29388896
"78324","Jouy-Mauvoisin",10229.99019133
"78325","Jumeauville",2082.59909101
"78327","Juziers",12753.99499
"78329","Lainville-en-Vexin",2984.85401816
"78334","Levis-Saint-Nom",3610.04070342
"78335","Limay",14236.51388556
"78337","Limetz-Villez",1280.06219042
"78343","Les Loges-en-Josas",11299.86646149
"78344","Lommoye",555.85896541
"78346","Longnes",3075.2977816
"78349","Longvilliers",2985.86611984
"78350","Louveciennes",23891.40130975
"78354","Magnanville",14089.58928506
"78356","Magny-les-Hameaux",5716.53582058
"78358","Maisons-Laffitte",28398.33387088
"78361","Mantes-la-Jolie",15905.55411057
"78362","Mantes-la-Ville",15299.70448613
"78364","Marcq",1587.36215264
"78366","Mareil-le-Guyon",3721.02708534
"78367","Mareil-Marly",13504.26651132
"78368","Mareil-sur-Mauldre",3665.3375326
"78372","Marly-le-Roi",19814.45030348
"78380","Maule",5133.0494094
"78381","Maulette",1196.07216788
"78382","Maurecourt",20789.65767295
"78383","Maurepas",12001.73146744
"78384","Medan",11751.07721959
"78385","Menerville",4848.72637702
"78389","Mere",1919.04405762
"78391","Mericourt",3665.10508145
"78396","Le Mesnil-le-Roi",22326.7336279
"78397","Le Mesnil-Saint-Denis",8331.00773782
"78398","Les Mesnuls",2870.42577367
"78401","Meulan-en-Yvelines",13781.99858486
"78402","Mezieres-sur-Seine",14399.46544914
"78403","Mezy-sur-Seine",10179.76416126
"78404","Millemont",1187.226675
"78406","Milon-la-Chapelle",4364.88524078
"78407","Mittainville",240.43666802
"78410","Moisson",844.43295404
"78413","Mondreville",1291.07968215
"78415","Montainville",1749.68955817
"78416","Montalet-le-Bois",4442.05755339
"78417","Montchauvet",1399.12935851
"78418","Montesson",37412.14877617
"78420","Montfort-l'Amaury",1959.96482225
"78423","Montigny-le-Bretonneux",15667.76807728
"78431","Morainvilliers",8284.28696285
